,Sector_score,LOCATION_ID,PARA_A,Score_A,Risk_A,PARA_B,Score_B,Risk_B,TOTAL,numbers,Score_B.1,Risk_C,Money_Value,Score_MV,Risk_D,District_Loss,PROB,RiSk_E,History,Prob,Risk_F,Score,Inherent_Risk,CONTROL_RISK,Detection_Risk,Audit_Risk,Label
256,2.72,11,1.13,0.4,0.452,0.0,0.2,0.0,1.13,5.0,0.2,1.0,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0.0,2.2,1.8559999999999999,0.4,0.5,0.3712,0
257,2.72,4,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
258,2.72,9,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
259,2.72,12,0.77,0.2,0.154,0.0,0.2,0.0,0.77,5.0,0.2,1.0,4.6,0.2,0.92,2,0.2,0.4,0,0.2,0.0,2.0,2.474,0.4,0.5,0.4948,0
260,2.72,12,1.05,0.4,0.42,0.0,0.2,0.0,1.05,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.82,0.4,0.5,0.364,0
261,2.72,19,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
262,2.72,22,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,30.85,0.6,18.51,2,0.2,0.4,0,0.2,0.0,2.4,19.91,0.4,0.5,3.9819999999999998,1
263,2.72,16,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,4,0.2,0.8,0,0.2,0.0,2.2,1.8,0.8,0.5,0.72,0
264,2.72,15,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
265,2.72,15,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
266,2.72,32,0.84,0.2,0.168,0.0,0.2,0.0,0.84,5.0,0.2,1.0,8.21,0.4,3.284,2,0.2,0.4,0,0.2,0.0,2.2,4.852,0.4,0.5,0.9704,0
267,2.72,13,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
268,2.72,19,0.85,0.2,0.17,0.0,0.2,0.0,0.85,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.57,0.4,0.5,0.314,0
269,2.72,5,0.0,0.2,0.0,0.28,0.2,0.055999999999999994,0.28,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.456,0.4,0.5,0.2912,0
270,2.72,6,0.61,0.2,0.122,0.07,0.2,0.013999999999999999,0.68,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.536,0.4,0.5,0.3072,0
271,2.72,8,0.0,0.2,0.0,0.62,0.2,0.124,0.62,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.524,0.4,0.5,0.3048,0
272,2.37,18,3.43,0.6,2.0580000000000003,1.0,0.4,0.4,4.43,5.5,0.4,2.2,49.31,0.6,29.586,2,0.4,0.8,1,0.4,0.4,4.2,35.444,1.2,0.5,21.2664,1
273,2.37,11,1.63,0.4,0.652,5.86,0.6,3.516,7.49,5.0,0.2,1.0,3.69,0.2,0.738,2,0.2,0.4,0,0.2,0.0,3.4,6.306,0.4,0.5,1.2612,1
274,2.37,1,3.75,0.6,2.25,1.25,0.4,0.5,5.0,6.0,0.6,3.6,11.25,0.6,6.75,6,0.2,1.2,0,0.2,0.0,4.6,14.3,1.2,0.5,8.58,1
275,2.37,8,2.29,0.6,1.374,2.64,0.6,1.584,4.93,5.0,0.2,1.0,3.08,0.2,0.616,2,0.2,0.4,0,0.2,0.0,3.6,4.974,0.4,0.5,0.9948,0
276,2.37,6,2.51,0.6,1.506,8.59,0.6,5.154,11.1,5.5,0.4,2.2,16.03,0.6,9.618,2,0.2,0.4,5,0.6,3.0,4.8,21.878,3.4,0.5,37.1926,1
277,2.37,16,2.21,0.6,1.3259999999999998,5.21,0.6,3.1260000000000003,7.42,5.0,0.2,1.0,3.43,0.2,0.6859999999999999,2,0.2,0.4,0,0.2,0.0,3.6,6.537999999999999,0.4,0.5,1.3076,1
278,2.37,12,2.22,0.6,1.3319999999999999,6.23,0.6,3.738,8.45,5.0,0.2,1.0,0.89,0.2,0.17800000000000002,2,0.2,0.4,0,0.2,0.0,3.6,6.648,0.4,0.5,1.3296,1
279,2.37,9,1.67,0.4,0.6679999999999999,0.39,0.2,0.078,2.06,5.0,0.2,1.0,1.43,0.2,0.28600000000000003,2,0.2,0.4,0,0.2,0.0,2.2,2.432,0.4,0.5,0.4864,0
280,2.37,13,2.59,0.6,1.554,0.66,0.2,0.132,3.25,5.0,0.2,1.0,1.28,0.2,0.256,2,0.2,0.4,0,0.2,0.0,2.4,3.342,0.4,0.5,0.6684,0
281,2.37,22,2.39,0.6,1.4340000000000002,7.72,0.6,4.632,10.11,5.0,0.2,1.0,5.42,0.4,2.168,2,0.2,0.4,1,0.4,0.4,4.0,10.033999999999999,0.8,0.5,4.0136,1
282,2.37,32,3.42,0.6,2.052,10.55,0.6,6.33,13.97,5.0,0.2,1.0,6.96,0.4,2.784,2,0.2,0.4,0,0.2,0.0,3.8,12.565999999999999,0.4,0.5,2.5132,1
283,2.37,27,3.61,0.6,2.166,2.13,0.6,1.278,5.74,5.0,0.2,1.0,5.41,0.4,2.164,2,0.4,0.8,2,0.6,1.2,4.4,8.607999999999999,2.0,0.5,8.607999999999999,1
284,2.37,4,1.86,0.4,0.7440000000000001,4.51,0.6,2.7060000000000004,6.37,5.0,0.2,1.0,7.27,0.4,2.908,2,0.2,0.4,0,0.2,0.0,3.6,7.757999999999999,0.4,0.5,1.5516,1
285,2.37,19,1.9,0.4,0.76,7.97,0.6,4.782,9.87,5.0,0.2,1.0,8.6,0.4,3.44,2,0.2,0.4,1,0.4,0.4,3.8,10.782,0.8,0.5,4.3128,1
286,2.37,14,3.29,0.6,1.974,6.41,0.6,3.846,9.7,5.0,0.2,1.0,3.66,0.2,0.732,2,0.2,0.4,0,0.2,0.0,3.6,7.952000000000001,0.4,0.5,1.5904,1
287,2.37,15,2.6,0.6,1.56,1.14,0.4,0.456,3.74,5.0,0.2,1.0,8.76,0.4,3.5039999999999996,2,0.2,0.4,1,0.4,0.4,3.4,7.32,0.8,0.5,2.928,1
288,2.37,8,3.81,0.6,2.286,11.52,0.6,6.912000000000001,15.33,5.0,0.2,1.0,3.25,0.2,0.65,4,0.2,0.8,0,0.2,0.0,3.8,11.648,0.8,0.5,4.6592,1
289,2.37,9,2.1,0.6,1.26,5.06,0.6,3.036,7.16,5.0,0.2,1.0,5.41,0.4,2.164,2,0.2,0.4,0,0.2,0.0,3.8,7.86,0.4,0.5,1.5719999999999998,1
290,2.37,5,2.22,0.6,1.3319999999999999,3.4,0.6,2.04,5.62,5.0,0.2,1.0,26.28,0.6,15.767999999999999,2,0.2,0.4,1,0.4,0.4,4.2,20.94,0.8,0.5,8.376,1
291,2.37,31,0.96,0.2,0.192,0.12,0.2,0.024,1.08,5.0,0.2,1.0,0.22,0.2,0.044000000000000004,2,0.2,0.4,0,0.2,0.0,2.0,1.66,0.4,0.5,0.332,0
292,2.37,38,0.81,0.2,0.162,4.6,0.6,2.76,5.41,5.0,0.2,1.0,1.82,0.2,0.364,2,0.2,0.4,0,0.2,0.0,3.2,4.686,0.4,0.5,0.9372,0
293,2.37,8,1.25,0.4,0.5,0.02,0.2,0.004,1.27,5.0,0.2,1.0,0.82,0.2,0.16399999999999998,2,0.2,0.4,0,0.2,0.0,2.2,2.068,0.4,0.5,0.4136,0
294,2.37,12,1.65,0.4,0.66,0.02,0.2,0.004,1.67,5.0,0.2,1.0,27.99,0.6,16.794,2,0.2,0.4,0,0.2,0.0,2.6,18.858,0.4,0.5,3.7716,1
295,2.37,18,1.65,0.4,0.66,0.02,0.2,0.004,1.67,5.0,0.2,1.0,2.47,0.2,0.494,2,0.2,0.4,0,0.2,0.0,2.2,2.5580000000000003,0.4,0.5,0.5116,0
296,2.37,19,2.13,0.6,1.278,0.11,0.2,0.022000000000000002,2.24,5.0,0.2,1.0,7.54,0.4,3.016,2,0.2,0.4,0,0.2,0.0,2.6,5.716,0.4,0.5,1.1432,1
297,2.37,28,0.44,0.2,0.08800000000000001,0.02,0.2,0.004,0.46,5.0,0.2,1.0,27.1,0.6,16.26,6,0.2,1.2,0,0.2,0.0,2.8,18.552,1.2,0.5,11.1312,1
298,2.37,28,1.31,0.4,0.524,0.12,0.2,0.024,1.43,5.5,0.4,2.2,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,3.0,3.948,1.2,0.5,2.3688,1
299,2.37,12,0.39,0.2,0.078,0.14,0.2,0.027999999999999997,0.53,5.0,0.2,1.0,0.58,0.2,0.11599999999999999,2,0.2,0.4,0,0.2,0.0,2.0,1.6219999999999999,0.4,0.5,0.3244,0
300,2.37,19,1.0,0.4,0.4,1.1,0.4,0.44,2.1,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.8,2.24,0.4,0.5,0.44799999999999995,0
301,2.37,12,0.42,0.2,0.084,0.27,0.2,0.054000000000000006,0.69,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.538,0.4,0.5,0.3076,0
302,2.37,6,1.07,0.4,0.428,0.59,0.2,0.11800000000000001,1.66,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.946,0.4,0.5,0.3892,0
303,2.37,28,1.29,0.4,0.516,0.25,0.2,0.05,1.54,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.966,0.4,0.5,0.3932,0
304,2.37,5,0.02,0.2,0.004,0.87,0.2,0.174,0.89,5.0,0.2,1.0,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0.0,2.0,1.5859999999999999,0.4,0.5,0.3172,0
305,2.37,6,1.46,0.4,0.584,0.55,0.2,0.11,2.01,5.0,0.2,1.0,0.67,0.2,0.134,2,0.2,0.4,0,0.2,0.0,2.2,2.228,0.4,0.5,0.4456,0
306,2.37,19,0.84,0.2,0.168,0.06,0.2,0.012,0.9,5.0,0.2,1.0,0.72,0.2,0.14400000000000002,2,0.2,0.4,0,0.2,0.0,2.0,1.724,0.4,0.5,0.3448,0
307,2.37,8,0.66,0.2,0.132,1.37,0.4,0.5479999999999999,2.03,5.0,0.2,1.0,0.84,0.2,0.168,4,0.2,0.8,0,0.2,0.0,2.8,2.648,0.8,0.5,1.0592,1
308,2.37,8,0.53,0.2,0.106,5.4,0.6,3.24,5.93,5.0,0.2,1.0,0.72,0.2,0.14400000000000002,2,0.2,0.4,0,0.2,0.0,3.2,4.89,0.4,0.5,0.978,0
309,2.37,6,0.39,0.2,0.078,0.47,0.2,0.094,0.86,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.5719999999999998,0.4,0.5,0.3144,0
310,2.37,19,0.51,0.2,0.102,0.47,0.2,0.094,0.98,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.5959999999999999,0.4,0.5,0.3192,0
311,2.37,12,0.47,0.2,0.094,0.29,0.2,0.057999999999999996,0.76,5.0,0.2,1.0,0.07,0.2,0.013999999999999999,2,0.2,0.4,0,0.2,0.0,2.0,1.5659999999999998,0.4,0.5,0.3132,0
312,2.37,35,3.35,0.6,2.01,0.99,0.2,0.198,4.34,5.0,0.2,1.0,0.12,0.2,0.024,2,0.2,0.4,0,0.2,0.0,2.4,3.6319999999999997,0.4,0.5,0.7264,0
313,2.37,28,0.32,0.2,0.064,0.49,0.2,0.098,0.81,5.0,0.2,1.0,6.73,0.4,2.6919999999999997,6,0.2,1.2,0,0.2,0.0,2.6,5.053999999999999,1.2,0.5,3.0324,1
314,2.37,28,0.51,0.2,0.102,0.0,0.2,0.0,0.51,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,2.4,2.302,1.2,0.5,1.3812,1
315,2.37,4,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.05,0.2,0.01,2,0.2,0.4,0,0.2,0.0,2.0,1.41,0.4,0.5,0.282,0
316,2.37,9,0.31,0.2,0.062,0.69,0.2,0.138,1.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.6,0.4,0.5,0.32,0
317,2.37,32,0.61,0.2,0.122,1.54,0.4,0.616,2.15,5.0,0.2,1.0,0.57,0.2,0.114,2,0.2,0.4,0,0.2,0.0,2.6,2.252,0.4,0.5,0.4504,0
318,2.37,5,0.26,0.2,0.052000000000000005,0.17,0.2,0.034,0.43,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.486,0.4,0.5,0.2972,0
319,2.37,2,0.73,0.2,0.146,0.05,0.2,0.01,0.78,5.0,0.2,1.0,6.14,0.4,2.456,6,0.2,1.2,0,0.2,0.0,2.6,4.812,1.2,0.5,2.8872,1
320,2.37,2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,2.4,2.2,1.2,0.5,1.32,1
321,2.37,16,1.27,0.4,0.508,1.01,0.4,0.40399999999999997,2.28,5.0,0.2,1.0,1.15,0.2,0.23,2,0.2,0.4,0,0.2,0.0,2.8,2.542,0.4,0.5,0.5084,0
322,2.37,19,1.62,0.4,0.648,0.49,0.2,0.098,2.11,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,2.146,0.4,0.5,0.4292,0
323,2.37,5,1.54,0.4,0.616,0.46,0.2,0.092,2.0,5.0,0.2,1.0,0.57,0.2,0.114,2,0.2,0.4,0,0.2,0.0,2.2,2.222,0.4,0.5,0.4444,0
324,2.37,2,2.18,0.6,1.308,0.93,0.2,0.18600000000000003,3.11,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,2.8,3.694,1.2,0.5,2.2164,1
325,2.37,2,7.59,0.6,4.553999999999999,1.47,0.4,0.588,9.06,5.5,0.4,2.2,36.29,0.6,21.774,6,0.2,1.2,0,0.2,0.0,4.2,30.316,1.2,0.5,18.1896,1
326,2.37,2,0.76,0.2,0.152,0.34,0.2,0.068,1.1,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,2.4,2.42,1.2,0.5,1.452,1
327,2.37,16,0.38,0.2,0.076,0.85,0.2,0.17,1.23,5.0,0.2,1.0,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0.0,2.0,1.6540000000000001,0.4,0.5,0.3308,0
328,2.37,5,1.29,0.4,0.516,0.13,0.2,0.026000000000000002,1.42,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.942,0.4,0.5,0.3884,0
329,2.37,19,1.99,0.4,0.7959999999999999,0.63,0.2,0.126,2.62,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,2.322,0.4,0.5,0.4644,0
330,2.37,31,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
331,2.37,4,0.02,0.2,0.004,0.05,0.2,0.01,0.07,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4140000000000001,0.4,0.5,0.2828,0
332,2.37,5,0.14,0.2,0.027999999999999997,0.08,0.2,0.016,0.22,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.444,0.4,0.5,0.2888,0
333,2.37,18,0.09,0.2,0.018000000000000002,0.0,0.2,0.0,0.09,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4180000000000001,0.4,0.5,0.2836,0
334,2.37,9,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
335,2.37,32,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
336,2.37,16,0.01,0.2,0.002,0.006999999999999999,0.2,0.0014,0.017,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4034,0.4,0.5,0.28068000000000004,0
337,2.37,16,0.17,0.2,0.034,0.04,0.2,0.008,0.21,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.442,0.4,0.5,0.2884,0
338,2.37,2,1.66,0.4,0.664,0.83,0.2,0.166,2.49,5.0,0.2,1.0,0.31,0.2,0.062,6,0.2,1.2,0,0.2,0.0,2.6,3.092,1.2,0.5,1.8552,1
339,2.37,2,0.5,0.2,0.1,0.04,0.2,0.008,0.54,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,2.4,2.3080000000000003,1.2,0.5,1.3848,1
340,2.37,2,0.9,0.2,0.18,0.29,0.2,0.057999999999999996,1.19,5.0,0.2,1.0,1.22,0.2,0.244,6,0.2,1.2,0,0.2,0.0,2.4,2.682,1.2,0.5,1.6092,1
341,2.37,2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.23,0.2,0.046,6,0.2,1.2,0,0.2,0.0,2.4,2.246,1.2,0.5,1.3476,1
342,1.99,2,57.03,0.6,34.218,134.33,0.6,80.598,191.36,5.0,0.2,1.0,844.37,0.6,506.62199999999996,2,0.2,0.4,0,0.2,0.0,4.0,622.8380000000001,0.4,0.5,124.5676,1
343,1.99,8,0.58,0.2,0.11599999999999999,0.0,0.2,0.0,0.58,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.516,0.4,0.5,0.3032,0
344,1.99,12,1.52,0.4,0.608,0.0,0.2,0.0,1.52,5.0,0.2,1.0,6.96,0.4,2.784,2,0.2,0.4,0,0.2,0.0,2.4,4.792,0.4,0.5,0.9584,0
345,1.99,6,0.9,0.2,0.18,0.0,0.2,0.0,0.9,5.0,0.2,1.0,1.95,0.2,0.39,2,0.2,0.4,0,0.2,0.0,2.0,1.97,0.4,0.5,0.39399999999999996,0
346,1.99,6,1.19,0.4,0.47600000000000003,0.0,0.2,0.0,1.19,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.876,0.4,0.5,0.3752,0
347,1.99,25,0.53,0.2,0.106,0.0,0.2,0.0,0.53,5.0,0.2,1.0,2.33,0.2,0.466,2,0.2,0.4,0,0.2,0.0,2.0,1.972,0.4,0.5,0.3944,0
348,1.99,40,0.93,0.2,0.18600000000000003,0.0,0.2,0.0,0.93,5.0,0.2,1.0,0.11,0.2,0.022000000000000002,2,0.2,0.4,0,0.2,0.0,2.0,1.608,0.4,0.5,0.3216,0
349,1.99,8,1.89,0.4,0.7559999999999999,0.0,0.2,0.0,1.89,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,2.156,0.4,0.5,0.4312,0
350,1.99,8,1.71,0.4,0.684,0.0,0.2,0.0,1.71,5.0,0.2,1.0,0.09,0.2,0.018000000000000002,2,0.2,0.4,0,0.2,0.0,2.2,2.102,0.4,0.5,0.4204,0
351,1.99,LOHARU,0.3,0.2,0.06,0.0,0.2,0.0,0.3,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.46,0.4,0.5,0.292,0
352,1.99,31,0.76,0.2,0.152,0.0,0.2,0.0,0.76,5.0,0.2,1.0,7.48,0.4,2.992,2,0.2,0.4,0,0.2,0.0,2.2,4.544,0.4,0.5,0.9088,0
353,1.99,4,0.96,0.2,0.192,0.0,0.2,0.0,0.96,5.0,0.2,1.0,9.45,0.4,3.78,2,0.2,0.4,0,0.2,0.0,2.2,5.372000000000001,0.4,0.5,1.0744,1
354,1.99,14,1.26,0.4,0.504,0.0,0.2,0.0,1.26,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.9040000000000001,0.4,0.5,0.3808,0
355,1.99,NUH,0.55,0.2,0.11,0.0,0.2,0.0,0.55,5.0,0.2,1.0,0.67,0.2,0.134,2,0.2,0.4,0,0.2,0.0,2.0,1.6440000000000001,0.4,0.5,0.3288,0
356,1.99,5,0.29,0.2,0.057999999999999996,0.0,0.2,0.0,0.29,5.0,0.2,1.0,0.06,0.2,0.012,2,0.2,0.4,0,0.2,0.0,2.0,1.47,0.4,0.5,0.294,0
357,1.99,5,1.27,0.4,0.508,0.0,0.2,0.0,1.27,5.0,0.2,1.0,2.77,0.2,0.5539999999999999,2,0.2,0.4,0,0.2,0.0,2.2,2.4619999999999997,0.4,0.5,0.4924,0
358,1.99,5,1.34,0.4,0.536,0.0,0.2,0.0,1.34,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.936,0.4,0.5,0.3872,0
359,1.99,5,0.56,0.2,0.11199999999999999,0.0,0.2,0.0,0.56,5.0,0.2,1.0,1.75,0.2,0.35,2,0.2,0.4,0,0.2,0.0,2.0,1.8619999999999999,0.4,0.5,0.3724,0
360,1.99,20,0.86,0.2,0.172,0.0,0.2,0.0,0.86,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,2.4,2.372,1.2,0.5,1.4232,1
361,1.99,19,1.62,0.4,0.648,0.0,0.2,0.0,1.62,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,2.6,2.8480000000000003,1.2,0.5,1.7088,1
362,1.99,19,3.02,0.6,1.8119999999999998,0.0,0.2,0.0,3.02,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,2.8,4.012,1.2,0.5,2.4072,1
363,1.99,19,0.59,0.2,0.11800000000000001,0.0,0.2,0.0,0.59,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,2.4,2.318,1.2,0.5,1.3908,1
364,1.99,22,1.1,0.4,0.44,0.0,0.2,0.0,1.1,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.84,0.4,0.5,0.368,0
365,1.99,9,1.03,0.4,0.41200000000000003,0.0,0.2,0.0,1.03,5.0,0.2,1.0,27.28,0.6,16.368,2,0.2,0.4,0,0.2,0.0,2.6,18.18,0.4,0.5,3.636,1
366,1.99,30,0.66,0.2,0.132,0.0,0.2,0.0,0.66,5.0,0.2,1.0,0.73,0.2,0.146,2,0.2,0.4,0,0.2,0.0,2.0,1.6780000000000002,0.4,0.5,0.3356,0
367,1.99,SAFIDON,0.48,0.2,0.096,0.0,0.2,0.0,0.48,5.0,0.2,1.0,0.47,0.2,0.094,2,0.2,0.4,0,0.2,0.0,2.0,1.59,0.4,0.5,0.318,0
368,1.99,11,1.27,0.4,0.508,0.0,0.2,0.0,1.27,5.0,0.2,1.0,175.9,0.6,105.54,2,0.2,0.4,0,0.2,0.0,2.6,107.448,0.4,0.5,21.4896,1
369,1.99,12,0.43,0.2,0.086,0.0,0.2,0.0,0.43,5.0,0.2,1.0,13.54,0.6,8.124,2,0.2,0.4,0,0.2,0.0,2.4,9.61,0.4,0.5,1.922,1
370,1.99,12,1.65,0.4,0.66,0.0,0.2,0.0,1.65,5.0,0.2,1.0,0.01,0.2,0.002,2,0.2,0.4,0,0.2,0.0,2.2,2.062,0.4,0.5,0.4124,0
371,1.99,8,1.4,0.4,0.56,0.0,0.2,0.0,1.4,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.96,0.4,0.5,0.392,0
372,1.99,8,1.14,0.4,0.456,0.0,0.2,0.0,1.14,5.0,0.2,1.0,41.82,0.6,25.092,2,0.2,0.4,0,0.2,0.0,2.6,26.948,0.4,0.5,5.3896,1
373,1.99,8,0.45,0.2,0.09,0.0,0.2,0.0,0.45,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.49,0.4,0.5,0.298,0
374,1.99,27,0.6,0.2,0.12,0.0,0.2,0.0,0.6,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.52,0.4,0.5,0.304,0
375,1.99,29,0.85,0.2,0.17,0.0,0.2,0.0,0.85,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.57,0.4,0.5,0.314,0
376,1.99,9,1.19,0.4,0.47600000000000003,0.0,0.2,0.0,1.19,5.0,0.2,1.0,29.76,0.6,17.855999999999998,2,0.2,0.4,0,0.2,0.0,2.6,19.732,0.4,0.5,3.9464,1
377,1.99,32,1.23,0.4,0.49200000000000005,0.0,0.2,0.0,1.23,5.0,0.2,1.0,0.11,0.2,0.022000000000000002,2,0.2,0.4,0,0.2,0.0,2.2,1.9140000000000001,0.4,0.5,0.3828,0
378,1.99,32,1.12,0.4,0.44799999999999995,0.0,0.2,0.0,1.12,5.0,0.2,1.0,0.05,0.2,0.01,2,0.2,0.4,0,0.2,0.0,2.2,1.858,0.4,0.5,0.3716,0
379,1.99,16,1.53,0.4,0.612,0.0,0.2,0.0,1.53,5.0,0.2,1.0,0.03,0.2,0.006,4,0.2,0.8,0,0.2,0.0,2.4,2.418,0.8,0.5,0.9672,0
380,1.99,16,0.77,0.2,0.154,0.0,0.2,0.0,0.77,5.0,0.2,1.0,0.0,0.2,0.0,4,0.2,0.8,0,0.2,0.0,2.2,1.954,0.8,0.5,0.7816,0
381,1.99,16,0.56,0.2,0.11199999999999999,0.0,0.2,0.0,0.56,5.0,0.2,1.0,0.0,0.2,0.0,4,0.2,0.8,0,0.2,0.0,2.2,1.912,0.8,0.5,0.7648,0
382,1.99,16,1.82,0.4,0.728,0.0,0.2,0.0,1.82,5.0,0.2,1.0,85.13,0.6,51.078,4,0.2,0.8,0,0.2,0.0,2.8,53.606,0.8,0.5,21.4424,1
383,1.99,16,0.44,0.2,0.08800000000000001,0.0,0.2,0.0,0.44,5.0,0.2,1.0,0.04,0.2,0.008,4,0.2,0.8,0,0.2,0.0,2.2,1.896,0.8,0.5,0.7584,0
384,1.99,15,1.46,0.4,0.584,0.0,0.2,0.0,1.46,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.984,0.4,0.5,0.3968,0
385,1.99,15,1.12,0.4,0.44799999999999995,0.0,0.2,0.0,1.12,5.0,0.2,1.0,10.98,0.6,6.587999999999999,2,0.2,0.4,0,0.2,0.0,2.6,8.436,0.4,0.5,1.6872,1
