,20140101_N,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,class
7033,6889.7,6937.26,6071.6,5093.25,5723.13,6118.46,6545.61,2499.9,289.675,2754.84,6216.44,6937.26,756.655,4432.28,2270.69,1411.79,265.08299999999997,2954.83,2768.54,6790.14,5823.69,846.37,451.29400000000004,465.945,5314.01,2793.36,5373.04,3887.65,forest
7997,320.286,5623.12,4089.19,2784.95,1261.1,2700.32,2943.49,2850.26,3342.89,2294.8,3014.03,4387.81,693.275,1396.06,4999.75,5623.12,3745.53,1698.45,718.8739999999999,740.9119999999999,3385.2,2626.53,1455.35,386.76599999999996,461.27,354.588,4213.48,796.59,grass
5093,3593.86,6859.96,6859.96,4933.08,4737.55,586.687,871.953,4042.49,6275.26,1036.38,2117.29,6858.23,928.174,1305.22,437.902,782.3489999999999,415.54400000000004,2530.22,714.505,6077.92,4001.28,399.495,2875.27,328.93800000000005,6207.09,658.209,6557.73,548.299,forest
7954,450.61,3026.57,2422.67,2218.27,984.5989999999999,1787.29,2201.72,1876.26,2011.72,1346.99,702.622,2112.95,611.479,1740.19,740.455,2181.72,3026.57,794.1239999999999,653.946,651.561,2033.81,1668.82,1345.71,462.527,507.994,541.757,1815.91,1088.56,impervious
9796,613.42,6603.04,6560.89,5241.53,3675.41,3089.23,762.919,2253.9,4341.01,5227.68,3332.92,5874.81,6311.19,3066.15,2215.3,661.913,1332.08,1526.1,6409.05,6603.04,3919.82,4484.64,4269.44,4698.05,647.871,301.013,2363.66,3269.43,farm
5286,386.162,8207.39,5014.2,6972.31,8207.39,8178.38,205.452,7751.21,2194.96,7687.76,732.284,534.283,298.216,1055.07,403.37699999999995,1076.77,413.411,1587.76,1205.52,844.071,682.563,827.4839999999999,1637.67,295.769,7042.99,634.011,7126.38,404.741,forest
1440,856.2660000000001,8252.85,5152.3,3270.45,977.018,2309.75,3403.54,4867.48,4828.92,6628.31,3503.69,3288.88,1042.59,575.663,7157.22,6799.92,5177.74,495.097,3178.1,8252.85,6528.63,4175.23,4853.89,1538.76,1335.93,1869.53,7232.53,5901.98,forest
6787,7507.29,7826.13,7082.24,7826.13,540.219,3124.54,806.015,4439.65,2585.42,2217.12,7704.31,7755.18,426.67900000000003,792.143,539.5830000000001,713.9739999999999,477.907,2860.64,989.573,2145.43,1542.94,825.824,6569.8,414.244,4975.85,652.288,6973.73,2194.19,forest
926,826.7439999999999,8132.67,7165.87,8131.8,8055.1,7489.54,7462.58,7618.38,7078.46,6641.05,7448.2,7456.1,2406.92,5605.66,3579.48,3183.22,476.251,1432.84,3014.54,8132.67,363.5,2109.91,569.389,5482.9,7707.56,1512.21,7448.99,7646.23,forest
4421,857.966,8082.47,7663.39,446.59,8082.47,7927.08,207.882,768.898,5453.57,6946.45,577.0419999999999,441.64300000000003,319.265,2644.83,817.181,1164.51,276.78,1418.24,1139.7,472.88800000000003,3172.08,1627.77,3913.93,344.30800000000005,4558.75,455.517,6206.08,315.806,forest
1011,1341.46,8223.97,7146.54,1867.92,7790.07,7373.0,6156.43,3186.1,6999.25,7427.78,3180.85,6836.59,1746.32,654.094,1291.33,8223.97,2466.04,435.19699999999995,2355.23,8123.47,2569.65,4766.7,4242.87,757.863,1555.63,678.8939999999999,7077.05,5272.12,forest
7968,232.253,2380.73,1029.68,528.99,-430.653,521.85,708.5210000000001,448.43300000000005,909.3960000000001,1059.56,997.253,1092.12,615.178,1425.74,481.07,1633.61,2380.73,592.102,630.289,732.0319999999999,1917.2,1895.01,1543.2,446.041,482.595,432.19699999999995,1290.44,663.62,impervious
215,-287.79900000000004,2688.04,2643.2,1741.36,775.466,752.5419999999999,474.374,362.64099999999996,-876.712,1864.31,1466.51,1081.01,920.3389999999999,2181.04,1562.61,57.5767,1445.72,1680.09,2688.04,2329.85,1071.36,347.474,791.431,466.528,400.164,588.298,1639.99,776.434,water
3262,704.567,8041.14,7510.2,5226.1,5162.72,2476.9,7553.82,7759.05,744.686,7455.16,6603.73,6762.41,3916.13,5967.31,6369.27,3103.02,5376.14,777.543,2714.03,8041.14,350.70300000000003,3520.25,454.329,649.37,5686.73,5030.57,7254.02,4068.33,forest
8399,1142.0,2111.59,1644.15,1019.57,252.5,1459.39,1235.47,998.57,834.65,389.06699999999995,916.002,930.758,362.99699999999996,1131.26,649.773,1943.57,1098.79,541.747,1820.51,2111.59,1941.05,708.682,158.989,385.284,815.0,438.205,1210.47,1448.03,impervious
6010,7619.86,7619.86,4161.68,5104.34,5552.2,5995.48,315.407,2199.46,6530.39,7341.42,6793.33,6789.54,956.92,549.215,3794.4,922.565,874.289,3083.34,5019.39,524.297,932.3380000000001,408.32,7337.35,381.61699999999996,1778.02,4938.84,6251.95,3151.28,forest
1413,679.327,8163.79,7653.56,8163.79,8158.85,7940.6,7833.76,7831.69,509.711,1381.02,6703.81,8069.61,1508.19,5270.88,7022.43,7424.4,5577.14,974.028,2044.93,7916.02,4233.82,4061.29,616.388,4058.4,6310.66,5666.84,8089.02,2329.78,forest
5664,453.769,8188.74,7357.92,3593.05,7306.27,8029.07,363.06800000000004,4866.98,355.454,8157.34,791.5010000000001,8188.74,359.63300000000004,2260.24,323.361,1056.06,441.8,2866.03,1118.69,7278.98,3986.15,325.779,2045.51,508.756,1274.03,325.759,7475.94,846.52,forest
7339,447.01300000000003,7664.85,7664.85,5992.22,5139.18,6166.7,326.69,6671.5,733.7710000000001,6720.53,584.586,435.245,1083.13,1280.95,360.351,884.165,288.012,931.289,2348.9,5766.45,5317.44,7448.9,5212.93,220.81400000000002,3852.18,379.418,6759.57,367.33,forest
4758,908.8910000000001,8112.74,7786.13,1842.08,1293.44,8112.74,613.663,5232.88,1129.61,7842.31,4618.94,545.299,214.813,3030.55,408.648,1310.49,526.586,1499.18,1823.49,7977.92,7446.48,1882.54,811.067,401.199,392.528,406.585,6963.97,637.227,forest
825,1716.87,8176.04,8022.26,7921.12,7785.24,6188.65,6391.96,6745.6,6522.68,7382.8,7569.82,7643.12,3138.54,8176.04,4742.1,4695.91,1192.75,1049.38,3846.47,8066.91,801.4010000000001,1768.29,847.179,1356.61,6305.05,6728.56,7289.62,7465.03,forest
1223,666.927,7574.51,3582.21,5883.77,3770.72,4576.74,5352.71,2344.76,5385.51,7196.0,7574.51,5783.88,581.85,6567.57,7433.21,6422.11,6470.03,477.712,2319.49,7073.82,5499.06,3835.99,4184.15,1670.31,593.011,3922.38,7010.9,5242.21,forest
2517,676.829,7884.54,1998.92,3789.96,7884.54,6904.42,7428.2,7616.55,840.5310000000001,7340.99,7733.19,7634.26,1669.34,3750.37,6874.52,3960.31,1683.42,688.4060000000001,964.1239999999999,7808.91,264.702,3530.01,459.73800000000006,4792.25,1709.03,1166.59,7503.09,7566.94,forest
4846,7222.88,7376.54,6286.55,6914.33,4636.54,7195.34,457.57599999999996,7242.08,7149.29,7305.53,7339.24,7376.54,4734.56,941.1360000000001,3606.11,941.092,1726.68,2508.65,4161.1,3145.36,901.069,1819.24,2646.51,373.12,1249.87,5394.24,6330.23,1713.83,forest
3878,2572.81,7924.01,7924.01,292.478,7359.58,7722.47,1226.34,7278.71,5548.47,3134.67,783.809,6175.78,4583.06,589.086,1445.87,2286.45,909.2330000000001,1869.69,1807.92,839.34,6998.1,750.357,1342.6,7232.31,1799.55,1653.34,7183.01,462.32599999999996,forest
10328,4440.54,7503.36,7162.76,7012.61,6825.47,6940.59,6095.71,6900.52,6461.96,4949.94,7329.33,6072.5,3818.78,5109.56,1741.69,7202.0,3023.32,700.096,3601.45,1846.8,5804.69,1013.33,2819.86,1458.42,1049.84,912.9739999999999,7503.36,1681.62,grass
6086,6481.13,8223.52,7075.32,1042.25,8223.52,7961.79,387.25199999999995,6785.38,2711.71,7951.84,986.3639999999999,1079.71,977.426,2361.19,721.6260000000001,1401.83,769.9810000000001,1744.91,3761.16,4859.99,839.7280000000001,1300.12,4516.64,371.145,2282.53,619.6030000000001,7308.81,780.1460000000001,forest
9335,4316.78,6331.24,5031.03,3779.6,3048.98,3715.2,3217.28,5640.24,433.619,3234.64,2690.09,4560.76,1613.88,6331.24,4561.78,1204.93,1021.51,2159.6,5095.43,6294.91,516.052,3841.43,3676.04,699.258,680.732,2366.39,4363.06,566.753,farm
9880,7244.81,7785.99,6273.32,6416.78,4880.44,5958.29,5823.85,5813.33,2283.62,1069.67,6655.11,7190.84,7412.87,7785.99,888.893,775.872,7174.74,1970.18,4982.25,7712.29,6836.19,703.7639999999999,1538.32,2538.0,945.574,7365.31,7526.27,603.229,impervious
2005,7759.03,8367.69,7612.85,7401.89,7563.16,4322.43,6383.88,6872.19,924.2189999999999,7477.36,5913.04,7887.01,649.289,8367.69,5010.28,7837.55,5096.08,3069.4,4437.09,8156.39,6886.16,1965.13,911.742,5150.75,6363.25,2474.36,7446.62,4214.11,forest
4520,1638.02,7963.66,7751.58,354.81,6264.04,5492.79,597.492,897.03,810.7139999999999,7963.66,831.794,1186.88,304.27099999999996,1406.58,418.29400000000004,968.4760000000001,399.524,1602.16,2004.66,1256.98,7008.66,359.269,1398.46,366.347,934.8330000000001,581.0,6868.61,448.167,forest
1787,969.164,8080.49,7532.41,7553.14,6518.36,6708.8,6885.39,7270.5,580.2769999999999,4917.05,7390.03,5130.65,5029.13,7078.31,3628.39,1339.47,1971.32,717.622,4698.26,8080.49,7149.62,2340.39,2908.29,4846.54,7049.48,2065.21,7171.98,3624.44,forest
4124,1601.63,8379.78,7856.64,6046.51,8379.78,8250.72,190.813,834.888,993.0210000000001,4785.23,542.989,7974.31,1276.36,864.395,252.364,3243.04,6151.38,1913.89,5782.59,489.805,6761.97,2021.85,1081.46,2411.68,5822.54,834.5010000000001,7585.48,660.034,forest
4413,1770.68,7671.85,7307.52,7671.85,909.94,2271.73,7314.93,7128.72,2947.2,6672.4,1262.06,5424.59,5965.38,521.945,2834.21,1024.61,293.02,4093.23,676.36,7458.27,4552.62,3246.57,1484.01,328.88800000000003,5825.42,507.324,5640.32,2419.95,forest
2650,679.5139999999999,7765.35,4378.82,6306.78,796.2260000000001,2598.65,4290.07,3332.49,6271.16,6981.88,7120.12,7327.55,773.633,2211.1,5550.43,7765.35,5099.33,469.35400000000004,2195.12,7167.01,4809.0,3354.79,983.523,2885.87,1372.53,4440.98,6249.15,1310.69,forest
2054,4816.22,8262.02,5991.2,7589.18,7011.88,4959.71,4466.16,6056.69,1163.14,7111.2,1631.44,7872.11,1021.75,8262.02,5022.98,7955.34,7882.02,654.891,4510.56,7769.22,5987.23,2855.39,4180.63,1992.1,837.314,6217.04,6602.42,5482.26,forest
6304,556.455,7870.31,7508.96,5643.36,7812.67,2563.51,361.621,7870.31,3720.67,636.165,545.259,403.471,1707.52,1225.86,377.545,716.7230000000001,479.708,963.052,2943.06,1966.4,6095.06,5396.36,1734.85,336.901,5940.02,404.44199999999995,6806.31,379.04400000000004,forest
10311,3663.86,5994.02,5994.02,3978.74,3190.03,3605.92,3910.87,4020.39,3452.2,2636.81,3974.03,5653.99,1530.24,5579.17,1692.47,5661.47,2455.57,2805.13,4008.06,1213.81,3614.68,2857.46,2474.87,1787.81,672.942,1392.03,4877.16,2180.77,grass
7775,492.19800000000004,1315.86,985.727,1315.86,285.832,825.2130000000001,806.221,560.686,1010.96,555.342,1013.2,1116.08,441.42199999999997,574.972,491.06300000000005,1038.03,1013.35,578.622,439.83099999999996,1014.11,1057.39,630.08,-152.162,296.798,383.208,210.6,692.064,-243.043,impervious
1563,559.3340000000001,7978.87,1930.86,1847.14,789.055,3403.36,7798.13,7963.07,7474.4,7899.98,7629.55,2713.0,707.328,7529.75,6685.05,7978.87,6913.17,489.559,3436.94,7584.43,6387.28,3317.59,6653.72,5626.37,970.03,7674.69,7706.65,7532.99,forest
7443,5795.77,7749.9,7541.9,7727.99,794.2460000000001,6380.54,621.555,1400.87,6873.37,7749.9,6994.65,6926.93,7685.01,3666.27,3078.87,1996.88,2797.79,699.8589999999999,6523.91,2631.88,4530.38,6564.94,2462.54,1763.55,737.046,2648.48,6137.15,785.4989999999999,forest
9738,3739.92,7853.53,7223.55,1162.84,-633.694,2690.83,539.261,3153.58,6075.3,7719.4,1881.71,7545.4,756.675,992.9680000000001,2010.5,1106.29,261.123,732.9060000000001,4467.24,1853.45,1840.01,2100.96,5072.74,3093.87,3767.4,717.758,7853.53,489.499,farm
6947,946.375,7978.66,6507.9,7718.3,1968.31,4962.89,396.555,7431.39,1218.14,3446.95,7705.71,7589.44,7397.01,470.94800000000004,2682.43,1121.66,1079.96,2491.26,5765.17,7768.7,4361.46,7978.66,3337.83,599.437,1029.22,6567.59,7058.64,5541.0,forest
10422,6309.2,7935.99,7666.24,7484.54,5370.58,4696.48,6493.77,7353.96,7347.65,6008.8,7923.13,7935.99,3374.78,4948.36,6808.42,4532.74,2847.15,1612.38,5543.38,4001.9,6137.23,6473.81,2221.98,1307.64,1458.23,1527.72,7820.25,2961.2,grass
7632,445.24699999999996,1165.82,867.414,709.7869999999999,233.37900000000002,1165.82,612.43,676.809,911.688,548.611,737.145,741.322,222.96599999999998,1015.13,603.441,857.813,670.408,563.745,568.924,834.568,1056.84,945.375,-148.567,292.525,394.55400000000003,319.491,365.319,850.294,impervious
3962,627.0980000000001,8411.54,2185.82,1341.31,8411.54,8309.41,364.91900000000004,2854.91,2289.82,5352.57,1462.58,7959.58,2750.12,636.1669999999999,520.577,3009.0,7780.6,1838.2,2732.04,7683.47,7422.15,1468.96,2017.18,1959.45,1270.64,307.247,7237.51,1208.87,forest
1422,1251.37,7664.62,4580.53,7419.79,746.82,857.4860000000001,2045.85,6429.85,6862.66,7187.62,7244.93,7244.77,709.515,7497.36,953.702,7664.62,6212.17,406.92,2486.73,7408.14,1268.78,3899.46,4877.09,6722.07,753.872,6831.07,7035.82,2161.84,forest
9107,4379.73,7714.71,4992.26,4824.18,4960.39,6553.37,405.76300000000003,7714.71,4572.04,6903.7,3525.64,2061.0,3252.31,719.95,1383.88,1021.36,2698.05,2578.39,4233.97,758.9889999999999,4923.17,2495.27,5064.41,508.409,994.3919999999999,1169.55,7041.81,861.8380000000001,orchard
2082,689.075,7786.01,7525.94,7318.33,3807.89,5664.42,6043.5,6410.91,6429.4,2310.7,7590.48,7656.71,583.307,7786.01,6391.93,7387.59,4586.69,440.00800000000004,4622.15,4698.69,494.56699999999995,1451.94,4778.52,5737.48,691.554,6622.95,6910.71,7106.68,forest
2213,5089.31,7774.91,4776.35,7017.41,6984.01,3458.46,6178.21,6654.91,2250.86,7054.61,2079.47,7087.16,1262.96,7774.91,7091.55,7489.3,1010.46,1069.15,3707.47,6072.5,3725.71,1696.84,1617.65,3803.12,4016.32,640.023,6942.09,833.064,forest
2013,5919.64,8226.98,7774.74,7200.22,713.1260000000001,6725.7,7012.91,6863.06,364.935,7519.79,1872.04,7469.6,3823.88,8226.98,7452.87,4935.97,7862.14,544.3,4107.31,5440.05,5583.44,2599.59,3791.74,2302.95,5970.92,3462.14,7411.62,2782.43,forest
4881,1278.67,8102.0,1567.45,1038.37,8102.0,590.354,684.008,6470.99,2058.01,728.418,2963.35,7934.52,5321.31,435.63599999999997,1128.77,759.7589999999999,435.153,4272.32,2963.02,7611.71,463.977,5916.71,1165.32,223.49599999999998,647.936,519.797,7434.46,869.38,forest
1788,1623.14,7563.45,1374.34,7407.7,2017.48,1111.88,5369.04,6428.14,723.653,5809.17,7555.12,7563.45,844.791,5562.0,5297.53,7351.72,3998.45,520.347,4160.63,7503.36,933.438,1885.95,3188.82,1498.49,1679.79,2720.08,7072.34,1295.11,forest
9458,5461.23,8130.82,1974.57,4016.4,4187.37,3504.52,587.523,6781.13,5414.86,8130.82,950.59,2170.07,579.872,2357.25,2967.27,829.2610000000001,2651.53,1398.52,3338.51,2419.85,1931.0,4641.17,2787.55,477.717,829.451,815.817,8096.87,708.0219999999999,farm
7818,534.19,1554.25,1027.02,1431.88,302.23900000000003,1384.18,638.025,1387.22,1470.07,465.449,1269.85,1407.26,295.514,1494.7,467.10400000000004,1300.93,1426.58,919.932,808.227,1109.34,768.324,1519.08,89.4283,488.275,329.605,412.454,1554.25,269.95599999999996,impervious
385,2083.76,7948.72,7071.88,6242.54,2919.08,7948.72,878.199,1617.49,3812.0,7239.45,7476.24,7382.09,320.60900000000004,748.164,570.914,807.529,259.21,2301.71,3882.43,6312.15,6517.38,6465.47,327.633,1117.62,581.136,569.617,7831.8,4171.74,forest
7752,365.255,3135.22,3135.22,1903.51,1322.97,2110.88,1288.72,2267.66,1915.84,2504.98,2012.77,1528.6,331.898,2438.6,2089.94,2319.85,1819.77,541.68,955.31,1855.74,1712.58,1903.3,1480.4,310.555,436.36,509.616,2485.59,2190.24,impervious
4442,3401.2,7673.0,4453.78,6916.63,7673.0,7510.83,287.507,7157.2,6724.57,1130.35,2672.95,6733.4,1345.75,1466.0,1625.03,1266.6,761.9910000000001,2021.19,2826.71,652.2130000000001,1917.05,291.861,4741.52,320.60900000000004,6947.89,2256.01,6256.65,681.798,forest
8839,7237.33,7643.07,6809.42,7643.07,5598.46,5927.65,292.953,1500.01,6021.4,2504.7,4435.47,5506.62,3668.58,3586.33,2206.59,883.674,1799.85,1711.29,5704.36,5203.71,256.877,5434.65,3982.67,1277.44,6542.24,626.609,6624.71,1186.44,farm
3416,7990.87,8218.17,7366.79,4476.82,8086.88,6092.53,990.806,6426.29,7297.26,8218.17,2895.72,8071.32,6558.19,2757.2,2112.48,1009.42,890.206,1188.31,6733.54,7582.75,648.945,1701.64,2946.05,1367.97,7611.62,2179.63,7899.03,1472.52,forest
2028,1657.66,8158.7,7162.83,7645.3,7177.5,6363.73,590.804,6208.71,1286.51,4181.19,7156.25,2580.59,786.0310000000001,5232.89,2929.29,5489.67,1208.66,928.698,4158.42,8158.7,6311.9,4237.25,4594.86,891.1560000000001,652.304,2306.1,6729.81,2675.91,forest
2060,2061.23,8371.62,7150.99,3934.45,8371.62,8018.09,1696.05,7975.98,4908.49,4667.47,7805.12,1033.68,1282.85,7272.62,784.137,886.227,1699.74,460.139,4782.01,8241.16,5549.41,4980.22,529.217,3305.96,860.198,1858.91,7642.05,697.174,forest
4365,592.7080000000001,7251.2,6762.47,6365.4,630.485,7251.2,826.748,3384.93,1469.41,3629.03,3335.84,2874.94,619.659,4520.57,1358.51,1013.08,358.728,3209.44,824.765,6345.52,3363.0,593.094,483.619,361.906,1996.72,498.264,3981.75,4562.65,forest
2779,557.141,8123.42,3931.7,8123.42,1002.04,7617.15,5721.49,7680.75,5644.67,8053.84,3593.42,5256.01,1407.79,6634.67,6765.83,6162.26,6249.53,528.466,5044.43,8004.35,1301.08,2969.68,656.1510000000001,954.331,741.615,923.826,7851.92,3945.98,forest
3618,4211.39,8144.05,7846.07,997.54,2599.78,8144.05,207.024,8002.89,7372.25,1177.85,641.715,7680.75,1791.26,826.513,576.391,2212.84,1097.24,2487.09,4928.71,1439.92,7653.85,586.0880000000001,6916.78,2224.53,7905.26,837.467,7460.32,583.999,forest
5696,1857.53,7855.38,7286.01,7813.08,1462.14,4980.63,749.47,7816.93,4014.18,7295.05,7756.37,7576.99,5826.92,605.336,497.30800000000005,839.309,388.319,2118.26,4292.85,7855.38,781.9,3116.36,2793.04,175.37599999999998,5591.55,1523.86,7017.18,4896.38,forest
9975,1174.63,7848.61,5029.57,6741.3,6566.2,5384.94,2950.94,7848.61,476.983,7806.35,6876.95,6059.41,1029.64,6040.61,5793.65,384.98699999999997,969.158,3135.79,3836.33,6859.93,3070.43,5830.17,4603.3,5704.31,3015.38,1091.45,5291.17,3355.72,farm
345,657.08,7549.97,2821.44,1369.67,293.474,1672.37,404.267,1190.75,2199.8,1539.9,902.7360000000001,1086.07,362.472,550.631,412.43300000000005,1105.81,1627.4,1973.7,2233.77,905.57,6802.04,2241.7,579.996,954.4110000000001,546.145,314.605,7549.97,610.217,forest
4905,332.30699999999996,8089.14,7698.63,814.8839999999999,1039.13,8089.14,289.988,1082.6,327.506,7750.26,747.316,401.056,301.24,2385.29,323.488,861.12,363.176,1360.67,1027.67,784.987,2256.94,7674.02,551.73,204.252,1877.68,285.878,7183.5,335.524,forest
4731,5695.02,7946.84,7440.95,7436.71,1273.83,6183.19,476.70300000000003,6974.85,5145.14,7026.33,2949.53,7946.84,543.305,1173.32,407.184,742.2919999999999,482.426,3435.91,1443.01,1471.1,2262.91,2271.42,2367.87,500.13300000000004,7450.1,1055.55,7605.95,2850.33,forest
9662,440.851,7722.81,6558.62,6728.99,6648.45,6077.96,5857.58,1669.52,6176.83,6848.58,6440.67,4165.88,1071.61,3995.99,1760.35,6568.32,6745.16,644.828,3087.02,7722.81,6475.92,2803.11,4922.8,5529.47,413.92,630.38,6100.56,981.2489999999999,farm
1853,579.536,8269.87,6891.35,7839.07,8269.87,7995.56,6720.76,7458.71,2572.02,6082.47,7623.79,7409.46,1809.97,3542.72,4131.98,7660.3,2706.8,582.331,4190.85,8076.63,646.139,3736.75,2226.13,1482.93,680.3839999999999,7479.18,7447.98,632.592,forest
3058,6660.76,7944.91,5275.57,7944.91,1027.32,6514.94,6543.8,6392.21,4293.08,5566.19,7022.52,7070.26,2238.17,3094.77,4709.83,6768.37,7142.75,606.356,2042.43,7926.11,529.835,3148.93,2655.44,1220.76,3723.42,2280.7,6540.05,6810.21,forest
3433,4700.13,8147.49,1723.24,7892.47,8147.49,5205.02,359.269,945.618,6931.07,7572.49,1463.37,5000.6,1192.12,2588.46,1579.2,1286.41,886.773,1719.83,2337.09,935.1419999999999,6572.82,648.08,4367.4,3113.43,4826.6,746.6039999999999,6934.59,829.268,forest
1569,824.421,8153.64,5855.85,8016.39,8153.64,7556.82,7645.88,7776.48,7168.12,7879.04,7778.88,7813.81,1509.14,7082.43,4476.09,6920.0,1656.3,512.696,806.31,7963.56,128.66,3066.21,3294.04,829.528,754.045,2445.16,7679.55,7574.98,forest
10310,1025.65,6649.02,6649.02,3753.64,799.8969999999999,2112.38,2503.71,4465.21,4610.34,4351.59,5538.22,5891.27,1053.91,4557.69,1461.59,5448.37,2982.39,4553.65,3715.76,3875.09,4522.09,3288.29,996.32,1729.9,1370.71,674.182,5223.73,4704.49,grass
10378,1391.89,7065.72,6222.46,6579.54,2105.44,5569.99,2803.37,5696.37,5959.13,5809.74,6920.86,7065.72,1267.96,2048.84,4252.87,6480.09,1820.2,2116.47,3065.75,7047.82,5259.56,4024.37,1501.95,1598.49,1124.41,748.47,5351.76,5259.6,grass
773,4034.1,8367.52,7878.69,7457.55,4633.8,3744.34,6009.49,6110.25,581.601,6602.21,6678.59,6845.62,4958.27,8367.52,5239.76,2019.89,3616.39,740.203,1746.83,7804.04,271.559,2606.61,2412.75,3437.93,5173.43,3556.32,5857.51,2987.5,forest
9835,2501.37,6669.14,5065.74,4040.61,1207.68,4421.27,900.8860000000001,6155.68,2515.42,864.008,560.576,3557.21,686.3689999999999,3514.37,579.786,1782.68,1913.84,1342.18,2409.66,2836.12,5073.61,4618.4,3266.72,341.12300000000005,540.346,711.779,6669.14,466.806,farm
422,1117.76,8029.5,7696.83,1495.89,483.82099999999997,773.63,660.6360000000001,1644.18,7148.92,4905.47,1107.7,823.9010000000001,565.085,776.88,609.575,3048.4,646.716,1217.34,2201.56,7724.44,6969.62,8029.5,3810.98,1431.71,3473.48,365.792,7895.0,514.311,forest
4103,1034.71,8281.02,7656.74,685.3330000000001,8281.02,3751.4,349.81,5995.09,5396.99,6304.86,1642.42,6607.58,4359.51,1510.15,563.484,2340.47,1374.81,1855.5,5455.35,1087.86,7588.97,1077.17,7164.57,1809.53,6044.4,342.775,7209.92,672.067,forest
4000,2670.41,8439.3,7932.03,6686.67,8439.3,8297.23,241.38099999999997,537.46,886.595,2021.65,597.701,7827.21,862.414,546.489,296.67900000000003,4278.18,6161.8,1990.9,4088.34,506.702,7597.36,3350.02,7175.01,2398.78,7360.02,848.447,7435.08,628.832,forest
2739,3714.16,8166.46,4882.79,7107.89,8065.0,7577.06,1666.1,2616.67,4285.71,6050.11,7772.55,4592.76,954.544,8166.46,7300.92,4817.95,794.3589999999999,884.448,3309.55,8036.95,6721.51,4651.42,848.395,6203.21,817.915,6063.95,7442.75,706.363,forest
2481,1203.46,7956.35,7336.72,3259.5,7956.35,7346.43,6224.46,2908.17,2368.27,5959.96,5426.9,5154.0,1505.42,5505.02,3749.37,6989.71,1887.74,505.861,4377.65,7911.04,2118.67,4620.27,3728.64,570.684,1213.64,1211.48,5903.96,4517.74,forest
4351,1369.31,7709.42,4331.38,2534.27,7709.42,4717.85,441.245,7235.9,6678.55,688.427,6798.0,6287.78,5800.11,571.605,4224.5,808.2739999999999,535.576,3927.91,1290.58,7213.6,2128.18,436.51199999999994,6655.72,403.32300000000004,799.07,3337.28,6010.57,4141.68,forest
8724,3504.91,7842.52,3386.14,5816.12,4353.73,1977.51,1460.42,4007.42,4867.61,7842.52,6390.83,244.28599999999997,1015.46,3042.23,346.974,1460.03,437.38,854.948,3334.42,2644.03,1563.92,4056.93,4312.61,3763.29,522.604,646.595,7660.83,372.858,farm
6129,545.628,8250.17,7648.46,1700.65,8250.17,8175.46,453.037,639.863,1130.43,7599.47,478.045,4711.84,3165.71,1351.38,698.944,744.82,641.72,1418.42,1429.9,7709.74,7197.93,6263.7,887.528,367.10900000000004,2991.21,482.17800000000005,6381.83,681.666,forest
2646,3605.43,8214.63,6351.83,8122.83,706.38,1884.66,1390.54,7497.22,2603.53,7402.98,7735.12,7580.86,883.061,4507.78,7216.92,8214.63,7246.61,506.879,2615.8,8169.95,6598.39,4707.3,897.712,6891.78,842.428,5309.51,7715.82,966.59,forest
645,1053.57,8058.64,6392.28,7994.43,8058.64,4949.66,7033.15,7746.01,1197.25,7784.59,7579.06,5124.64,5626.3,7706.92,6291.8,1487.18,2158.19,812.187,1300.18,7955.08,1244.92,2219.41,5484.7,7122.29,7224.87,7240.22,6298.58,2178.36,forest
965,1759.9,7978.79,7492.74,2699.01,7404.52,3616.91,5653.23,5452.59,5953.58,6787.18,5578.69,7292.23,4691.1,7978.79,767.0010000000001,3168.41,1271.61,1020.02,957.1239999999999,3303.87,3915.11,2012.58,2055.66,3568.46,157.985,5969.46,6206.36,6319.11,forest
318,713.595,7774.38,7144.54,7774.38,4578.97,7719.27,764.466,7151.27,7002.75,1036.2,601.786,7231.09,4590.0,1432.12,5667.43,325.53,4410.32,1631.28,3043.97,7517.69,3377.1,671.6569999999999,6598.39,4372.02,500.13599999999997,5237.74,5119.75,988.164,forest
2175,630.368,7776.2,6694.03,5881.8,612.867,6015.65,4269.3,5253.23,6571.15,7631.55,7597.11,7512.06,709.065,3164.81,5176.28,4739.71,7633.61,433.031,3802.26,7776.2,5903.34,3949.64,3864.9,2398.65,679.0110000000001,6180.25,7331.18,5581.48,forest
3499,7525.09,8141.23,1698.34,7629.8,8141.23,8089.08,372.95599999999996,546.307,7424.86,7776.47,2500.09,7429.49,1905.08,2686.14,2251.72,1108.15,430.24699999999996,1686.89,5257.36,1956.79,7181.74,2898.74,2264.98,1422.83,3792.05,686.947,7515.33,806.143,forest
7132,1962.59,7880.5,7486.31,721.6110000000001,7880.5,7407.82,7518.82,7486.24,1702.43,6913.0,1550.2,7504.39,1643.64,938.457,484.971,1132.68,860.9830000000001,3939.96,662.7,7187.04,5760.54,937.3430000000001,6253.35,337.851,7750.65,493.814,7203.03,569.664,forest
