20140101_N,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,Label
1719.36,6901.52,1873.56,2796.0,2620.13,2611.14,2916.33,2678.95,1910.64,2241.58,1991.19,3641.81,1051.69,6901.52,3316.21,4862.05,2322.85,1044.13,3071.59,4303.82,2056.52,763.447,1659.7,1650.92,857.3660000000001,977.099,2196.03,2128.88,3
615.831,7416.7,7397.54,653.809,5214.02,4708.18,531.094,5786.0,1660.94,1730.14,637.543,2167.61,45.7497,1050.9,640.227,503.048,686.028,1379.73,1469.45,7416.7,7157.1,645.964,1284.65,289.282,3459.15,497.369,5813.55,793.377,0
6309.2,7935.99,7666.24,7484.54,5370.58,4696.48,6493.77,7353.96,7347.65,6008.8,7923.13,7935.99,3374.78,4948.36,6808.42,4532.74,2847.15,1612.38,5543.38,4001.9,6137.23,6473.81,2221.98,1307.64,1458.23,1527.72,7820.25,2961.2,3
4404.83,8128.95,7659.08,8128.95,1184.0,6159.81,3684.04,3307.6,1697.76,5643.67,2094.44,7643.73,1408.29,2148.79,1556.89,1215.02,368.921,1535.61,6860.74,1488.96,5981.5,2005.61,6570.11,5081.5,5652.51,502.76,5462.61,641.694,0
707.716,8332.52,7950.79,5424.82,7428.49,8332.52,870.488,1726.64,332.63,4850.82,3740.29,4420.94,531.087,581.265,923.526,1305.48,392.073,1776.93,1274.85,7957.3,7476.35,3893.79,6985.62,566.145,4766.24,664.687,7637.47,3416.25,0
429.629,7872.34,7872.34,848.221,5524.96,5510.42,710.0219999999998,6940.16,1819.65,960.0,755.977,4362.04,1454.99,875.5369999999998,575.988,438.452,4058.48,1889.03,3241.08,2754.43,1703.92,1187.64,7101.72,560.2909999999998,550.089,849.3739999999998,4106.73,664.6039999999998,0
4136.48,7784.64,6231.21,1265.02,3275.15,1704.46,674.123,3038.39,5826.32,6140.6,4039.84,449.0,780.8580000000002,1518.24,286.704,1009.27,829.4960000000002,1114.28,2201.34,1576.77,426.572,1577.12,2850.28,507.509,770.2,705.497,7784.64,313.329,2
488.921,2556.14,2556.14,1649.45,1691.64,1278.31,1981.7,1538.32,1525.15,1719.12,1252.56,1715.82,670.413,1568.42,1627.37,1013.33,1773.49,625.224,1994.13,1974.69,1704.28,1871.54,1834.54,1559.35,1179.55,781.84,1472.58,771.3689999999998,1
733.3839999999999,7509.07,2490.96,6797.38,2706.85,2429.7,671.742,7509.07,7413.73,7507.52,4113.01,3966.5,2069.99,6494.85,3944.04,2798.8,6425.73,1276.15,1583.28,3691.59,3111.07,2942.41,3093.1,1731.01,5823.4,3930.32,7485.06,3466.26,2
301.283,7981.2,7859.47,1132.93,6161.79,7981.2,333.023,1996.9,1049.72,7833.59,967.944,815.658,288.825,7404.07,250.717,868.457,412.67,1477.62,1007.09,7606.07,4352.42,5970.76,5770.12,343.826,612.872,328.576,7086.62,416.477,0
602.0790000000002,8344.36,7869.26,6547.29,7062.75,8344.36,1455.48,6253.57,560.039,2115.13,3180.57,2005.24,793.1389999999999,605.496,1011.48,1231.89,424.969,2017.44,1291.72,5323.09,7073.57,950.323,7555.57,572.424,7232.24,700.547,7651.41,2842.53,0
3988.52,8157.36,7815.05,7622.7,7184.32,7638.25,2765.64,4632.66,982.334,7008.41,8157.36,8042.45,4320.45,1224.28,602.201,911.913,867.307,1842.86,2221.11,7934.9,359.759,5789.33,6961.74,331.016,3860.99,2138.39,7331.68,5162.81,0
678.159,8240.32,7778.71,532.359,8240.32,8214.25,100.998,978.579,767.757,7771.31,571.618,379.99,305.298,3361.94,696.702,1021.17,341.94,1571.99,1671.34,323.931,1130.05,3080.28,7372.86,336.86300000000006,3895.52,523.2180000000002,7200.57,301.23,0
2285.35,7886.18,7551.98,7886.18,7714.29,4046.5,558.739,6864.58,2440.45,5825.45,7724.91,3040.2,904.848,1273.93,5936.94,6766.52,6049.1,609.3380000000002,4397.02,7236.71,6005.85,4132.34,3431.89,666.7460000000002,982.205,5659.88,7185.98,7212.89,0
2234.93,8131.32,7720.14,577.549,626.519,2652.2,7213.49,7738.5,2096.14,1126.71,492.91,7378.73,823.306,798.503,479.371,1011.73,384.966,3852.51,634.222,7326.08,2894.55,8131.32,1257.51,187.959,2199.37,2487.8,7109.47,611.17,0
1253.9,7910.9,7590.16,370.496,7708.3,7464.55,263.438,7910.9,5461.06,6185.68,3195.95,7756.42,4240.36,3420.65,546.161,2489.17,1374.45,1963.86,4662.84,875.3589999999998,4162.53,1887.19,6314.53,2976.96,7628.2,279.473,7386.27,1093.28,0
4782.1,8630.42,7182.12,8492.5,8509.59,2991.11,7588.09,5961.56,1625.37,7582.83,7931.44,6475.16,1377.61,6440.38,1274.68,8630.42,5662.29,755.857,2498.99,8001.75,6262.81,3663.66,2631.09,7313.39,2053.18,6787.23,7048.15,5942.77,0
2849.75,3950.98,2759.15,978.58,1257.57,1522.18,1836.92,1639.55,2105.56,1133.54,2977.58,3138.77,707.0880000000002,3481.7,2233.21,2294.18,577.563,1825.79,2057.95,2125.37,1038.79,2445.83,1176.63,1572.19,285.3640000000001,291.3040000000001,2608.06,3950.98,1
3593.58,7520.25,5125.28,4120.95,3076.67,6949.89,351.451,7520.25,6011.3,6842.71,3497.11,1872.18,3231.24,565.505,1201.29,1066.7,2014.63,2349.52,4423.63,2200.12,3735.39,4012.5,4026.2,740.67,1110.52,829.512,5163.0,705.8989999999999,2
1279.07,7856.43,6783.77,508.574,4489.5,684.03,358.652,582.016,4573.75,618.9119999999998,1823.3,6301.71,1824.88,408.538,707.8480000000002,905.9,2071.2,3739.49,4164.66,4958.66,868.783,7856.43,1430.82,974.529,1768.55,947.103,6079.74,888.97,0
762.38,8390.54,7819.33,3666.08,8183.23,8390.54,454.638,815.7260000000001,771.6139999999998,5693.49,776.581,6055.01,853.446,1196.29,776.1469999999998,752.98,512.248,1589.37,1323.4,7880.16,7405.68,567.3240000000002,718.169,347.372,1126.54,419.336,7202.6,745.804,0
7586.41,7586.41,5430.69,7033.5,1298.38,7231.37,2878.95,7433.28,1643.34,7367.39,7230.35,7404.26,5270.25,1116.63,1232.92,752.437,500.099,3043.1,2408.07,5563.55,845.414,4299.29,720.454,465.911,4494.74,2468.65,6863.57,4496.01,0
710.8919999999998,8277.8,7444.98,7000.0,8118.8,7999.47,7581.57,1719.71,855.4639999999998,7745.35,4685.05,6325.0,2136.77,839.435,890.993,8277.8,3391.73,398.341,3097.29,7916.02,1310.52,4859.24,6418.6,605.545,1071.3,934.948,7618.28,2415.08,0
883.803,5671.1,2543.46,4435.13,3963.13,4224.09,3613.49,5671.1,374.765,4294.39,948.631,1298.09,1180.36,4465.18,4438.78,394.324,849.6360000000002,2694.94,2311.46,2070.86,2202.2,1900.22,4268.22,3076.11,2820.64,803.2819999999998,2764.28,1489.15,2
6526.99,8107.85,7435.17,3312.14,8107.85,8063.09,6965.47,3273.11,398.047,3038.69,7889.81,8001.48,475.887,1231.21,814.182,1256.48,465.135,3049.52,2227.33,7373.95,6775.92,7361.26,1755.0,461.401,7245.05,367.402,7124.88,3035.32,0
-95.9442,1737.79,1357.9,1737.79,371.064,232.912,656.4889999999998,483.24300000000005,1072.01,1040.62,1400.74,879.075,393.191,739.4060000000002,648.07,1243.07,727.028,653.575,773.107,581.876,1150.1,1107.74,1079.58,629.854,295.933,262.164,669.995,815.105,1
2634.25,8340.15,7912.9,8340.15,8214.46,7793.49,1447.56,7955.9,729.128,7961.54,7852.67,7101.06,948.361,4948.26,6832.06,2632.43,2184.79,469.134,2196.22,1428.0,4463.95,3917.3,1606.26,6346.23,2064.25,1346.69,7644.07,684.419,0
437.187,8099.83,7140.24,751.873,8099.83,7804.68,278.462,729.638,4746.18,5099.54,903.636,247.985,1192.42,736.553,377.165,1061.83,483.239,1157.79,3336.51,677.2610000000002,7511.55,6168.84,863.195,356.824,1261.6,462.321,7181.14,388.597,0
8020.56,8175.27,6141.43,5302.47,7994.47,1540.36,1433.61,5714.93,6408.7,8175.27,4049.19,8065.46,7106.91,3130.59,3241.6,1208.65,1553.17,1289.25,6739.2,7809.17,919.126,7594.42,1787.44,732.694,7619.87,1314.47,7613.23,1300.0,0
7177.85,7787.04,7740.11,5720.71,742.173,4867.14,4892.81,5128.01,2982.03,6522.68,5395.85,7693.91,7787.04,7295.96,358.48800000000006,1369.72,376.036,4542.39,684.034,1595.81,4317.36,489.466,4206.67,329.022,5470.61,339.05800000000005,6005.37,769.699,0
4501.19,7428.5,7428.5,4676.52,2444.44,1536.75,4872.43,5376.42,3270.46,6599.39,7058.02,7338.47,6767.12,2713.82,2917.93,3957.32,7167.33,1534.33,1666.27,2715.49,1961.35,1628.14,1089.96,645.514,827.615,2502.19,3717.48,3846.54,2
3566.19,7120.03,6639.03,1421.91,6385.07,6839.06,380.185,3666.49,2898.75,6825.54,927.419,1279.1,1104.01,3181.29,810.953,1167.07,1023.25,1616.75,3085.5,2840.38,752.7389999999998,3301.29,7120.03,377.233,3748.56,627.3009999999998,6590.99,759.668,0
426.288,4192.03,2504.98,469.055,1005.58,1077.53,1078.13,915.096,1231.13,1200.0,813.03,1582.94,1433.86,2965.15,433.485,1267.04,4192.03,1370.13,678.1339999999999,3796.2,2308.28,1523.93,1175.14,274.03700000000003,499.444,345.714,674.939,684.2410000000001,1
799.686,8445.41,7911.72,4994.59,8202.58,8149.69,773.4639999999998,7863.62,1552.32,7800.81,852.488,6542.76,533.303,1537.36,2558.22,2182.49,3553.0,1176.38,7267.49,7778.86,6745.41,8445.41,7111.49,753.2610000000002,485.809,482.239,7776.53,1260.15,0
7082.17,7934.32,6894.98,7295.85,5513.15,3659.37,335.155,4192.67,1596.3,7934.32,7273.25,7141.28,1428.48,1488.83,2329.77,1135.38,5305.57,2882.91,5630.21,1844.88,5147.78,3762.05,984.998,813.2180000000002,3067.1,851.916,7071.39,740.127,2
422.357,4366.04,2704.34,2812.45,1383.72,1552.06,824.655,1478.07,572.325,2816.2,2166.81,3185.02,831.967,4255.2,3887.15,4366.04,3736.59,705.383,2812.1,1298.49,2180.06,1777.64,1163.92,1137.8,1528.36,1977.65,2412.14,2538.33,1
794.7460000000002,8036.23,5618.66,8036.23,5704.31,7354.04,7496.76,7569.25,7281.92,7903.99,7897.29,7612.66,2683.52,5302.47,983.281,3077.83,570.6469999999998,1304.14,2199.32,1891.71,483.849,2331.88,473.612,6020.69,7323.21,1107.38,7544.76,7854.57,0
644.039,8176.5,2996.23,3163.52,4320.85,4339.81,1317.38,1620.18,1617.06,8176.5,7588.0,5730.59,457.96,1021.66,611.238,815.602,434.551,479.124,6694.18,3900.88,1947.32,1047.28,3278.98,1599.14,5914.25,2189.55,8090.73,915.007,2
1051.3,6646.51,5304.51,6218.49,5627.83,5967.47,4975.6,6040.55,3981.62,5942.19,4268.46,6228.25,489.102,6646.51,3252.91,5888.6,1007.36,556.075,2028.21,1194.21,5248.54,3707.44,3820.31,1594.11,964.751,1606.13,4813.92,5591.42,1
2694.32,7230.12,4191.73,3207.04,1903.92,3541.36,998.475,6405.41,6643.58,7230.12,2895.2,3284.75,1926.88,4425.33,5246.24,611.793,6615.83,1923.45,1002.85,3627.9,1305.9,4609.46,5432.11,4257.35,618.87,523.434,2143.17,3125.77,2
7704.61,7809.22,1342.58,7702.64,5575.52,7446.18,7494.5,7809.22,7031.86,7733.34,7699.93,7768.28,4499.61,6176.55,7021.96,7292.78,1558.87,921.951,4062.6,5179.34,5711.26,3386.05,572.96,2852.04,3104.8,5768.55,7724.63,6809.04,0
592.491,8354.97,7782.02,5934.26,1989.05,8354.97,634.965,6903.34,3223.25,5806.68,898.238,4581.06,544.222,1702.05,953.44,804.7869999999998,527.768,1680.76,2029.85,7807.53,7407.27,446.157,6631.68,427.417,3630.89,438.98800000000006,6870.08,1033.78,0
684.931,8196.57,7733.06,512.739,8138.3,8196.57,234.021,533.186,1124.49,8008.17,628.289,348.028,491.536,1515.55,703.545,924.811,351.9190000000001,1318.39,3735.52,521.251,2972.82,484.036,6044.81,364.987,7969.03,506.375,7729.12,330.73,0
1254.13,8180.33,6846.1,8180.33,8135.12,747.04,6763.24,7813.91,612.315,7749.4,3112.58,7522.07,2437.14,7604.6,2456.87,6269.64,1708.34,794.538,4607.58,5656.75,1607.77,3807.11,497.917,6557.93,2571.34,2694.47,7542.87,6627.74,0
2550.73,7724.23,3381.31,4347.78,6145.23,5148.84,416.144,6976.84,6881.21,7224.0,4620.89,5598.74,1426.06,1962.06,4203.87,2304.62,4486.26,1192.14,2158.63,1896.3,1833.71,3817.92,5252.21,5476.73,3666.15,1554.05,7724.23,5985.92,2
7640.66,8162.78,7701.03,8162.78,8109.65,7907.0,7899.65,8000.99,2423.9,7975.65,8073.6,7954.08,6004.96,960.167,4450.83,1931.39,3135.63,887.685,1356.14,2442.14,3630.43,1920.39,2139.94,7764.14,646.009,5737.0,7578.78,6462.11,0
574.309,7812.21,4665.89,5904.3,1571.53,4584.6,4641.07,2714.76,4430.39,4667.51,7224.87,7302.58,702.155,6777.32,1171.4,7812.21,5241.91,474.612,2874.1,6833.88,5248.43,3638.45,2357.16,944.13,992.119,3068.68,4943.33,2204.53,0
564.116,7951.19,5819.46,7062.34,797.297,2395.86,6669.24,5448.06,6593.37,7293.36,7428.06,5899.52,696.18,3864.52,5595.73,7951.19,6768.16,463.684,1439.23,7105.65,6034.64,3659.54,978.525,1945.44,904.708,4643.97,6957.9,1345.99,0
510.008,8038.68,4321.48,7480.0,447.801,4323.47,6202.5,3596.8,4461.54,7059.24,6983.03,7172.21,116.759,1649.9,4922.4,8038.68,2690.44,720.18,3287.6,7525.72,629.187,1860.26,3960.87,705.929,6266.68,2470.4,6635.77,4113.46,0
436.909,8415.95,8071.84,1164.38,8415.95,6370.38,497.718,1435.18,766.502,6503.52,792.2919999999998,5661.36,3479.63,1261.0,358.219,427.662,1469.41,917.37,3307.8,7546.36,6997.7,8146.93,7388.21,481.562,305.652,689.166,5487.78,538.7819999999998,0
1002.85,8004.9,7626.01,6661.22,1841.89,4375.15,1506.26,7125.77,4673.39,5781.35,7279.52,7331.97,950.85,929.789,5173.47,6914.49,6397.98,459.985,4873.63,8004.9,6335.96,3872.31,1470.44,3860.52,616.672,5476.31,6147.41,4080.25,0
2404.76,7942.44,7901.91,7942.44,7576.79,6785.49,5716.07,5301.04,3621.09,7051.15,7075.32,7147.51,4010.21,4924.33,5319.21,2224.77,3965.27,863.4789999999998,1193.01,6126.76,6551.76,1587.4,619.95,5939.6,2749.01,6826.57,6630.12,1681.13,0
502.142,7956.69,5766.2,7956.69,6504.92,4839.71,521.488,589.4119999999998,4765.04,6947.92,6071.18,7096.64,3863.3,2433.49,1925.38,4988.84,372.379,1050.03,2445.29,628.123,4993.83,3638.79,1301.64,5778.22,2517.28,4463.69,6864.36,5997.69,2
1265.21,7808.41,4242.18,1400.38,294.561,6318.13,362.93,889.3389999999998,2749.58,415.82,1516.8,2650.04,342.672,595.25,420.375,824.914,839.691,2084.03,1413.11,5048.19,5660.98,6197.81,494.692,945.51,637.26,316.107,7808.41,817.079,0
907.07,8362.77,7883.1,4443.89,8362.77,4808.64,590.939,7293.53,2125.96,557.915,2241.95,7584.89,3471.36,577.688,494.152,2845.07,938.109,2421.48,4052.07,669.1360000000002,2430.6,770.597,4302.83,1299.07,3856.42,2414.63,7241.28,987.191,0
4989.54,6378.04,6378.04,4238.93,2930.46,3812.06,3943.89,3979.58,2815.61,4247.83,4330.5,5032.19,2924.18,3263.45,2452.93,6297.99,2706.1,699.9639999999998,4362.75,5005.02,3919.56,471.85,619.283,1574.45,916.616,1211.63,4424.61,3729.81,3
1405.37,7537.01,7537.01,5874.49,3381.14,4377.0,5132.95,5715.91,4048.98,6463.7,6665.98,7145.53,6843.5,7186.13,6543.32,5870.87,6890.8,897.3789999999998,2512.85,4935.9,662.148,2012.93,379.42800000000005,3384.59,2229.27,896.7339999999998,6841.34,6884.69,0
1272.99,8222.05,7568.94,7874.92,4721.26,7233.61,7284.39,7562.17,4682.58,7845.38,1021.52,8069.99,3064.55,8222.05,7558.76,5454.65,7769.89,1056.68,4646.29,7958.91,7251.22,2551.54,882.423,1377.0,5838.21,1582.67,7763.84,5633.51,0
1746.49,8236.27,3661.45,4235.65,4252.41,4213.79,5570.06,6103.9,2869.71,7486.75,7745.29,7809.9,1986.91,8236.27,5219.23,5482.41,2278.45,696.6039999999998,2571.67,8028.24,327.391,2763.07,5330.07,872.1089999999998,5672.07,5354.78,7256.78,6672.88,0
426.501,8190.51,8013.37,1368.58,8190.51,3619.14,567.349,1101.63,4654.86,5764.78,919.827,4590.04,2962.36,961.776,428.652,475.965,1734.11,984.487,3348.07,3109.9,5247.45,7210.05,7336.43,444.434,371.536,910.73,4980.08,593.066,0
505.267,7397.96,4335.28,670.073,679.801,3001.68,428.019,7397.96,448.662,1727.6,3213.76,2782.33,365.48800000000006,719.0089999999999,314.193,1497.71,3310.96,1618.24,3556.49,1295.4,6091.91,2925.27,554.376,1382.08,384.947,305.835,7232.36,809.4730000000002,0
7006.12,7838.4,7270.47,1617.8,985.424,7725.68,1835.89,7642.07,3177.1,4391.96,7838.4,7661.98,1005.14,956.012,530.8009999999998,746.8960000000002,584.373,3145.94,1752.1,7527.79,753.242,5098.2,976.53,441.393,4895.67,1288.5,7160.91,1964.56,0
7630.15,7630.15,6728.54,6961.64,3623.73,7013.48,4484.08,6734.79,6427.08,4685.03,7301.79,7028.09,6600.8,1506.29,1599.44,1747.41,433.056,1424.15,5483.01,6798.69,5392.76,4551.69,4384.11,1736.59,2579.34,867.909,6994.44,5492.14,4
2715.89,8220.32,7613.53,7981.59,8220.32,2463.53,1314.03,1074.74,568.9169999999998,2213.51,1987.71,5983.62,326.236,657.216,1155.71,2104.95,429.98800000000006,1429.79,5788.84,6149.5,4997.76,7902.07,2915.43,1226.23,542.216,423.953,7488.93,1092.8,0
3205.94,7904.74,7904.74,4662.3,2948.42,7853.11,6774.19,4450.41,340.358,7498.59,7485.99,7596.22,1088.47,762.318,1594.62,1535.72,441.64,3330.8,2534.64,7726.15,6756.05,2537.08,6904.95,622.372,7071.9,2558.98,5383.11,1169.09,0
1102.54,7731.78,7015.44,7731.78,5681.76,3502.55,1143.65,2192.64,2571.78,5026.47,6625.66,5763.62,828.309,2936.77,3202.74,4783.69,7329.3,771.1060000000001,3265.57,4292.31,6533.89,3815.27,3996.55,1685.11,789.903,4852.75,4834.85,1724.92,0
1171.6,8086.35,5686.9,7281.79,7248.97,1099.75,6190.04,6354.97,2946.59,1644.4,3357.3,7773.87,840.065,7318.93,5953.3,7864.4,5609.17,1119.6,4190.54,8086.35,6427.89,2630.95,862.961,5246.25,6627.02,910.77,7396.31,2092.23,0
2123.09,7528.91,7145.18,5761.43,5690.48,4693.71,5200.99,5384.34,5525.87,6132.29,4808.79,7069.92,7485.72,4151.68,3375.72,2257.49,7528.91,939.311,2006.98,6133.11,867.966,2504.21,631.684,3667.51,2500.43,1236.35,4885.19,2342.48,0
900.584,8376.94,7970.46,858.4169999999998,8376.94,8169.24,606.975,8026.99,7540.18,1764.55,1046.54,7967.2,6518.56,942.237,1302.35,2595.88,1012.14,2531.69,1832.81,6267.32,7579.94,765.3480000000002,4927.76,2521.52,603.384,515.705,7708.77,407.515,0
7340.98,7340.98,3570.51,700.3589999999998,3603.15,3389.32,3470.22,3958.88,3696.85,2356.34,4445.52,2953.84,520.129,3602.57,996.81,2866.38,1699.85,1694.31,2132.82,3022.94,2522.97,2453.0,1198.6,1141.24,456.052,259.776,5954.84,6165.13,1
524.779,7650.41,7259.46,1632.41,2005.1,7650.41,331.367,1985.35,2510.79,6567.74,992.191,460.58,742.747,866.867,382.025,621.112,1078.99,1537.01,2845.79,3151.7,6846.93,1388.6,1662.63,217.741,504.549,602.237,6605.73,465.392,0
1113.79,7149.66,1356.42,1394.58,670.3689999999998,2227.71,825.185,7149.66,951.065,2425.43,1344.81,6448.21,2435.89,2102.28,799.763,752.053,464.886,3587.17,1124.18,5056.16,621.84,5027.4,2319.47,399.786,537.5219999999998,581.8969999999998,6029.08,1170.61,0
4574.0,8001.89,6555.28,1019.67,534.979,2382.11,413.985,1169.83,5992.29,8001.89,4789.27,3720.32,2316.37,1529.84,1725.49,2161.52,3868.0,1994.91,5100.49,4053.84,1906.29,251.415,749.78,1576.63,1695.64,527.577,7538.64,714.112,2
4435.21,7934.88,6956.02,7583.24,7216.48,5666.82,5712.46,4186.62,3520.73,6694.17,7143.74,3388.7,936.531,7934.88,6297.82,7835.26,7395.29,534.39,3522.95,7550.13,6213.25,3700.67,1775.15,1071.81,1781.99,5930.58,6386.32,5577.96,0
2189.66,7955.82,7771.0,7271.1,4747.77,5529.73,6055.19,5936.78,671.71,7955.82,7951.14,7732.3,5706.67,755.4110000000002,645.547,853.971,420.412,2277.06,1683.04,2100.32,559.969,7741.48,6265.4,253.889,5027.63,3642.63,7401.44,6325.2,0
984.579,7363.98,6916.72,6170.17,356.19199999999995,2131.81,560.0459999999998,6423.02,2435.24,2483.77,7178.12,7143.27,7159.73,459.005,2879.3,936.652,665.199,2040.0,4945.08,7363.98,4336.43,2678.02,6690.09,421.859,2913.56,6012.05,6554.79,4889.36,0
1667.99,4542.34,4255.01,4055.9,4061.75,3979.13,4377.94,4542.34,4247.93,3411.18,4322.9,4271.08,606.9159999999998,3210.54,1296.93,3387.56,1049.03,777.382,1817.4,551.744,3339.28,2813.62,2942.18,1272.48,923.839,2016.78,3147.68,2605.3,1
673.2130000000002,8231.29,7130.13,6102.72,3497.17,8012.91,1831.2,7890.6,1435.42,8067.81,3031.15,8231.29,505.103,1528.13,461.965,1155.99,470.92800000000005,2624.88,1351.17,1906.96,4169.95,1024.48,1176.26,477.074,7666.91,448.601,7455.46,2487.0,0
634.116,8186.84,6471.06,8186.84,953.785,7490.34,7674.09,7853.58,1249.28,3830.36,7609.8,7789.8,6634.49,8170.14,6317.08,1570.63,5616.13,649.925,4620.6,8123.65,1732.24,2526.9,2599.79,1387.67,1448.3,806.794,7380.3,743.6419999999998,0
474.039,8127.47,7736.33,1146.58,7042.22,8127.47,282.535,1042.82,607.306,2309.41,561.1759999999998,267.712,323.587,1309.0,365.526,980.301,321.738,1186.21,1452.59,523.344,5213.54,3956.36,6868.9,319.133,5267.63,299.434,6582.93,283.376,0
871.768,5589.06,5105.17,1888.99,1787.49,5354.92,1000.53,2683.16,5301.29,622.649,412.615,4865.82,369.052,878.73,484.936,743.8839999999999,245.815,3304.25,704.612,2142.74,4130.1,1105.55,1567.67,472.503,5415.74,530.336,5589.06,932.843,0
713.419,8133.21,5301.22,8133.21,8074.6,7528.04,7804.01,7941.79,7438.13,7750.73,7855.02,7866.82,1191.69,6820.87,4761.21,5185.09,5564.06,557.607,1607.69,7558.94,19.2605,3320.78,1635.74,939.078,6511.43,2581.07,7875.29,7792.11,0
1510.61,7782.06,4082.88,7782.06,5335.51,6877.95,6815.38,6916.34,4794.92,5580.13,5619.74,7063.36,2229.7,2378.28,4511.29,2713.87,2662.65,668.2280000000002,885.0889999999998,7323.07,250.913,2518.65,649.409,2467.95,4394.85,820.737,6697.33,6843.6,0
623.827,7318.04,6600.73,4538.15,314.13,4755.07,4839.85,5341.22,5074.27,3283.81,5977.56,5426.04,354.366,1045.21,4270.91,7030.06,3926.94,530.881,5018.42,7318.04,5798.31,1350.32,4617.89,3415.95,517.187,3240.64,6133.67,6115.71,0
650.9119999999998,8457.26,7873.56,5634.48,8457.26,3411.92,375.359,445.5,626.623,5261.24,848.834,2203.62,1847.5,886.815,585.44,811.6,455.387,1484.57,1294.09,7833.6,3807.93,7436.55,4005.06,300.142,2664.09,423.253,7088.39,580.82,0
732.6039999999998,7013.15,6949.9,6596.55,847.898,7013.15,1053.61,3639.39,1151.14,6421.43,6144.03,6174.2,1073.19,2292.19,1570.66,989.524,318.444,3105.55,806.659,6771.57,5413.85,828.921,383.282,361.667,3478.16,683.778,5147.27,6037.71,0
7625.45,7625.45,7449.2,7004.16,6935.61,7065.88,6992.97,7225.99,919.72,5205.51,1150.35,7536.25,7481.17,5890.55,429.27,1224.8,281.701,3857.75,1627.26,6816.24,5956.41,551.475,4343.95,346.42800000000005,6986.97,473.372,6826.89,1849.78,0
5521.89,8117.2,7999.39,7037.71,1701.83,6754.63,7008.35,7373.11,598.743,7886.78,5428.85,8117.2,5675.78,2785.72,520.88,1250.28,313.692,4104.57,782.512,5568.92,5720.23,318.9770000000001,2851.96,306.003,7080.2,458.786,7011.03,710.1619999999998,0
6338.11,7784.41,785.6310000000002,1114.98,507.767,7784.41,3087.4,3331.76,1092.14,965.456,2319.64,7733.49,4731.39,1049.2,682.423,1051.69,305.633,3417.01,635.795,1272.86,739.9830000000002,6794.44,619.979,490.922,1717.39,802.9119999999998,6933.59,662.029,0
3360.65,8330.32,5394.03,8309.6,994.577,1182.84,1261.26,8127.84,3168.51,7814.69,7500.18,4384.99,1138.74,2025.83,5939.45,8330.32,4690.67,540.4490000000002,3690.71,8275.38,6214.29,4985.86,911.403,7863.89,1396.12,613.297,7343.08,3444.89,0
2891.2,3733.72,3325.52,2729.05,2121.04,2500.82,1267.48,2691.29,3059.4,2163.65,2665.24,2927.45,1471.74,2840.1,2591.37,3733.72,3238.73,464.874,2041.7,2092.95,2924.71,1363.35,3036.27,1290.35,1191.51,625.2280000000002,3692.99,2391.37,1
6134.14,7881.63,7861.55,1288.49,4030.33,7881.25,2528.2,7881.63,6429.58,5348.73,4720.69,7859.85,3431.43,580.4730000000002,359.245,920.433,585.524,2578.45,886.117,7642.36,2520.77,1699.68,3762.43,293.503,5785.87,955.814,7370.62,691.4780000000002,0
687.8639999999998,6435.25,5352.55,5798.0,5803.47,5762.51,5718.89,5792.59,5102.3,5530.23,4439.52,5333.74,435.132,6435.25,5054.77,5702.76,5991.52,444.009,894.135,707.043,5418.3,5742.04,3735.61,486.473,548.673,448.466,4342.21,678.965,1
3593.86,6859.96,6859.96,4933.08,4737.55,586.687,871.953,4042.49,6275.26,1036.38,2117.29,6858.23,928.174,1305.22,437.902,782.3489999999998,415.544,2530.22,714.505,6077.92,4001.28,399.495,2875.27,328.9380000000001,6207.09,658.209,6557.73,548.299,0
4524.98,7431.18,6858.0,1539.41,6170.73,7209.65,749.3439999999998,3091.71,728.279,7431.18,2836.16,1693.34,2478.43,1597.53,831.841,894.918,455.468,3618.69,1793.66,465.581,5708.67,5889.05,809.138,380.621,1371.53,994.068,6396.67,1042.82,2
6430.15,7912.69,7801.64,5938.04,7605.29,7912.69,356.975,7543.86,4507.67,7572.86,1514.39,7574.64,1542.78,603.915,248.197,3376.73,731.084,1692.16,5248.02,5530.22,7719.19,1941.05,5572.03,3948.55,1379.99,645.669,7377.78,885.2389999999998,0
634.8580000000002,8152.68,7934.79,1982.59,6068.97,8152.68,388.864,5204.09,922.866,7983.89,2227.02,317.9120000000001,680.038,808.623,382.786,700.5889999999998,4628.13,2007.42,3049.43,1669.28,6606.13,1342.71,7159.5,258.695,462.268,512.252,6833.11,422.331,0
739.066,7873.98,7662.61,456.819,7873.98,7569.11,390.931,1035.49,968.611,7014.05,5237.03,582.737,343.161,692.6139999999998,593.269,696.556,885.573,1322.73,3390.12,4975.83,5866.66,373.627,5734.03,340.972,288.335,501.496,6724.65,466.195,0
4724.76,6068.82,5631.38,4840.73,878.211,4115.47,1049.28,4396.74,4659.96,5550.28,5721.56,2208.43,1714.31,2353.32,3441.08,6068.82,2345.09,2536.84,3119.08,5761.72,4377.39,2559.26,779.865,1410.19,1173.5,607.817,5339.36,3640.07,3
