No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Nongzhanguan,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
9713,2014,4,9,16,214.0,2.0,19.0,300,122.0,27.2,1005.9,-3.6,0.0,3.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0
29196,2016,6,29,11,113.0,2.0,26.0,900,108.0,26.1,1000.8,19.2,0.0,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0
13383,2014,9,9,14,129.0,12.0,41.0,800,178.0,29.3,1004.8,11.4,0.0,2.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56.0
22936,2015,10,12,15,18.0,2.0,17.0,200,88.0,25.1,1014.8,-1.7,0.0,3.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0
9170,2014,3,18,1,73.0,12.0,34.0,300,53.0,12.2,1015.8,-7.3,0.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23.0
33154,2016,12,11,9,259.0,33.0,90.0,5700,12.0,-3.0,1023.4,-8.5,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,215.0
24901,2016,1,2,12,233.0,54.0,137.0,4100,28.0,3.7,1016.1,-5.8,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,233.0
17664,2015,3,6,23,306.0,78.0,132.0,3200,14.0,1.9,1012.5,-6.4,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,301.0
2864,2013,6,28,7,228.0,62.0,62.0,3399,28.0,24.3,998.0,22.6,0.0,2.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,301.0
25398,2016,1,23,5,9.0,4.0,24.0,400,54.0,-14.8,1038.5,-32.3,0.0,4.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0
4970,2013,9,24,1,26.0,2.0,47.0,700,1.0,9.2,1018.6,8.4,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
28231,2016,5,20,6,117.0,13.0,85.0,800,41.0,16.7,1011.2,11.2,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,117.0
12038,2014,7,15,13,121.0,9.0,22.0,700,204.0,30.4,999.2,18.2,0.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.0
25998,2016,2,17,5,20.0,8.0,77.0,1300,2.0,-3.5,1020.9,-10.6,0.0,0.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.0
17807,2015,3,12,22,79.0,26.0,114.0,1700,10.0,6.0,1013.5,-12.1,0.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79.0
17545,2015,3,2,0,88.0,42.0,89.0,1300,11.0,5.4,1011.3,-14.1,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72.0
30090,2016,8,5,17,52.0,2.0,15.0,800,189.0,33.5,1003.5,22.6,0.0,2.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52.0
10480,2014,5,11,15,7.0,2.0,19.0,500,112.0,14.0,998.2,8.4,0.0,2.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0
5422,2013,10,12,21,129.0,20.0,149.0,1400,1.0,17.0,1014.6,10.4,0.0,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0
8613,2014,2,22,20,326.0,91.0,113.0,3900,3.0,3.8,1027.1,-1.2,0.0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,227.0
23812,2015,11,18,3,45.0,15.0,47.0,900,8.0,4.4,1025.5,-3.9,0.0,2.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45.0
33535,2016,12,27,6,20.0,8.0,51.0,800,21.0,-2.4,1031.3,-15.8,0.0,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0
30753,2016,9,2,8,30.0,2.0,36.0,500,3.0,23.0,998.1,13.7,0.0,1.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
22906,2015,10,11,9,38.0,2.0,19.0,300,58.0,16.5,1013.8,0.6,0.0,3.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0
8594,2014,2,22,1,341.0,94.0,128.0,4500,4.0,-1.6,1025.0,-4.4,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,279.0
9902,2014,4,17,13,91.0,39.0,48.0,1500,69.0,16.0,1008.5,8.5,0.0,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74.0
30113,2016,8,6,16,112.0,2.0,17.0,1100,168.0,32.4,999.5,23.9,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112.0
34094,2017,1,19,13,135.0,5.0,14.0,200,67.0,-0.8,1025.75,-19.8,0.0,8.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0
14859,2014,11,10,2,121.0,2.0,98.0,2000,2.0,1.0,1021.0,-0.5,0.0,0.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113.0
28508,2016,5,31,19,116.0,8.0,41.0,700,93.0,24.4,1006.3,5.7,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0
5173,2013,10,2,12,6.0,4.0,16.0,300,61.0,21.5,1017.3,-2.4,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0
25996,2016,2,17,3,17.0,7.0,51.0,700,26.0,-2.6,1021.8,-10.0,0.0,0.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.0
32861,2016,11,29,4,82.0,21.0,72.0,2200,4.0,-1.3,1030.0,-7.7,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,71.0
31896,2016,10,19,23,230.0,4.0,87.0,2800,2.0,14.7,1014.6,14.1,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.0
30575,2016,8,25,22,35.0,3.0,55.0,400,29.0,21.4,1011.8,10.2,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
928,2013,4,8,15,117.0,3.0,28.0,300,92.0,10.9,1008.7,-13.3,0.0,6.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43.0
23819,2015,11,18,10,60.0,9.0,50.0,1400,5.0,2.8,1024.5,-0.8,0.0,2.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53.0
27155,2016,4,5,10,176.0,24.0,65.0,900,65.0,17.1,1010.3,5.7,0.0,3.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.0
6545,2013,11,28,16,36.0,6.0,19.5035,500,51.0,4.6,1020.0,-21.5,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0
33985,2017,1,15,0,60.0,17.0,62.0,600,25.0,-3.5,1033.0,-8.3,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.0
14287,2014,10,17,6,179.0,4.0,88.0,1100,2.0,6.4,1012.5,3.9,0.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96.0
34953,2017,2,24,8,33.0,17.0,77.0,1100,5.0,2.0,1022.4,-9.6,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0
23171,2015,10,22,10,17.0,2.0,51.0,600,10.0,9.3,1022.4,7.1,0.1,1.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.0
10561,2014,5,15,0,88.0,5.0,88.0,400,19.0,12.2,997.7,2.9,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29.0
14113,2014,10,10,0,398.0,2.0,152.0,2700,2.0,13.5,1017.7,13.2,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.0
32767,2016,11,25,6,130.0,13.0,80.0,2400,2.0,-4.3,1021.9,-8.2,0.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0
1864,2013,5,17,15,131.0,38.0,39.0,1100,170.0,24.6,1005.5,12.5,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,114.0
12963,2014,8,23,2,251.0,3.0,128.0,1600,2.0,22.6,1002.0,21.6,0.0,1.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122.0
11938,2014,7,11,9,47.0,3.0,38.0,500,78.0,31.6,996.8,12.4,0.0,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
32713,2016,11,23,0,16.0,6.0,29.0,400,34.0,-2.9,1034.6,-17.3,0.0,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0
34496,2017,2,5,7,15.0,12.0,23.0,600,47.0,2.7,1017.9,-14.5,0.0,2.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0
31545,2016,10,5,8,58.0,2.0,32.0,1200,3.0,15.4,1014.7,13.2,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58.0
17839,2015,3,14,6,53.0,28.0,72.0,1500,8.0,0.5,1020.2,-5.5,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0
24942,2016,1,4,5,13.0,3.0,20.0,300,67.0,-0.8,1024.8,-12.4,0.0,2.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0
4976,2013,9,24,7,15.0,6.0,50.0,300,6.0,14.6,1020.3,1.8,0.0,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0
31051,2016,9,14,18,114.0,13.0,37.0,900,188.0,28.425,1010.0,17.3,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,108.0
21973,2015,9,2,12,8.0,2.0,5.0,300,90.0,28.6,1009.0,15.2,0.0,2.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0
24182,2015,12,3,13,17.0,2.0,13.0,600,46.0,0.6,1020.1,-14.6,0.0,6.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.0
31114,2016,9,17,9,43.0,2.0,44.0,800,21.0,22.0,1014.3,17.6,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
31618,2016,10,8,9,13.0,2.0,14.0,900,41.0,11.8,1019.9,-2.4,0.0,4.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0
16116,2015,1,1,11,67.0,25.0,54.0,1300,27.0,-2.0,1029.0,-23.2,0.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36.0
30182,2016,8,9,13,65.0,19.0,25.0,1800,201.0,32.2,1003.6,19.5,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52.0
31934,2016,10,21,13,64.0,2.0,39.0,900,17.0,10.4,1014.3,8.2,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
13210,2014,9,2,9,23.0,2.0,38.0,1100,64.0,20.2,1006.6,19.4,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23.0
26357,2016,3,3,4,237.0,46.0,148.0,4000,14.0,4.0,1007.6,-3.1,0.0,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.0
23901,2015,11,21,20,74.0,9.0,51.0,1800,3.0,0.1,1030.6,-0.6,0.0,1.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0
5518,2013,10,16,21,93.0,16.0,88.0,1400,2.0,10.1,1021.2,2.9,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,92.0
10092,2014,4,25,11,222.0,53.0,116.0,1600,40.0,24.0,1012.9,10.6,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,175.0
9296,2014,3,23,7,213.0,41.0,117.0,2300,2.0,9.3,1022.7,-1.7,0.0,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,179.0
20805,2015,7,15,20,73.0,8.0,51.0,800,108.0,28.0,1002.1,17.5,0.0,1.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45.0
5254,2013,10,5,21,275.0,11.0,101.0,2400,20.0,15.2,1019.1,14.7,0.0,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,261.0
18232,2015,3,30,15,272.0,38.0,34.0,1200,158.0,22.0,1002.7,8.5,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,181.0
34452,2017,2,3,11,63.0,28.0,50.0,1400,27.0,1.7,1020.6,-17.8,0.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0
34203,2017,1,24,2,163.0,69.0,86.0,3500,6.0,-8.55,1033.0,-14.6,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,149.0
29026,2016,6,22,9,53.0,2.0,54.0,800,70.0,26.0,999.6,17.9,0.0,1.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0
23477,2015,11,4,4,154.0,12.0,109.0,1700,4.0,5.9,1017.9,4.7,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.0
28277,2016,5,22,4,123.0,12.0,143.0,800,4.0,16.8,1015.5,9.5,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0
16974,2015,2,6,5,116.0,54.0,129.0,2900,2.0,-4.0,1020.0,-13.7,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0
13347,2014,9,8,2,10.0,2.0,23.0,200,78.0,23.0,1006.4,3.5,0.0,2.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0
8424,2014,2,14,23,800.0,155.0,132.0,4300,5.0,-4.5,1020.5,-6.8,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,670.0
13939,2014,10,2,18,53.0,4.0,68.0,800,34.0,15.2,1009.6,13.2,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0
21385,2015,8,9,0,105.0,2.0,32.0,1000,99.0,23.8,1007.6,22.6,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.0
29753,2016,7,22,16,67.0,2.0,27.0,1000,174.0,30.6,995.9,23.5,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,67.0
9559,2014,4,3,6,41.0,9.0,63.0,400,30.0,10.3,1021.8,-7.0,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
3121,2013,7,9,0,86.0,4.0,91.0,1600,18.0,25.2,998.8,24.7,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.0
23377,2015,10,31,0,102.0,9.0,73.0,1500,5.0,4.9,1028.3,-1.3,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63.0
14816,2014,11,8,7,74.0,7.0,66.0,1500,2.0,-1.0,1025.0,-2.1,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
9440,2014,3,29,7,92.0,7.0,34.0,400,25.0,14.9,1010.5,2.1,0.0,2.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0
27054,2016,4,1,5,147.0,12.0,80.0,800,21.0,15.6,999.3,7.9,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77.0
30921,2016,9,9,8,30.0,3.0,49.0,500,17.0,23.2,1005.1,14.2,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.0
32287,2016,11,5,6,160.0,5.0,106.0,4000,3.0,5.4,1005.0,5.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0
23718,2015,11,14,5,263.0,15.0,83.0,4800,7.0,6.7,1012.3,5.3,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.0
180,2013,3,8,11,135.0,46.0,132.0,2500,102.0,21.2,1002.0,-2.7,0.0,3.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,157.0
33110,2016,12,9,13,7.0,5.0,19.0,400,64.0,4.7,1024.0,-14.2,0.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0
12381,2014,7,29,20,115.0,6.0,30.0,800,188.0,30.6,997.7,19.9,0.0,2.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,85.0
11232,2014,6,11,23,70.0,3.0,63.0,600,115.0,24.0,1003.9,12.9,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.0
4685,2013,9,12,4,133.0,15.0,113.0,1100,5.0,17.6,1009.4,16.3,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.0
22341,2015,9,17,20,136.0,18.0,78.0,1400,119.0,22.3,1012.2,17.2,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,133.0
26484,2016,3,8,11,18.0,3.0,13.0,200,77.0,1.8,1028.7,-25.6,0.0,3.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.0
18310,2015,4,2,21,17.0,3.0,30.0,500,75.0,14.0,998.2,0.9,0.0,3.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.0
29067,2016,6,24,2,64.0,2.0,85.0,1100,24.0,21.1,1001.6,16.9,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0
167,2013,3,7,22,502.0,122.0,256.0,5400,102.0,8.1,1000.1,-0.9,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.0
2031,2013,5,24,14,90.0,18.0,14.0,800,174.0,27.1,1008.1,15.1,0.0,4.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0
30073,2016,8,5,0,63.0,3.0,53.0,1000,43.0,28.7,1006.4,22.7,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63.0
33388,2016,12,21,3,339.0,7.0,115.0,7700,7.0,-1.1,1024.5,-2.2,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,318.0
32114,2016,10,29,1,45.0,2.0,60.0,600,2.0,2.3,1028.9,-1.0,0.0,0.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.0
22013,2015,9,4,4,61.0,2.0,19.0,1100,70.0,21.3,1009.6,19.4,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61.0
7693,2014,1,15,12,49.0,45.0,60.0,1200,19.0,4.4,1026.0,-17.9,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44.0
34532,2017,2,6,19,37.0,6.0,34.0,500,48.0,2.3,1028.0,-17.3,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.0
31018,2016,9,13,9,122.0,4.0,50.0,1300,24.0,22.1,1015.2,18.7,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,122.0
6655,2013,12,3,6,73.0,54.0,55.6363,1300,4.0,0.9,1018.4,-10.0,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0
23504,2015,11,5,7,237.0,9.0,94.0,1600,2.0,10.3,1022.8,8.4,0.2,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,237.0
28707,2016,6,9,2,175.0,8.0,60.0,2000,52.0,22.6,1003.4,15.9,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0
23265,2015,10,26,8,30.0,2.0,51.0,400,17.0,9.0,1014.7,6.4,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.0
28200,2016,5,18,23,109.0,10.0,49.0,600,131.0,24.6,1009.4,13.2,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68.0
18673,2015,4,18,0,253.0,32.0,146.0,1500,6.0,16.7,1005.6,5.3,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,253.0
15385,2014,12,2,0,15.0,10.0,40.0,400,29.0,-6.0,1030.0,-24.9,0.0,1.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0
17855,2015,3,14,22,127.0,61.0,110.0,1700,20.0,3.5,1013.0,-7.3,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0
183,2013,3,8,14,487.0,98.0,148.0,3899,102.0,13.8,1001.2,-0.3,0.0,4.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,332.0
6089,2013,11,9,16,60.0,33.0,52.0,700,13.923,14.3,1020.3,-6.6,0.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44.0
18227,2015,3,30,10,454.0,44.0,91.0,1800,33.0,16.2,1006.4,4.9,0.0,1.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,171.0
24573,2015,12,19,20,110.0,29.0,107.0,2000,5.0,-0.7,1028.3,-3.4,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0
24403,2015,12,12,18,298.0,35.0,162.0,4100,5.0,1.4,1021.0,-3.5,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.0
8255,2014,2,7,22,74.0,47.0,54.0,1600,13.0,-3.7,1020.5,-5.5,0.0,1.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0
11774,2014,7,4,13,171.0,3.0,21.0,1200,236.0,32.3,999.6,23.3,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,171.0
2142,2013,5,29,5,16.0,3.0,20.0,200,46.0,19.7,1006.8,3.4,0.0,2.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
28395,2016,5,27,2,76.0,9.0,49.0,400,79.0,22.7,1005.8,4.7,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.0
5131,2013,9,30,18,91.0,49.0,81.0,800,52.0,18.7,1013.5,16.8,0.0,0.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73.0
24015,2015,11,26,14,13.0,8.0,18.0,500,64.0,-2.8,1027.1,-16.5,0.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0
24575,2015,12,19,22,188.0,34.0,146.0,4200,8.0,-2.7,1027.9,-4.7,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0
3592,2013,7,28,15,28.0,4.0,12.0,400,174.0,37.5,994.7,19.9,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63.0
9712,2014,4,9,15,167.0,2.0,14.0,300,116.0,28.2,1005.0,-3.9,0.0,4.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0
25922,2016,2,14,1,11.0,5.0,8.0,300,72.0,-5.6,1027.1,-22.6,0.0,4.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0
28203,2016,5,19,2,101.0,13.0,30.0,500,142.0,22.1,1009.2,11.2,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78.0
3184,2013,7,11,15,53.0,3.0,37.0,1000,63.0,27.6,1001.7,20.9,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37.0
30149,2016,8,8,4,58.0,2.0,29.0,1200,31.0,24.0,1005.6,22.6,0.0,0.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58.0
38,2013,3,2,13,37.0,29.0,72.0,1000,35.0,3.8,1027.6,-17.8,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26.0
2659,2013,6,19,18,51.0,6.0,30.0,900,196.0,32.9,998.0,13.0,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0
23065,2015,10,18,0,334.0,11.0,166.0,2800,5.0,12.7,1016.4,11.6,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,334.0
5865,2013,10,31,8,118.0,9.0,81.0,1100,3.0,8.5,1024.9,1.2,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115.0
19750,2015,6,1,21,232.0,10.0,82.0,1300,135.0,28.6,997.3,19.5,0.0,2.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92.0
542,2013,3,23,13,108.0,71.0,62.0,1600,40.0,6.3,1005.8,-5.1,0.0,2.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0
31965,2016,10,22,20,20.0,2.0,36.0,500,17.0,10.5,1020.5,2.1,0.0,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
28106,2016,5,15,1,71.0,2.0,58.0,500,16.0,13.3,1010.6,11.9,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71.0
18607,2015,4,15,6,164.0,7.0,113.0,1400,4.0,9.3,996.2,4.9,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0
7564,2014,1,10,3,138.0,77.0,71.0,3100,9.0,-9.7,1026.7,-19.2,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,87.0
17445,2015,2,25,20,25.0,7.0,43.0,400,46.0,1.0,1016.0,-17.9,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
29361,2016,7,6,8,120.0,9.0,109.0,1200,9.0,27.8,1009.0,18.2,0.0,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0
30172,2016,8,9,3,54.0,3.0,96.0,1100,12.0,21.9,1005.0,19.1,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0
15658,2014,12,13,9,101.0,47.0,70.0,1800,5.0,-1.0,1027.0,-15.6,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0
12941,2014,8,22,4,32.0,2.0,39.0,500,62.0,21.2,1003.7,17.8,0.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
29513,2016,7,12,16,12.0,2.0,22.0,500,95.0,27.1,996.7,21.2,0.0,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0
13437,2014,9,11,20,156.0,26.0,83.0,2100,62.0,21.3,1010.0,17.9,0.0,1.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0
