No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Wanshouxigong,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
26808,2016,3,21,23,186.0,33.0,93.0,1300,32.0,12.4,1014.5,0.5,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.0
10207,2014,4,30,6,133.0,8.0,85.0,1100,5.0,15.0,1004.0,11.8,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,103.0
999,2013,4,11,14,29.0,3.0,8.0,400,91.035,16.5,1009.9,-13.1,0.0,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31.0
30208,2016,8,10,15,103.0,2.0,16.0,1100,165.0,33.4,1001.2,24.0,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.0
27584,2016,4,23,7,63.0,2.0,38.0,300,36.0,12.8,1011.8,-9.6,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0
4104,2013,8,18,23,114.0,6.0,65.0,800,75.0,23.3,1003.7,19.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.0
15838,2014,12,20,21,16.0,8.0,21.0,500,43.0,-0.3,1032.0,-21.2,0.0,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
11423,2014,6,19,22,74.0,5.0,45.0,1200,85.0,22.8,999.4,19.4,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74.0
19089,2015,5,5,8,195.0,18.0,68.0,800,39.0,16.0,1001.4,5.6,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,195.0
4535,2013,9,5,22,62.0,9.0,39.0,1700,43.0,18.8,1010.1,15.8,0.0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0
21914,2015,8,31,1,32.0,2.0,27.0,1000,41.0,21.5,1008.5,18.7,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32.0
19416,2015,5,18,23,94.0,2.0,33.0,300,59.0,22.2,1000.6,-7.6,0.0,2.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0
27088,2016,4,2,15,24.0,2.0,7.0,300,99.0,18.4,1014.3,-11.6,0.0,5.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
17363,2015,2,22,10,180.0,2.0,15.0,300,64.0,-1.0,1015.0,-21.2,0.0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38.0
17758,2015,3,10,21,117.0,25.0,61.0,900,52.0,5.9,1020.2,-17.4,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72.0
9332,2014,3,24,19,289.0,71.0,99.0,1600,89.0,16.2,1004.2,4.9,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,182.0
18139,2015,3,26,18,166.0,22.0,38.0,800,144.0,18.6,1021.3,-5.5,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77.0
12433,2014,8,1,0,181.0,3.0,44.0,1800,120.0,26.3,1000.4,22.8,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,181.0
8419,2014,2,14,18,276.0,88.0,128.0,2700,19.0,-2.0,1017.4,-5.8,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,296.0
21397,2015,8,9,12,58.0,2.0,34.0,800,165.0,31.4,1007.1,19.4,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39.0
22046,2015,9,5,13,24.0,2.0,24.0,900,78.0,17.5,1006.7,14.9,0.0,2.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0
2679,2013,6,20,14,86.0,10.0,43.0,1200,65.0,29.2,1001.2,17.1,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.0
15955,2014,12,25,18,53.0,17.0,89.0,1000,8.0,1.6,1031.0,-12.6,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.0
16878,2015,2,2,5,236.0,97.0,125.0,5200,13.0,-6.0,1027.0,-16.0,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,220.0
33815,2017,1,7,22,200.0,16.0,96.0,5500,2.0,1.4,1020.4,-0.1,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
11705,2014,7,1,16,140.0,33.0,35.0,1000,231.0,31.2,996.0,19.9,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118.0
1995,2013,5,23,2,56.0,9.0,97.0,600,2.0,15.3,1005.0,9.4,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29.0
16517,2015,1,18,4,134.0,67.0,101.0,2300,8.0,1.0,1015.0,-9.9,0.0,1.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,126.0
31866,2016,10,18,17,179.0,5.0,88.0,1900,13.0,17.0,1013.6,13.9,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.0
21610,2015,8,18,9,90.0,3.0,44.0,800,86.0,24.8,1007.0,17.0,0.0,1.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.0
18083,2015,3,24,10,105.0,41.0,61.0,2000,54.0,8.6,1030.4,-9.9,0.0,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0
33982,2017,1,14,21,117.0,22.0,83.0,1700,1.0,-1.4,1031.0,-9.6,0.0,1.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48.0
22337,2015,9,17,16,119.0,19.0,22.0,1200,192.0,26.8,1010.8,16.1,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104.0
18361,2015,4,5,0,135.0,7.0,51.0,800,91.0,13.0,1010.3,3.9,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,119.0
7134,2013,12,23,5,304.0,131.0,139.0,5100,1.0,-9.0,1023.9,-13.7,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225.0
7737,2014,1,17,8,42.0,88.0,76.0,1700,1.0,-1.7,1025.6,-6.3,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83.0
24098,2015,11,30,1,368.0,14.0,121.0,7300,11.0,-3.1,1023.2,-3.2,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,368.0
20479,2015,7,2,6,39.0,2.0,50.0,400,2.0,21.0,998.7,11.9,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
31938,2016,10,21,17,51.0,2.0,60.0,1300,2.0,10.2,1013.2,9.4,0.2,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0
29644,2016,7,18,3,97.0,2.0,47.0,1100,63.0,24.8,1003.1,19.4,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,97.0
13753,2014,9,25,0,111.0,2.0,74.0,2000,4.0,17.4,1010.7,15.7,0.0,1.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,111.0
2136,2013,5,28,23,54.0,4.0,67.0,1100,2.0,23.4,1001.9,-0.9,0.0,4.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75.0
398,2013,3,17,13,370.0,130.0,107.0,2700,101.0,15.1,997.9,3.6,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,316.0
34698,2017,2,13,17,38.0,6.0,35.0,700,58.0,11.4,1027.1,-15.2,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22.0
1391,2013,4,27,22,78.0,24.0,36.0,1100,123.0,17.8,1005.8,4.7,0.0,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0
13491,2014,9,14,2,101.0,2.0,56.0,800,53.0,20.6,1007.3,15.6,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0
20419,2015,6,29,18,28.0,2.0,26.0,400,62.0,18.5,1003.7,17.5,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0
33837,2017,1,8,20,76.0,10.0,65.0,1500,23.0,4.9,1018.2,-10.8,0.0,2.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.0
17364,2015,2,22,11,160.0,3.0,13.0,300,66.0,1.0,1018.0,-20.1,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28.0
19938,2015,6,9,17,112.0,37.0,24.0,1400,226.0,28.3,994.9,13.8,0.0,3.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0
17755,2015,3,10,18,51.0,7.0,31.0,500,83.0,6.7,1019.7,-21.8,0.0,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32.0
25111,2016,1,11,6,22.0,7.0,17.0,500,51.0,-8.5,1032.8,-21.6,0.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0
455,2013,3,19,22,82.0,4.0,48.0,1300,12.0,0.4,1014.9,-0.2,1.0,1.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61.0
29789,2016,7,24,4,55.0,2.0,40.0,1000,27.0,24.6,999.3,23.0,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55.0
4356,2013,8,29,11,26.0,2.0,7.0,300,75.0,26.2,996.3,9.5,0.0,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
23140,2015,10,21,3,48.0,2.0,24.0,800,32.0,10.0,1016.0,9.2,0.3,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48.0
8950,2014,3,8,21,238.0,65.0,144.0,2600,6.0,7.3,1017.0,-14.9,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,195.0
17106,2015,2,11,17,30.0,5.0,17.0,300,94.0,10.0,1006.0,-15.5,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0
27847,2016,5,4,6,63.0,2.0,57.0,700,2.0,11.1,1001.6,2.1,0.0,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
16174,2015,1,3,21,358.0,93.0,184.0,5700,8.0,-4.0,1010.0,-12.9,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,214.0
31498,2016,10,3,9,105.0,2.0,66.0,1300,5.0,20.7,1007.2,17.5,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105.0
13962,2014,10,3,17,178.0,2.0,86.0,2400,30.0,17.3,1010.2,13.2,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,178.0
10734,2014,5,22,5,273.0,5.0,96.0,2700,3.0,18.7,999.5,17.2,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,228.0
20749,2015,7,13,12,39.0,4.0,30.0,600,201.0,36.1,994.2,11.0,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
27904,2016,5,6,15,39.0,2.0,9.0,200,105.0,24.6,1006.0,-4.7,0.0,3.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.0
9827,2014,4,14,10,322.0,59.0,87.0,2500,50.0,21.0,1011.2,10.8,0.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,276.0
33161,2016,12,11,16,193.0,45.0,102.0,2100,12.0,3.9,1017.1,-4.6,0.0,1.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,193.0
21706,2015,8,22,9,15.0,2.0,21.0,400,60.0,27.1,1002.4,15.1,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0
11217,2014,6,11,8,58.0,3.0,37.0,1100,48.0,24.0,1005.7,15.5,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58.0
24573,2015,12,19,20,101.0,23.0,83.0,1700,5.0,-0.7,1028.3,-3.4,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0
3044,2013,7,5,19,67.0,6.0,26.0,800,206.0,31.1,992.1,16.7,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.0
22796,2015,10,6,19,310.0,5.0,61.0,2100,140.0,19.3,1011.1,16.7,0.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,310.0
33778,2017,1,6,9,232.0,35.0,129.0,6600,3.0,-0.2,1024.9,-2.4,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.0
33622,2016,12,30,21,327.0,15.0,114.0,2800,3.0,-3.3,1023.8,-6.6,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.0
30214,2016,8,10,21,97.0,2.0,27.0,1000,104.0,31.8,1002.1,25.2,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87.0
28437,2016,5,28,20,99.0,13.0,28.0,600,183.0,26.5,999.7,11.0,0.0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42.0
949,2013,4,9,12,24.0,4.0,8.0,300,88.0,10.8,1014.0,-10.1,0.0,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0
2304,2013,6,4,23,100.0,6.0,31.0,1700,21.0,19.0,1005.8,18.0,3.8,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71.0
22491,2015,9,24,2,96.0,2.0,99.0,1300,2.0,18.6,1005.6,16.4,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82.0
34896,2017,2,21,23,60.0,2.0,44.0,900,24.0,-2.5,1021.6,-4.8,0.2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.0
31455,2016,10,1,14,160.0,2.0,71.0,1300,139.0,24.9,1009.4,10.4,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,160.0
1056,2013,4,13,23,55.0,3.0,9.0,300,86.0,14.7,1005.4,-10.1,0.0,3.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46.0
32796,2016,11,26,11,401.0,37.0,162.0,5200,5.0,5.4,1017.0,-3.9,0.0,1.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,337.0
7875,2014,1,23,2,335.0,131.0,151.0,6300,1.0,-6.4,1013.3,-14.4,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,272.0
12125,2014,7,19,4,81.0,2.0,45.0,1000,32.0,26.7,1002.1,24.2,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73.0
27839,2016,5,3,22,95.0,2.0,51.0,500,29.0,19.2,999.0,-4.3,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57.0
5159,2013,10,1,22,46.0,2.0,49.0,800,17.0,15.6,1014.9,14.3,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.0
34629,2017,2,10,20,26.0,4.0,29.0,600,53.0,2.4,1024.8,-23.3,0.0,1.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
2946,2013,7,1,17,238.0,18.0,87.0,3299,8.0,26.6,990.1,24.1,0.0,2.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.0
19545,2015,5,24,8,229.0,17.0,110.0,2300,33.0,22.1,1004.0,14.2,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.0
11828,2014,7,6,19,165.0,3.0,22.0,700,197.0,30.2,997.6,22.9,0.0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0
16393,2015,1,13,0,125.0,50.0,97.0,2800,4.0,-4.2,1030.2,-10.2,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0
19499,2015,5,22,10,114.0,15.0,91.0,1100,52.0,22.5,1007.1,10.0,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0
1897,2013,5,19,0,59.0,20.0,31.0,1300,71.0,18.1,997.3,13.6,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49.0
10750,2014,5,22,21,105.0,7.0,55.0,900,111.0,24.5,1001.6,14.0,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62.0
11036,2014,6,3,19,76.0,12.0,31.0,1100,198.0,26.9,1000.6,13.3,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0
32510,2016,11,14,13,24.0,2.0,12.0,300,67.0,12.6,1018.8,-16.1,0.0,4.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0
23175,2015,10,22,14,20.0,2.0,33.0,600,33.0,10.7,1019.6,5.4,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.0
6703,2013,12,5,6,17.0,30.0,46.0,1000,1.0,5.8,1017.9,-9.3,0.0,1.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.0
12681,2014,8,11,8,11.0,2.0,48.0,500,46.0,30.1,999.4,13.4,0.0,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0
17102,2015,2,11,13,40.0,19.0,22.0,500,78.0,9.0,1009.0,-15.5,0.0,2.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.0
10267,2014,5,2,18,92.0,2.0,15.0,300,95.0,17.4,1011.2,1.4,0.0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.0
18238,2015,3,30,21,358.0,29.0,98.0,1800,78.0,18.7,1004.5,8.6,0.0,2.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187.0
16354,2015,1,11,9,12.0,9.0,47.0,500,30.0,0.0,1029.0,-13.0,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0
29476,2016,7,11,3,87.0,5.0,37.0,700,57.0,29.1,996.9,21.3,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71.0
18011,2015,3,21,10,79.0,4.0,7.0,200,95.0,14.2,1016.4,-19.7,0.0,3.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0
53,2013,3,3,4,118.0,76.0,89.0,2799,2.0,-5.1,1015.9,-11.5,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107.0
32496,2016,11,13,23,285.0,8.0,89.0,4300,2.0,7.5,1012.1,5.5,0.0,0.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,172.0
31292,2016,9,24,19,200.0,3.0,60.0,1700,128.0,23.5,1004.7,19.4,0.0,0.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,200.0
27002,2016,3,30,1,21.0,3.0,47.0,400,32.0,13.2,1013.3,-7.0,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0
25545,2016,1,29,8,76.0,39.0,50.0,2100,7.0,-6.1,1032.7,-16.1,0.0,0.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48.0
20167,2015,6,19,6,14.0,2.0,16.0,100,52.0,17.4,1004.7,14.1,0.5,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
13930,2014,10,2,9,67.0,2.0,59.0,1300,5.0,16.2,1006.9,11.1,0.0,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0
14577,2014,10,29,8,146.0,2.0,82.0,1300,2.0,10.9,1018.8,4.1,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94.0
18881,2015,4,26,16,174.0,28.0,30.0,1100,226.0,30.5,1002.4,8.2,0.0,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77.0
13036,2014,8,26,3,76.0,2.0,93.0,800,2.0,17.0,1006.4,13.7,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38.0
2347,2013,6,6,18,163.0,8.0,65.0,3299,2.0,20.3,1002.5,19.0,0.0,1.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,162.0
28774,2016,6,11,21,69.0,2.0,42.0,600,85.0,25.0,1003.7,13.2,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.0
34512,2017,2,5,23,6.0,4.0,28.0,400,56.0,2.5,1022.333333,-15.9,0.0,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0
19678,2015,5,29,21,65.0,2.0,33.0,600,118.0,25.7,1002.7,13.9,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40.0
9729,2014,4,10,8,557.0,36.0,55.0,1100,24.0,15.5,1017.2,1.6,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.0
32571,2016,11,17,2,261.0,11.0,107.0,3400,2.0,3.0,1020.8,1.2,0.0,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,179.0
34306,2017,1,28,9,401.0,88.0,69.0,2300,5.0,-2.125,1018.0,-10.1,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,363.0
24511,2015,12,17,6,16.0,6.0,35.0,800,10.0,-8.3,1029.8,-14.9,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0
24505,2015,12,17,0,9.0,8.0,34.0,600,16.0,-4.6,1030.3,-16.2,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
33372,2016,12,20,11,435.0,8.0,166.0,8600,6.0,-1.0,1026.2,-1.7,0.0,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,435.0
28663,2016,6,7,6,51.0,2.0,15.0,1200,92.0,18.5,1008.8,16.1,0.0,1.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51.0
5103,2013,9,29,14,214.0,29.0,85.0,1900,54.0,19.6,1011.4,14.8,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200.0
27083,2016,4,2,10,14.0,4.0,12.0,400,74.0,15.6,1017.2,-5.5,0.0,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.0
12492,2014,8,3,11,125.0,2.0,22.0,1100,163.0,34.7,994.4,24.3,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,101.0
25160,2016,1,13,7,27.0,7.0,51.0,600,14.0,-5.8,1021.1,-24.2,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.0
12663,2014,8,10,14,47.0,2.0,21.0,800,204.0,32.0,994.8,18.6,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.0
26750,2016,3,19,13,84.0,13.0,24.0,700,78.0,13.3,1018.4,-5.3,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45.0
3770,2013,8,5,1,26.0,3.0,29.0,1000,75.0,21.2,992.2,20.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
14901,2014,11,11,20,18.0,3.0,27.0,300,40.0,11.6,1016.0,-8.9,0.0,3.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
18831,2015,4,24,14,135.0,6.0,20.0,500,144.0,25.6,1014.6,-3.0,0.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34.0
32280,2016,11,4,23,224.0,2.0,121.0,3200,2.0,6.6,1003.8,6.0,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.0
17767,2015,3,11,6,92.0,23.0,100.0,2700,4.0,-2.6,1020.8,-17.1,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76.0
23723,2015,11,14,10,277.0,30.0,76.0,3600,8.0,8.5,1012.4,4.9,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,277.0
15458,2014,12,5,1,20.0,10.0,27.0,600,47.0,-2.7,1027.0,-23.8,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0
14322,2014,10,18,17,325.0,46.0,109.0,3800,181.0,19.8,1008.2,10.2,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,208.0
31945,2016,10,22,0,28.0,2.0,48.0,1000,2.0,11.1,1014.6,10.0,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28.0
3416,2013,7,21,7,65.0,5.0,60.0,900,34.0,25.7,999.4,21.8,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57.0
3064,2013,7,6,15,36.0,12.0,10.0,900,246.0,34.2,992.5,19.5,0.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40.0
31987,2016,10,23,18,59.0,2.0,41.0,600,30.0,13.325,1017.0,1.1,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.0
25319,2016,1,19,22,137.0,36.0,84.0,1600,2.0,-8.1,1029.9,-18.5,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0
25608,2016,1,31,23,63.0,21.0,54.0,1100,26.0,-2.8,1033.6,-18.8,0.0,1.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63.0
15257,2014,11,26,16,379.0,66.0,185.0,3800,4.0,8.7,1012.0,0.9,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,305.0
24395,2015,12,12,10,66.0,28.0,56.0,1700,8.0,1.3,1023.1,-7.7,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.0
443,2013,3,19,10,63.0,19.0,42.0,800,18.0,3.4,1007.2,-3.6,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45.0
25567,2016,1,30,6,67.0,31.0,49.0,1800,6.0,-8.4,1031.2,-14.6,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0
11323,2014,6,15,18,121.0,23.0,51.0,1400,251.0,23.4,997.2,19.5,9.0,10.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121.0
16423,2015,1,14,6,193.0,73.0,108.0,2900,6.0,-3.1,1026.7,-9.4,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,189.0
