No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Guanyuan,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
24829,2015,12,30,12,9.0,4.0,19.0,300,60.0,4.1,1026.7,-10.8,0.0,4.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0
30356,2016,8,16,19,48.0,2.0,25.0,700,120.0,29.6,999.1,19.9,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.0
11059,2014,6,4,18,109.0,7.0,44.0,900,161.0,26.6,998.6,16.5,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0
23073,2015,10,18,8,9.0,2.0,23.0,300,28.0,15.7,1022.4,5.0,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
29514,2016,7,12,17,5.0,3.0,26.0,600,104.0,29.0,996.6,19.6,0.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
838,2013,4,4,21,95.0,17.0,86.0,2600,13.0,5.7,1010.1,4.8,0.1,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83.0
20712,2015,7,11,23,112.0,6.0,60.0,900,84.0,27.9,1000.4,18.6,0.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.0
21901,2015,8,30,12,42.0,3.0,27.0,1100,85.0,21.4,1008.4,18.2,0.4,1.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
33610,2016,12,30,9,223.0,26.0,95.0,4000,2.0,-5.4,1027.2,-11.3,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.0
25129,2016,1,12,0,26.0,11.0,41.0,500,27.0,-7.3,1032.3,-23.2,0.0,2.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0
11094,2014,6,6,5,169.0,14.0,73.0,1800,15.0,22.9,998.7,19.1,0.0,1.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0
21172,2015,7,31,3,12.0,2.0,17.0,600,77.0,21.7,1003.8,20.7,7.3,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0
18562,2015,4,13,9,27.0,2.0,29.0,300,79.0,9.6,1024.4,-3.0,0.0,2.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0
9707,2014,4,9,10,208.0,35.0,84.0,1300,67.0,25.8,1003.9,5.9,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,175.0
12637,2014,8,9,12,137.0,17.0,37.0,1200,192.0,31.2,999.6,18.2,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,137.0
26832,2016,3,22,23,209.0,17.0,85.0,1200,6.0,9.2,1023.1,-1.3,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0
13479,2014,9,13,14,46.0,11.0,19.0,600,156.0,27.6,1007.0,14.6,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.0
21203,2015,8,1,10,100.0,4.0,41.0,1400,81.0,26.6,1003.6,22.2,0.0,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.0
26927,2016,3,26,22,30.0,3.0,48.0,500,37.0,15.2,1018.1,-10.5,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.0
27980,2016,5,9,19,51.0,2.0,44.0,600,64.0,18.7,1007.2,9.7,0.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31.0
2061,2013,5,25,20,148.0,33.0,44.0,1300,176.0,25.6,1003.6,17.3,0.0,1.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70.0
34548,2017,2,7,11,41.0,20.0,26.0,500,79.0,0.9,1028.4,-6.9,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41.0
13677,2014,9,21,20,100.0,7.0,41.0,1200,90.0,22.4,1012.6,18.8,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,96.0
28721,2016,6,9,16,59.0,4.0,16.0,700,222.0,33.1,997.0,12.7,0.0,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59.0
20142,2015,6,18,5,14.0,2.0,31.0,200,38.0,19.2,1003.6,15.9,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0
10703,2014,5,20,22,267.0,24.0,53.0,1900,176.0,23.5,1000.2,14.5,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,168.0
19227,2015,5,11,2,38.0,2.0,40.0,1300,20.0,9.2,1008.4,8.0,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38.0
18290,2015,4,2,1,37.0,2.0,24.0,700,62.0,5.9,1007.4,3.7,3.7,1.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.0
10315,2014,5,4,18,41.0,3.0,21.0,1500,76.0,15.1,1012.2,-7.7,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0
27448,2016,4,17,15,22.0,2.0,10.0,300,93.0,19.2,1005.7,-8.1,0.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.0
636,2013,3,27,11,200.0,43.0,51.0,1399,48.0,17.2,1003.3,-2.0,0.0,4.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0
27026,2016,3,31,1,169.0,6.0,100.0,1200,7.0,9.3,1008.4,1.0,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0
22080,2015,9,6,23,67.0,2.0,78.0,800,11.0,20.6,1008.5,15.6,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32.0
3823,2013,8,7,6,10.0,3.0,24.0,300,77.0,24.8,997.3,23.0,0.0,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0
20510,2015,7,3,13,56.0,10.0,35.0,900,113.0,29.0,1004.0,10.2,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.0
12348,2014,7,28,11,137.0,14.0,40.0,1200,182.0,32.7,998.3,21.2,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137.0
24160,2015,12,2,15,7.0,3.0,16.0,300,45.0,2.7,1015.4,-12.0,0.0,4.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
25609,2016,2,1,0,25.0,19.0,49.0,900,27.0,-2.7,1033.6,-19.2,0.0,2.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.0
12896,2014,8,20,7,157.0,6.0,61.0,1200,25.0,24.5,1004.7,21.6,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.0
16551,2015,1,19,14,76.0,19.0,41.0,1200,57.0,6.0,1015.0,-14.7,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43.0
33694,2017,1,2,21,150.0,17.0,96.0,2400,2.0,-0.6,1020.8,-9.3,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,150.0
25223,2016,1,15,22,177.0,54.0,104.0,2100,2.0,-0.2,1015.4,-9.6,0.0,1.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,132.0
25786,2016,2,8,9,191.0,11.0,21.0,600,60.0,6.7,1009.8,-13.6,0.0,5.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85.0
24923,2016,1,3,10,181.0,16.0,47.0,1800,12.0,-1.4,1020.1,-3.1,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.0
9146,2014,3,17,1,179.0,34.0,68.0,1400,33.0,6.7,1005.4,1.6,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,142.0
17240,2015,2,17,7,32.0,9.0,38.0,400,37.0,1.0,1017.0,-11.1,0.0,1.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
31814,2016,10,16,13,125.0,5.0,39.0,600,58.0,19.0,1013.2,12.7,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,125.0
3641,2013,7,30,16,50.0,12.0,22.0,500,211.0,33.8,989.1,24.7,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61.0
27126,2016,4,4,5,98.0,7.0,60.0,500,12.0,8.0,1010.4,0.7,0.0,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0
20791,2015,7,15,6,44.0,3.0,51.0,500,64.0,26.6,1000.5,14.7,0.0,1.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0
13664,2014,9,21,7,78.0,26.0,61.0,2800,25.0,19.9,1011.8,16.9,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0
28430,2016,5,28,13,59.0,10.0,16.0,700,198.0,29.8,1000.7,7.7,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.0
15317,2014,11,29,4,220.0,27.0,100.0,3600,5.0,-0.7,1023.0,-1.0,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.0
18130,2015,3,26,9,186.0,26.0,109.0,1800,8.0,12.4,1026.5,0.5,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,132.0
3609,2013,7,29,8,127.0,12.0,68.0,900,20.0,28.2,995.2,24.0,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67.0
19685,2015,5,30,4,121.0,4.0,65.0,1000,16.0,17.5,1003.7,15.3,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90.0
18823,2015,4,24,6,208.0,7.0,88.0,900,2.0,8.9,1019.2,4.7,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56.0
617,2013,3,26,16,235.0,93.0,77.0,1600,77.0,12.9,1003.4,0.3,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200.0
11715,2014,7,2,2,33.0,193.0,15.0,800,113.0,21.4,998.4,21.4,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0
8517,2014,2,18,20,94.0,27.0,74.0,1100,29.0,0.7,1022.6,-7.6,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,94.0
2870,2013,6,28,13,228.0,4.0,44.0,3000,62.0,26.3,995.8,22.2,0.0,1.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,280.0
31973,2016,10,23,4,48.0,4.0,55.0,700,2.0,7.3,1020.4,4.8,0.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.0
7828,2014,1,21,3,12.0,24.0,39.0,600,29.0,-3.3,1028.8,-18.1,0.0,2.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.0
21851,2015,8,28,10,30.0,8.0,30.0,600,64.0,27.4,1004.8,16.7,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0
25663,2016,2,3,6,16.0,3.0,51.0,900,16.0,-8.2,1023.4,-17.5,0.0,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
22791,2015,10,6,14,289.0,23.0,59.0,2000,251.0,25.2,1011.1,14.9,0.0,1.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,289.0
12827,2014,8,17,10,68.0,4.0,40.0,800,103.0,28.7,1004.1,18.8,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0
15518,2014,12,7,13,17.0,8.0,16.0,300,51.0,4.8,1019.0,-19.7,0.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0
19443,2015,5,20,2,28.0,2.0,24.0,200,60.0,20.5,1010.1,1.3,0.0,2.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0
27726,2016,4,29,5,69.0,9.0,74.0,700,22.0,12.3,1007.3,3.5,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0
4018,2013,8,15,9,144.0,9.0,70.0,900,33.0,30.4,998.4,26.8,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113.0
4016,2013,8,15,7,95.0,9.0,66.0,700,11.0,28.3,998.5,26.5,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,94.0
17692,2015,3,8,3,201.0,39.0,94.0,1900,10.0,1.5,1014.5,-2.6,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,201.0
30061,2016,8,4,12,135.0,2.0,52.0,1600,163.0,32.4,1005.5,24.7,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135.0
7437,2014,1,4,20,206.0,58.0,99.0,2800,1.0,-1.7,1015.1,-4.5,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,157.0
11522,2014,6,24,1,72.0,2.0,55.0,800,73.0,20.3,999.8,18.8,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42.0
12255,2014,7,24,14,92.0,14.0,76.0,1100,73.0,28.5,999.9,22.3,0.0,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0
14858,2014,11,10,1,91.0,2.0,84.0,1600,2.0,1.0,1024.0,1.0,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0
24712,2015,12,25,15,628.0,12.0,183.0,7800,5.0,-1.4,1011.7,-3.9,0.0,1.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,612.0
24907,2016,1,2,18,206.0,36.0,145.0,3500,3.0,0.1,1015.1,-4.9,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.0
29403,2016,7,8,2,82.0,8.0,47.0,900,56.0,24.9,1005.8,20.8,0.0,2.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0
24808,2015,12,29,15,209.0,39.0,125.0,2700,9.0,2.5,1021.8,-5.6,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,193.0
33996,2017,1,15,11,62.0,16.0,40.0,600,44.0,-2.66,1031.0,-9.3,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35.0
26457,2016,3,7,8,45.0,7.0,44.0,600,28.0,6.4,1017.6,-15.0,0.0,2.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0
3100,2013,7,8,3,29.0,6.0,9.0,400,130.0,23.2,995.4,22.9,0.1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59.0
29179,2016,6,28,18,118.0,2.0,32.0,900,83.0,22.1,1001.2,18.9,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,118.0
8821,2014,3,3,12,262.0,157.0,106.0,5400,2.0,3.5,1014.8,-2.7,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,231.0
20801,2015,7,15,16,84.0,5.0,40.0,800,126.0,28.9,1001.7,18.1,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0
30802,2016,9,4,9,153.0,9.0,63.0,1500,32.0,24.9,1006.6,20.2,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.0
34638,2017,2,11,5,25.0,8.0,70.0,700,10.0,-3.6,1025.1,-18.3,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0
26604,2016,3,13,11,33.0,4.0,17.0,500,81.0,7.7,1022.7,-17.4,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0
7734,2014,1,17,5,94.0,68.0,73.0,2100,1.0,-1.5,1024.6,-5.7,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,159.0
13585,2014,9,18,0,78.0,3.0,82.0,900,2.0,13.5,1015.8,13.5,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0
4152,2013,8,20,23,41.0,5.0,56.0,1000,73.0,24.2,1003.0,23.9,0.2,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0
21525,2015,8,14,20,79.0,2.0,37.0,800,106.0,25.6,999.2,15.6,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36.0
2478,2013,6,12,5,49.0,6.0,36.0,500,39.0,15.0,1002.9,14.7,0.1,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31.0
10460,2014,5,10,19,121.0,23.0,90.0,1500,70.0,16.7,1009.1,8.9,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67.0
9153,2014,3,17,8,212.0,79.0,115.0,2800,2.0,10.2,1006.2,1.0,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0
3914,2013,8,11,1,77.0,7.0,24.0,400,97.0,27.5,1001.2,25.7,0.0,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,77.0
12511,2014,8,4,6,96.0,2.0,70.0,1400,2.0,26.1,996.5,23.4,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0
13007,2014,8,24,22,168.0,2.0,35.0,900,100.0,25.1,1004.4,21.0,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0
10484,2014,5,11,19,25.0,2.0,51.0,900,72.0,12.8,995.7,10.9,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.0
7536,2014,1,8,23,36.0,14.0,37.0,600,33.0,-2.7,1027.7,-20.1,0.0,1.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.0
8022,2014,1,29,5,83.0,43.0,72.0,2500,1.0,-4.0,1010.4,-6.6,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70.0
4856,2013,9,19,7,96.0,6.0,51.0,1400,14.0,20.2,1008.7,19.0,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82.0
4176,2013,8,21,23,126.0,9.0,59.0,1100,51.0,22.3,1002.4,21.5,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97.0
16426,2015,1,14,9,173.0,68.0,100.0,2400,3.0,-2.6,1027.3,-9.3,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0
4556,2013,9,6,19,99.0,15.0,44.0,1600,128.0,21.6,1010.0,17.6,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.0
25192,2016,1,14,15,101.0,29.0,59.0,1400,46.0,4.7,1014.3,-21.5,0.0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,77.0
13068,2014,8,27,11,86.0,4.0,78.0,800,98.0,32.4,1007.4,13.1,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.0
7393,2014,1,3,0,233.0,128.0,128.0,4600,1.0,4.1,1012.8,-7.7,0.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,168.0
7676,2014,1,14,19,115.0,61.0,94.0,1700,1.0,-1.0,1027.4,-13.9,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97.0
17131,2015,2,12,18,35.0,13.0,40.0,600,69.0,5.0,1012.0,-14.5,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35.0
16932,2015,2,4,11,11.0,16.0,28.0,400,50.0,3.0,1028.0,-17.8,0.0,2.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0
15341,2014,11,30,4,216.0,22.0,102.0,3100,2.0,2.8,1024.0,2.4,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,201.0
13607,2014,9,18,22,103.0,9.0,72.0,800,61.0,19.5,1011.0,11.5,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58.0
32973,2016,12,3,20,415.0,29.0,164.0,4400,2.0,2.0,1014.0,-1.1,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.0
25406,2016,1,23,13,41.0,6.0,9.0,300,61.0,-15.0,1039.0,-35.3,0.0,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.0
8739,2014,2,28,2,34.0,41.0,82.0,1200,3.0,-0.4,1022.3,-7.9,0.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54.0
29107,2016,6,25,18,39.0,2.0,21.0,300,106.0,34.7,1000.5,9.2,0.0,3.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0
30458,2016,8,21,1,91.0,2.0,77.0,1100,24.0,25.0,1003.9,22.9,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60.0
34003,2017,1,15,18,121.0,17.0,71.0,1000,21.0,-2.0,1026.0,-9.3,0.0,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77.0
30807,2016,9,4,14,47.0,8.0,18.0,500,193.0,30.4,1004.5,17.5,0.0,2.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45.0
321,2013,3,14,8,97.0,55.0,74.0,2100,82.0,0.5,1024.9,-4.2,0.0,2.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85.0
31450,2016,10,1,9,220.0,16.0,108.0,1800,13.0,18.4,1011.5,12.4,0.0,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0
15353,2014,11,30,16,143.0,3.0,16.0,200,56.0,3.2,1020.0,-23.6,0.0,3.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.0
12120,2014,7,18,23,91.0,2.0,36.0,800,127.0,28.0,1001.4,26.2,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,76.0
27396,2016,4,15,11,91.0,25.0,63.0,1500,40.0,16.8,1008.6,-0.9,0.0,1.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63.0
8197,2014,2,5,12,108.0,50.0,51.0,1400,21.0,0.2,1021.4,-10.6,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80.0
20110,2015,6,16,21,74.0,2.0,32.0,900,177.0,24.6,999.5,16.8,0.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74.0
8711,2014,2,26,22,5.0,38.0,52.0,600,21.0,7.2,1019.2,-2.3,0.0,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.0
21970,2015,9,2,9,26.0,5.0,31.0,600,26.0,24.0,1010.1,16.8,0.0,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.0
16773,2015,1,28,20,56.0,18.0,56.0,900,27.0,0.0,1025.0,-19.2,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50.0
8459,2014,2,16,10,320.0,133.0,95.0,3800,2.0,4.5,1024.8,-6.7,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,355.0
19858,2015,6,6,9,13.0,2.0,25.0,400,67.0,24.7,998.0,9.0,0.0,3.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0
33477,2016,12,24,20,159.0,29.0,103.0,2500,19.0,-0.5,1026.2,-8.2,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.0
9013,2014,3,11,12,666.0,161.0,124.0,2900,28.0,11.9,1010.3,-0.6,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.0
14043,2014,10,7,2,112.0,6.0,99.0,800,2.0,10.7,1014.4,8.6,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0
8539,2014,2,19,18,20.0,14.0,53.0,600,41.0,2.9,1022.1,-12.6,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.0
7783,2014,1,19,6,132.0,89.0,90.0,3600,1.0,-2.1,1019.4,-6.7,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,130.0
3941,2013,8,12,4,6.0,4.0,14.0,100,62.0,23.6,999.1,23.1,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43.0
6486,2013,11,26,5,6.0,7.0,18.0,400,40.0,0.4,1011.6,-14.8,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
25403,2016,1,23,10,19.0,7.0,15.0,300,52.0,-15.9,1041.0,-34.8,0.0,4.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0
23186,2015,10,23,1,42.0,3.0,52.0,700,2.0,8.6,1016.8,7.7,0.0,0.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42.0
20382,2015,6,28,5,104.0,6.0,52.0,1000,20.0,23.2,1003.4,20.3,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0
16685,2015,1,25,4,75.0,6.0,56.0,1000,8.0,0.0,1019.0,-2.7,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75.0
3921,2013,8,11,8,219.0,11.0,72.0,1500,11.0,26.8,1002.1,25.8,2.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0
7467,2014,1,6,2,114.0,24.0,61.0,1600,3.0,-0.3,1021.6,-2.7,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,106.0
11614,2014,6,27,21,66.0,2.0,38.0,800,129.0,23.2,1001.1,16.7,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.0
4066,2013,8,17,9,64.0,3.0,49.0,200,32.0,33.6,996.3,13.6,0.0,2.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.0
26404,2016,3,5,3,410.0,2.0,11.0,300,67.0,8.8,1015.8,-15.0,0.0,3.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77.0
15552,2014,12,8,23,133.0,51.0,97.0,2200,4.0,-4.0,1022.0,-8.9,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0
27017,2016,3,30,16,81.0,3.0,21.0,600,107.0,22.0,1008.9,-5.0,0.0,2.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26.0
