No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Huairou,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
12690,2014,8,11,17,28.0,2.0,15.0,300,102.0,32.4,993.2,8.6,0.0,2.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
18662,2015,4,17,13,169.0,13.0,48.0,600,79.0,22.9,998.5,-2.7,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86.0
31813,2016,10,16,12,140.0,2.0,45.0,1000,4.0,16.1,1009.1,13.2,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140.0
32109,2016,10,28,20,23.0,2.0,13.0,200,60.0,5.7,1023.0,-4.8,0.0,1.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0
12709,2014,8,12,12,10.0,5.0,10.0,400,106.0,32.9,997.0,9.7,0.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
16504,2015,1,17,15,34.0,2.0,32.0,600,48.0,1.0,1021.0,-16.9,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0
22187,2015,9,11,10,8.0,2.0,6.0,300,40.0,19.4,1007.8,12.4,0.0,1.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
3346,2013,7,18,9,134.0,8.0,7.0,1400,87.0,25.3,996.3,23.7,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,141.0
15936,2014,12,24,23,19.0,3.0,21.0,600,57.0,-3.2,1007.0,-14.0,0.0,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
7805,2014,1,20,4,6.0,1.0,2.0,200,84.0,-4.1,1018.0,-20.0,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0
16260,2015,1,7,11,22.0,8.0,27.0,600,37.0,0.0,1019.0,-19.2,0.0,1.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0
31631,2016,10,8,22,22.0,2.0,10.0,400,18.0,6.4,1014.9,2.5,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0
5259,2013,10,6,2,176.0,3.0,15.0,1900,35.343,12.9,1014.2,12.4,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,235.0
14279,2014,10,16,22,94.0,5.0,50.0,700,24.0,8.7,1009.0,1.1,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57.0
134,2013,3,6,13,178.0,89.0,80.0,1600,88.0,11.2,1002.7,-6.2,0.0,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.0
30645,2016,8,28,20,53.0,2.0,19.0,400,51.0,22.3,1001.6,13.6,0.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.0
13239,2014,9,3,14,16.0,5.0,13.0,400,117.0,30.0,998.1,12.9,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.0
12816,2014,8,16,23,174.0,9.0,33.0,1700,152.0,25.0,999.8,19.6,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,101.0
7294,2013,12,29,21,127.0,43.0,73.0,2200,7.0,-4.5,1008.0,-18.0,0.0,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91.0
15088,2014,11,19,15,299.0,72.0,108.0,2400,18.0,8.6,1020.0,-1.5,0.0,1.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,214.0
13457,2014,9,12,16,65.0,11.0,15.0,900,117.0,22.6,1005.2,16.4,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65.0
18996,2015,5,1,11,205.0,32.0,46.0,1500,94.0,22.6,999.6,13.6,0.0,1.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,172.0
15789,2014,12,18,20,218.0,53.0,98.0,4000,2.0,-2.2,1013.0,-8.9,0.0,1.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,164.0
9128,2014,3,16,7,157.0,42.0,65.0,1600,16.0,6.2,1009.0,-5.2,0.0,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0
20568,2015,7,5,23,100.0,6.0,27.0,700,104.0,22.2,1002.2,16.5,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62.0
14129,2014,10,10,16,249.0,42.0,45.0,3200,149.0,19.5,1011.2,15.2,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,249.0
29586,2016,7,15,17,20.0,2.0,6.0,500,67.0,20.5,994.7,18.1,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.0
9611,2014,4,5,10,40.0,2.0,7.0,300,93.0,15.0,1014.9,-13.3,0.0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0
13783,2014,9,26,6,86.0,2.0,57.0,1700,2.0,17.3,1003.4,15.3,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81.0
18988,2015,5,1,3,198.0,17.0,22.0,1100,115.0,17.8,1000.0,13.5,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,198.0
5640,2013,10,21,23,114.0,3.0,52.0,800,22.0,6.4,1015.5,3.7,0.0,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,105.0
1071,2013,4,14,14,163.0,18.0,30.0,600,86.0,16.5,998.7,-5.3,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45.0
22142,2015,9,9,13,38.0,3.0,4.0,400,65.0,24.1,1010.5,15.6,0.0,3.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.0
32608,2016,11,18,15,403.0,9.0,74.0,2500,2.0,7.3,1003.6,4.3,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.0
25522,2016,1,28,9,112.0,29.0,55.0,1900,2.0,-7.2,1021.7,-14.5,0.0,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.0
19990,2015,6,11,21,18.0,2.0,2.0,300,68.0,19.7,988.8,12.0,0.0,1.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
30324,2016,8,15,11,9.0,2.0,4.0,500,63.0,23.0,1001.3,19.4,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0
24177,2015,12,3,8,14.0,2.0,2.0,400,47.0,-1.8,1013.1,-17.1,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
31649,2016,10,9,16,79.0,8.0,78.0,600,9.0,16.9,1011.6,2.5,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58.0
5273,2013,10,6,16,151.0,49.0,25.0,2400,44.0,19.4,1011.4,14.6,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,146.0
25935,2016,2,14,14,5.0,2.0,2.0,200,53.0,-0.6,1021.0,-20.3,0.0,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
12125,2014,7,19,4,185.0,2.0,33.0,1500,63.0,26.0,1000.0,24.2,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,185.0
30234,2016,8,11,17,80.0,2.0,14.0,700,44.0,31.8,996.7,26.8,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71.0
7709,2014,1,16,4,196.0,82.0,98.0,2500,3.0,-3.7,1017.3,-10.3,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,187.0
1241,2013,4,21,16,187.0,29.0,54.0,1000,127.0,18.0,1005.4,1.0,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,144.0
4072,2013,8,17,15,25.0,5.0,10.0,200,94.0,35.9,991.8,12.8,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.0
32568,2016,11,16,23,105.0,4.0,43.0,1500,10.0,2.3,1014.3,-1.7,0.0,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88.0
33710,2017,1,3,13,120.0,10.0,66.0,1900,51.0,6.3,1011.7,-8.8,0.0,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0
30916,2016,9,9,3,17.0,2.0,2.0,300,29.0,15.7,999.2,14.6,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.0
4308,2013,8,27,11,68.0,15.0,24.0,1200,37.0,23.7,1000.1,19.8,0.0,0.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37.0
11480,2014,6,22,7,24.0,2.0,9.0,600,46.0,21.8,1001.0,17.0,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0
19129,2015,5,7,0,141.0,10.0,37.0,400,31.0,14.4,1003.2,-1.3,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.0
31006,2016,9,12,21,57.0,2.0,22.0,700,73.0,20.8,1009.1,17.0,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
24471,2015,12,15,14,7.0,2.0,2.0,300,71.0,3.0,1015.8,-16.2,0.0,5.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
28243,2016,5,20,18,61.0,10.0,19.0,500,192.0,27.0,1005.3,7.4,0.0,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38.0
21509,2015,8,14,4,158.0,2.0,8.0,1100,100.0,24.4,994.0,22.5,0.0,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,145.0
14477,2014,10,25,4,199.0,2.0,18.0,1700,34.0,8.3,1002.3,7.7,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,199.0
8462,2014,2,16,13,6.0,32.0,21.0,700,102.0,8.2,1019.5,-12.9,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65.0
2004,2013,5,23,11,104.0,22.0,40.0,600,111.0,26.8,1001.9,4.5,0.0,3.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41.0
4498,2013,9,4,9,46.0,2.0,48.0,900,40.0,20.8,1008.3,19.5,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.0
25234,2016,1,16,9,108.0,55.0,69.0,2600,2.0,-2.1,1014.1,-9.3,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,108.0
34929,2017,2,23,8,38.0,2.0,41.0,100,42.0,-5.4,1021.9,-11.5,0.0,1.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0
24233,2015,12,5,16,16.0,2.0,15.0,300,65.0,6.5,1020.3,-9.0,0.0,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
20850,2015,7,17,17,35.0,2.0,11.0,500,103.0,27.5,996.8,18.2,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26.0
13655,2014,9,20,22,103.0,2.0,27.0,1000,87.0,17.2,1004.6,15.5,0.0,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82.0
12961,2014,8,23,0,82.0,2.0,33.0,900,75.0,22.7,997.5,20.0,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71.0
23577,2015,11,8,8,50.0,2.0,17.0,500,28.0,2.0,1017.0,-0.3,0.0,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0
5847,2013,10,30,14,55.0,11.0,26.0,500,64.0458,15.7,1016.7,-1.0,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34.0
4558,2013,9,6,21,112.0,5.0,36.0,1200,93.0,19.8,1008.0,19.5,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0
22277,2015,9,15,4,81.0,2.0,10.0,800,45.0,13.7,1011.6,13.1,0.0,0.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81.0
22876,2015,10,10,3,5.0,2.0,3.0,200,22.0,7.8,1006.2,-3.1,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
29357,2016,7,6,4,92.0,2.0,17.0,900,69.0,21.4,1003.2,19.5,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92.0
20819,2015,7,16,10,32.0,2.0,12.0,800,81.0,21.9,999.8,19.8,0.1,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32.0
19216,2015,5,10,15,26.0,2.0,2.0,1700,15.0,8.9,1006.3,8.3,5.5,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.0
17491,2015,2,27,18,71.0,18.0,32.0,1000,43.0,0.0,1021.0,-14.8,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34.0
19813,2015,6,4,12,44.0,2.0,20.0,600,72.0,18.2,996.4,15.6,0.9,2.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.0
19615,2015,5,27,6,113.0,2.0,32.0,900,44.0,19.6,996.8,15.0,0.0,1.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.0
12157,2014,7,20,12,88.0,2.0,2.0,800,164.0,33.1,995.8,23.4,0.0,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88.0
6708,2013,12,5,11,25.0,14.0,14.0,300,65.7594,8.4,1016.5,-14.6,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
17493,2015,2,27,20,92.0,22.0,36.0,1200,34.0,-0.7,1022.8,-14.3,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58.0
30212,2016,8,10,19,93.0,4.0,23.0,800,112.0,30.7,996.6,24.8,0.0,2.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76.0
26806,2016,3,21,21,226.0,21.0,71.0,1700,29.0,11.5,1010.0,-1.0,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,156.0
18131,2015,3,26,10,168.0,27.0,51.0,1100,51.0,13.2,1021.5,-0.1,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,133.0
6222,2013,11,15,5,58.0,12.0,42.0,900,13.7088,-1.5,1009.9,-6.6,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34.0
16795,2015,1,29,18,19.0,8.0,23.0,300,61.0,1.0,1018.0,-20.1,0.0,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0
20391,2015,6,28,14,187.0,21.0,18.0,2200,218.0,30.7,996.6,22.3,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,187.0
29629,2016,7,17,12,70.0,3.0,9.0,900,136.0,28.7,998.3,18.2,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60.0
3933,2013,8,11,20,68.0,3.0,3.0,1000,65.0,24.9,997.6,24.9,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59.0
27596,2016,4,23,19,81.0,3.0,30.0,300,85.0,18.6,1003.6,-8.6,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.0
34659,2017,2,12,2,43.0,8.0,12.0,800,54.0,-5.9,1018.5,-15.7,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30.0
21480,2015,8,12,23,169.0,2.0,31.0,1000,110.0,27.3,996.7,22.7,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,112.0
17037,2015,2,8,20,51.0,14.0,34.0,1000,32.0,-6.0,1023.0,-24.9,0.0,1.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.0
7769,2014,1,18,16,48.0,42.0,63.0,700,43.0,3.6,1022.0,-14.2,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37.0
7328,2013,12,31,7,113.0,27.0,59.0,1500,12.0,-5.5,1002.8,-14.5,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0
21450,2015,8,11,17,46.0,2.0,7.0,800,253.0,33.8,997.5,21.9,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.0
5256,2013,10,5,23,229.0,3.0,20.0,1900,46.0,15.2,1014.8,13.6,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,252.0
19021,2015,5,2,12,75.0,8.0,11.0,600,96.0,22.0,1001.6,10.5,0.0,2.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0
5526,2013,10,17,5,56.0,4.0,42.0,700,17.0,3.7,1018.0,2.5,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.0
725,2013,3,31,4,78.0,16.0,24.0,600,48.0,3.0,1013.0,0.7,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0
4251,2013,8,25,2,19.0,1.0,14.0,400,49.0,19.7,1000.1,18.7,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.0
22235,2015,9,13,10,65.0,2.0,22.0,300,19.0,22.7,1008.6,11.4,0.0,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0
20904,2015,7,19,23,53.0,2.0,7.0,700,77.0,22.4,1000.5,20.9,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53.0
28869,2016,6,15,20,15.0,2.0,21.0,500,96.0,24.1,993.0,13.0,0.0,1.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0
21924,2015,8,31,11,51.0,2.0,6.0,500,19.0,22.4,1004.7,19.4,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0
6915,2013,12,14,2,51.0,23.0,45.0,1500,8.0,-10.2,1017.9,-17.3,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57.0
19636,2015,5,28,3,129.0,18.0,21.0,1000,120.0,21.1,995.0,15.0,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,129.0
22626,2015,9,29,17,16.0,2.0,9.0,600,24.0,14.2,1020.1,13.2,0.6,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0
30154,2016,8,8,9,17.0,2.0,14.0,500,26.0,28.5,1001.8,21.3,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0
21853,2015,8,28,12,21.0,2.0,3.0,400,90.0,30.8,998.5,16.4,0.0,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.0
12868,2014,8,19,3,148.0,2.0,35.0,1000,52.0,20.4,1003.0,18.0,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113.0
33705,2017,1,3,8,148.0,2.0,61.0,2900,2.0,-7.3,1014.0,-10.2,0.0,2.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,148.0
2565,2013,6,15,20,309.0,36.0,58.0,1399,198.0,25.9,997.8,17.8,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.0
15875,2014,12,22,10,80.0,27.0,57.0,1400,4.0,-0.5,1016.0,-12.8,0.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0
760,2013,4,1,15,62.0,17.0,7.0,500,107.0,14.8,1008.9,-7.4,0.0,5.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.0
20569,2015,7,6,0,98.0,6.0,21.0,700,98.0,22.5,1002.4,17.2,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
15219,2014,11,25,2,71.0,8.0,47.0,1500,2.0,-0.5,1011.0,-5.7,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70.0
23161,2015,10,22,0,91.0,2.0,34.0,1200,2.0,9.6,1016.9,9.3,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0
22463,2015,9,22,22,30.0,2.0,5.0,800,59.0,16.2,1001.2,15.7,0.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30.0
11761,2014,7,4,0,163.0,2.0,17.0,1200,68.0,24.0,994.0,22.4,0.0,1.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,163.0
6152,2013,11,12,7,72.0,18.0,69.0,900,1.071,0.8,1017.3,-4.8,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41.0
20718,2015,7,12,5,110.0,2.0,16.0,900,90.0,22.6,994.5,20.3,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110.0
10338,2014,5,5,17,20.0,2.0,12.0,200,98.0,19.4,1004.8,-9.8,0.0,2.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.0
8068,2014,1,31,3,185.0,37.0,32.0,1100,29.0,-1.2,1011.4,-5.4,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,152.0
18614,2015,4,15,13,203.0,40.0,67.0,1300,89.0,21.9,988.1,5.3,0.0,2.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,143.0
34052,2017,1,17,19,194.0,8.0,105.0,2300,12.0,-2.733333333,1020.333333,-7.5,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,171.0
9528,2014,4,1,23,122.0,7.0,58.0,1000,46.0,13.7,1001.5,3.5,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93.0
33846,2017,1,9,5,8.0,2.0,2.0,300,51.0,-4.3,1018.6,-12.0,0.0,1.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0
12668,2014,8,10,19,79.0,7.0,33.0,700,204.0,28.2,993.2,17.7,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39.0
12056,2014,7,16,7,88.0,2.0,18.0,800,72.0,25.1,995.9,20.4,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0
6043,2013,11,7,18,95.0,26.0,70.0,700,25.2756,6.3,1010.3,-4.5,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.0
21332,2015,8,6,19,205.0,2.0,13.0,1100,170.0,27.5,998.5,22.2,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,125.0
16489,2015,1,17,0,17.0,8.0,24.0,500,55.0,-7.0,1024.0,-19.0,0.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.0
4834,2013,9,18,9,88.0,1.0,50.0,1400,11.0,21.1,1012.4,21.1,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77.0
17165,2015,2,14,4,134.0,12.0,50.0,2100,24.0,-5.0,1002.0,-11.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,134.0
2485,2013,6,12,12,88.0,16.0,30.0,600,116.0,25.0,998.8,13.9,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68.0
2744,2013,6,23,7,48.0,3.0,21.0,400,12.0,22.9,996.5,17.4,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
30075,2016,8,5,2,59.0,2.0,17.0,600,8.0,26.7,1001.5,24.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0
33784,2017,1,6,15,201.0,21.0,75.0,3100,47.0,4.1,1015.6,-4.9,0.0,1.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,186.0
12390,2014,7,30,5,94.0,2.0,8.0,1000,158.0,22.5,996.3,21.7,0.1,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94.0
6882,2013,12,12,17,24.0,13.0,10.0,400,67.0,-3.5,1015.0,-26.5,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0
26274,2016,2,28,17,58.0,2.0,2.0,300,79.0,1.4,1022.8,-23.3,0.0,9.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0
34889,2017,2,21,16,121.0,4.0,90.0,2100,2.0,-2.7,1018.9,-4.6,0.3,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0
32396,2016,11,9,19,238.0,12.0,96.0,2600,2.0,4.2,1016.0,0.7,0.0,0.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,199.0
19451,2015,5,20,10,36.0,2.0,14.0,300,67.0,25.5,1008.5,3.4,0.0,1.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
21672,2015,8,20,23,43.0,2.0,16.0,400,49.0,24.5,998.7,12.1,0.0,3.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.0
15797,2014,12,19,4,174.0,17.0,75.0,3500,2.0,-5.5,1013.0,-7.2,0.0,0.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,137.0
15481,2014,12,6,0,45.0,24.0,41.0,1600,14.0,-7.2,1016.0,-18.5,0.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41.0
895,2013,4,7,6,125.0,28.0,53.0,2299,2.0,3.0,1002.2,-4.0,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62.0
28507,2016,5,31,18,116.0,16.0,37.0,1100,75.0,24.4,1001.6,7.1,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39.0
26145,2016,2,23,8,18.0,3.0,3.0,500,81.0,-2.7,1029.7,-21.0,0.0,4.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
34188,2017,1,23,11,27.0,4.0,13.0,400,71.0,-5.425,1028.0,-18.8,0.0,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.0
22011,2015,9,4,2,37.0,2.0,3.0,600,61.0,22.0,1005.1,18.6,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.0
13415,2014,9,10,22,112.0,6.0,36.0,1200,110.0,19.4,1006.1,15.1,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72.0
2550,2013,6,15,5,127.0,6.0,23.0,500,63.0,18.9,1000.0,12.9,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84.0
