No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Changping,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
280,2013,3,12,15,167.0,34.0,85.0,2000,34.0,6.3,1004.2,3.3,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,156.0
14114,2014,10,10,1,384.0,2.0,19.0,1500,84.0,13.9,1013.0,12.5,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,384.0
18713,2015,4,19,16,111.0,2.0,11.0,200,105.0,21.9,1003.5,-11.1,0.0,2.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0
9517,2014,4,1,12,149.0,33.0,46.0,1200,96.0,22.5,1002.2,3.6,0.0,1.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,146.0
31831,2016,10,17,6,13.0,2.0,32.0,700,32.0,12.1,1011.8,2.3,0.0,2.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0
21674,2015,8,21,1,10.0,2.0,6.0,300,77.0,24.3,999.2,10.6,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
7569,2014,1,10,8,111.0,58.0,64.0,3600,4.0,-7.9,1022.5,-23.3,0.0,1.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.0
18424,2015,4,7,15,10.0,3.0,9.0,300,97.0,13.9,1018.2,-17.3,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0
29877,2016,7,27,20,85.0,2.0,17.0,600,109.0,22.2,995.2,20.3,9.5,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.0
16947,2015,2,5,2,11.0,2.0,10.0,300,72.0,1.0,1026.0,-14.7,0.0,2.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0
1010,2013,4,12,1,52.0,4.0,19.0,400,57.0,5.9,1008.2,-10.0,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.0
9326,2014,3,24,13,285.0,72.0,64.0,2000,120.0,19.7,1002.5,0.2,0.0,1.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,266.0
11105,2014,6,6,16,8.0,2.0,13.0,300,66.0,19.9,996.0,14.9,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
27667,2016,4,26,18,102.0,13.0,43.0,700,133.0,21.5,1004.4,5.0,0.0,2.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0
24902,2016,1,2,13,297.0,43.0,134.0,4200,7.0,4.8,1009.8,-5.9,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,236.0
28031,2016,5,11,22,177.0,2.0,28.0,1100,117.0,22.6,990.5,16.2,0.1,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,177.0
23888,2015,11,21,7,22.0,4.0,50.0,1900,2.0,1.6,1020.8,1.0,0.2,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.0
14624,2014,10,31,7,119.0,5.0,56.0,1900,5.0,11.6,1012.8,6.7,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119.0
745,2013,4,1,0,269.0,20.0,68.0,1899,3.0,6.0,1006.0,3.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,230.0
30045,2016,8,3,20,50.0,2.0,21.0,800,152.0,31.5,999.6,22.8,0.0,2.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
2,2013,3,1,1,3.0,6.0,6.0,300,85.0,-2.5,1021.3,-19.0,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
23376,2015,10,30,23,44.0,2.0,45.0,500,13.0,4.1,1023.4,-2.8,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.0
24064,2015,11,28,15,172.0,32.0,68.0,2000,37.0,1.2,1019.3,-8.1,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0
849,2013,4,5,8,110.0,8.0,50.0,2299,4.0,8.0,1008.7,6.8,0.0,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,97.0
16602,2015,1,21,17,16.0,7.0,25.0,400,58.0,4.0,1018.0,-15.9,0.0,2.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.0
27701,2016,4,28,4,77.0,2.0,78.0,800,2.0,10.3,1004.7,7.7,0.0,0.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77.0
474,2013,3,20,17,49.0,10.0,21.0,600,88.0,4.3,1011.2,-4.7,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47.0
19060,2015,5,4,3,50.0,2.0,5.0,100,76.0,13.6,1009.6,-11.0,0.0,1.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0
24805,2015,12,29,12,232.0,36.0,119.0,3300,3.0,1.5,1018.4,-8.1,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.0
17827,2015,3,13,18,34.0,12.0,34.0,600,74.0,12.9,1011.7,-24.0,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.0
49,2013,3,3,0,87.0,41.0,76.0,1500,7.0,-2.4,1017.4,-13.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73.0
30745,2016,9,2,0,21.0,2.0,65.0,600,2.0,22.7,991.2,11.4,0.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.0
33234,2016,12,14,17,51.0,12.0,67.0,1000,13.0,1.3,1020.5,-15.7,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22.0
11379,2014,6,18,2,40.0,2.0,67.0,700,21.0,18.9,994.7,17.2,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40.0
7139,2013,12,23,10,246.0,124.0,117.0,5200,4.0,1.0,1023.3,-12.8,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,217.0
10047,2014,4,23,14,197.0,32.0,53.0,1200,151.0,24.1,998.7,12.1,0.0,4.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,176.0
13188,2014,9,1,11,95.0,10.0,26.0,2100,62.0,24.0,1004.3,19.5,0.0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0
9807,2014,4,13,14,241.0,35.0,75.0,1500,160.0,23.0,1006.1,5.0,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,227.0
10450,2014,5,10,9,85.0,29.0,63.0,1300,38.0,17.0,1008.3,5.0,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0
11998,2014,7,13,21,42.0,2.0,30.0,400,70.0,26.3,993.9,14.7,0.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.0
8592,2014,2,21,23,288.0,69.0,71.0,2900,20.0,0.6,1019.7,-5.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,288.0
13959,2014,10,3,14,88.0,10.0,23.0,1700,43.0,16.7,1007.4,11.6,0.0,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0
1321,2013,4,25,0,27.0,3.0,26.0,400,65.0,12.9,1004.5,-3.0,0.0,2.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0
3217,2013,7,13,0,131.0,10.0,21.0,1400,82.0,26.5,997.6,22.6,0.0,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,158.0
922,2013,4,8,9,141.0,4.0,15.0,400,79.0,8.6,1004.0,-12.0,0.0,6.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0
12137,2014,7,19,16,58.0,2.0,13.0,500,185.0,35.9,997.1,21.0,0.0,3.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58.0
13024,2014,8,25,15,12.0,2.0,21.0,200,101.0,33.2,1000.0,4.0,0.0,3.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0
8594,2014,2,22,1,332.0,89.0,105.0,3800,3.0,1.0,1019.9,-4.8,0.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,322.0
21036,2015,7,25,11,104.0,2.0,31.0,600,111.0,29.3,992.2,21.3,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.0
32284,2016,11,5,3,170.0,4.0,62.0,3100,2.0,4.2,999.0,4.1,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,148.0
20164,2015,6,19,3,35.0,6.0,67.0,500,16.0,24.0,997.1,7.6,0.0,1.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0
29244,2016,7,1,11,8.0,2.0,10.0,300,78.0,30.8,995.4,9.1,0.0,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
23631,2015,11,10,14,89.0,2.0,61.0,1500,4.0,5.6,1019.2,4.2,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0
27371,2016,4,14,10,74.0,2.0,22.0,400,65.0,18.7,1008.2,-2.9,0.0,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0
14197,2014,10,13,12,17.0,6.0,12.0,400,55.0,16.5,1016.5,-9.5,0.0,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.0
10030,2014,4,22,21,41.0,13.0,41.0,500,102.0,19.1,1001.6,2.4,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0
9245,2014,3,21,4,52.0,9.0,81.0,600,3.0,7.3,1014.1,-12.0,0.0,1.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.0
16682,2015,1,25,1,92.0,10.0,72.0,1900,6.0,0.0,1020.0,-2.1,0.0,1.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0
18257,2015,3,31,16,103.0,3.0,72.0,1200,6.0,14.2,1007.2,7.5,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,101.0
29196,2016,6,29,11,89.0,2.0,37.0,500,84.0,25.9,995.7,19.1,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,89.0
8275,2014,2,8,18,6.0,22.0,17.0,200,67.0,-4.0,1022.5,-19.9,0.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
25460,2016,1,25,19,55.0,21.0,51.0,500,32.0,-0.8,1018.0,-21.0,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.0
10501,2014,5,12,12,14.0,4.0,13.0,200,103.0,29.6,991.4,1.1,0.0,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0
4283,2013,8,26,10,30.0,3.0,5.0,400,105.0,32.9,997.6,14.5,0.0,3.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0
6333,2013,11,19,20,73.0,25.0,49.0,1300,8.568,1.0,1014.6,-11.8,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64.0
22473,2015,9,23,8,62.0,2.0,49.0,800,2.0,16.9,1001.6,15.2,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26.0
20562,2015,7,5,17,78.0,17.0,16.0,1200,248.0,29.4,998.5,14.0,0.0,2.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59.0
3417,2013,7,21,8,119.0,7.0,63.0,1000,16.0,26.3,997.1,21.7,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91.0
5517,2013,10,16,20,121.0,7.0,103.0,1000,13.0,10.6,1015.7,1.4,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0
537,2013,3,23,8,78.0,15.0,52.0,1300,11.0,1.6,1002.8,-4.3,0.0,2.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0
15457,2014,12,5,0,13.0,3.0,14.0,400,57.0,-3.2,1025.0,-25.5,0.0,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0
28571,2016,6,3,10,129.0,16.0,71.0,1100,99.0,25.2,998.3,9.5,0.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,129.0
32767,2016,11,25,6,102.0,3.0,65.0,2400,2.0,-5.8,1016.8,-10.8,0.0,0.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93.0
25337,2016,1,20,16,159.0,59.0,101.0,3100,9.0,-3.0,1024.0,-16.3,0.0,1.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,107.0
28235,2016,5,20,10,113.0,24.0,45.0,1200,126.0,23.2,1008.0,10.9,0.0,1.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0
7705,2014,1,16,0,329.0,168.0,123.0,3700,8.0,-1.3,1018.2,-14.8,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,294.0
32397,2016,11,9,20,247.0,6.0,103.0,3800,2.0,3.6,1015.5,0.1,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,226.0
21879,2015,8,29,14,29.0,2.0,13.0,300,160.0,30.3,999.3,16.3,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27.0
35030,2017,2,27,13,81.0,20.0,67.0,1100,35.0,13.5,1010.5,-6.2,0.0,2.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66.0
11934,2014,7,11,5,80.0,5.0,96.0,500,4.0,23.5,991.5,14.5,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32.0
6649,2013,12,3,0,78.0,81.0,58.0,1400,8.0,6.4,1011.7,-10.8,0.0,2.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72.0
5351,2013,10,9,22,201.0,15.0,102.0,1800,4.0,14.8,1001.4,13.0,0.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,185.0
19106,2015,5,6,1,36.0,2.0,4.0,200,94.0,17.7,1001.5,-14.4,0.0,3.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0
19177,2015,5,9,0,135.0,12.0,36.0,1800,57.0,16.7,1006.0,9.4,0.0,3.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0
8535,2014,2,19,14,6.0,16.0,12.0,200,80.0,6.1,1017.2,-14.1,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0
12221,2014,7,23,4,17.0,8.0,33.0,500,38.0,24.1,996.1,15.8,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.0
16195,2015,1,4,18,147.0,64.0,112.0,2100,8.0,6.0,1005.0,-13.6,0.0,1.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0
34474,2017,2,4,9,246.0,52.0,80.0,3400,10.0,-1.4,1010.6,-11.8,0.0,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,240.0
29227,2016,6,30,18,17.0,2.0,10.0,500,113.0,33.1,992.6,13.7,0.0,2.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0
12460,2014,8,2,3,164.0,2.0,33.0,1100,58.0,26.2,996.3,23.5,0.0,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,164.0
18145,2015,3,27,0,133.0,12.0,29.0,700,89.0,11.5,1016.2,-1.3,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0
18958,2015,4,29,21,172.0,6.0,36.0,1100,136.0,23.5,1001.6,14.8,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0
12240,2014,7,23,23,36.0,5.0,32.0,500,72.0,29.6,994.6,14.6,0.0,3.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.0
12443,2014,8,1,10,184.0,4.0,37.0,1600,48.0,27.9,998.7,22.6,0.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,184.0
32139,2016,10,30,2,87.0,14.0,38.0,200,2.0,2.1,1016.0,-1.5,0.0,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42.0
5720,2013,10,25,7,54.0,13.0,42.0,600,30.0,9.9,1021.4,-0.1,0.0,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42.0
27299,2016,4,11,10,114.0,11.0,66.0,900,43.0,11.0,1012.0,-4.7,0.0,3.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.0
5598,2013,10,20,5,12.0,8.0,39.0,400,23.0,8.3,1017.8,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
10083,2014,4,25,2,143.0,33.0,64.0,1400,97.0,17.0,1006.8,9.9,0.0,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,131.0
10618,2014,5,17,9,140.0,32.0,80.0,900,45.0,22.9,1005.6,4.9,0.0,3.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0
30536,2016,8,24,7,108.0,2.0,29.0,1000,31.0,23.5,997.3,20.6,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60.0
420,2013,3,18,11,6.0,3.0,10.0,200,92.0,10.2,1000.9,-16.2,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.0
6328,2013,11,19,15,47.0,31.0,34.0,600,32.9868,7.8,1012.8,-12.1,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0
20282,2015,6,24,1,202.0,13.0,24.0,1200,126.0,27.3,996.9,18.0,0.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0
33996,2017,1,15,11,71.0,15.0,66.0,1400,14.0,-3.5,1025.0,-7.5,0.0,1.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59.0
20778,2015,7,14,17,88.0,9.0,20.0,600,207.0,31.2,995.2,15.2,0.0,8.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.0
8953,2014,3,9,0,8.0,13.0,20.0,700,58.0,0.5,1015.8,-17.3,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
22122,2015,9,8,17,63.0,7.0,38.0,800,151.0,25.5,1005.4,12.7,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31.0
13322,2014,9,7,1,191.0,8.0,33.0,1400,80.0,23.2,999.7,18.5,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,188.0
5953,2013,11,4,0,35.0,5.0,63.0,900,12.6378,6.8,1020.5,-2.1,0.0,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23.0
25316,2016,1,19,19,133.0,32.0,92.0,1700,5.0,-3.4,1022.4,-20.7,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0
29890,2016,7,28,9,22.0,2.0,21.0,700,60.0,27.5,993.0,19.6,0.0,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.0
28940,2016,6,18,19,93.0,3.0,23.0,600,184.0,31.2,994.9,14.8,0.0,2.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0
33600,2016,12,29,23,83.0,9.0,63.0,1800,5.0,-5.7,1023.3,-15.5,0.0,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68.0
2664,2013,6,19,23,56.0,5.0,17.0,500,138.0,27.4,995.1,15.4,0.0,1.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28.0
31721,2016,10,12,16,132.0,3.0,85.0,1500,23.0,15.9,1012.6,10.4,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.0
3276,2013,7,15,11,15.0,5.0,28.0,2100,8.0,24.1,990.1,23.1,0.1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.0
11458,2014,6,21,9,102.0,3.0,37.0,900,53.0,22.0,1000.9,17.6,0.0,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102.0
8004,2014,1,28,11,37.0,46.0,41.0,900,39.0,4.3,1019.8,-18.7,0.0,3.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32.0
33125,2016,12,10,4,36.0,8.0,49.0,1100,3.0,-5.5,1020.6,-11.8,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.0
26966,2016,3,28,13,141.0,16.0,98.0,1000,18.0,15.8,1001.0,-8.5,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70.0
10807,2014,5,25,6,95.0,2.0,46.0,2100,2.0,20.8,998.8,16.0,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95.0
10348,2014,5,6,3,68.0,9.0,52.0,600,39.0,10.7,1003.7,-3.8,0.0,1.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35.0
8807,2014,3,2,22,212.0,74.0,107.0,2800,5.0,3.4,1013.9,-9.3,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0
20536,2015,7,4,15,53.0,7.0,49.0,700,80.0,25.1,1000.3,11.3,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.0
5748,2013,10,26,11,134.0,31.0,82.0,1000,5.5692,15.4,1013.6,-0.8,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0
15221,2014,11,25,4,128.0,14.0,65.0,3200,2.0,-0.1,1024.0,-7.8,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,92.0
21515,2015,8,14,10,29.0,5.0,21.0,300,95.0,29.9,995.1,15.6,0.0,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20.0
34732,2017,2,15,3,217.0,12.0,102.0,3100,2.0,-2.2,1017.0,-6.8,0.0,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,217.0
3627,2013,7,30,2,45.0,3.0,37.0,700,39.0,23.7,988.9,20.8,0.0,0.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58.0
28332,2016,5,24,11,24.0,3.0,30.0,300,74.0,25.0,994.3,5.2,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.0
2039,2013,5,24,22,26.0,5.0,15.0,300,79.0,21.9,1004.8,10.7,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.0
27027,2016,3,31,2,163.0,12.0,99.0,1100,2.0,8.9,1003.0,-1.8,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62.0
16057,2014,12,30,0,37.0,16.0,51.0,500,23.0,5.5,1018.0,-15.1,0.0,3.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.0
16502,2015,1,17,13,45.0,45.0,46.0,900,39.0,2.0,1019.0,-15.5,0.0,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0
23959,2015,11,24,6,21.0,10.0,29.0,1000,32.0,-6.2,1031.8,-13.6,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.0
12430,2014,7,31,21,161.0,2.0,38.0,1500,157.0,28.1,998.1,21.6,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161.0
20256,2015,6,22,23,86.0,4.0,19.0,900,127.0,24.0,997.5,13.8,0.0,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76.0
14332,2014,10,19,3,268.0,7.0,108.0,2600,15.0,13.5,1005.2,9.2,0.0,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,213.0
27448,2016,4,17,15,17.0,2.0,22.0,400,77.0,18.9,1000.6,-9.2,0.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0
1620,2013,5,7,11,225.0,40.0,86.0,1399,83.0,25.0,1007.6,13.2,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,172.0
4656,2013,9,10,23,18.0,2.0,32.0,300,24.0,17.2,1005.5,8.6,0.0,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0
13708,2014,9,23,3,43.0,2.0,30.0,800,20.0,18.1,1008.4,14.6,0.1,2.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43.0
8156,2014,2,3,19,55.0,2.0,4.0,300,79.0,-1.7,1018.7,-31.8,0.0,3.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0
19899,2015,6,8,2,11.0,2.0,11.0,200,46.0,16.6,998.1,8.8,0.0,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0
23804,2015,11,17,19,152.0,6.0,71.0,1900,3.0,7.5,1019.5,1.8,0.0,2.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0
697,2013,3,30,0,117.0,26.0,54.0,1700,25.0,3.8,1014.2,-6.5,0.0,2.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0
3512,2013,7,25,7,42.0,8.0,42.0,400,25.0,29.6,993.3,17.4,0.0,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0
6306,2013,11,18,17,17.0,18.0,10.0,300,56.3346,5.4,1016.8,-14.7,0.0,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0
2452,2013,6,11,3,36.0,3.0,19.0,500,33.0,17.0,1000.6,14.3,0.0,0.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.0
33599,2016,12,29,22,82.0,13.0,64.0,1700,6.0,-4.4,1023.2,-15.7,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73.0
9194,2014,3,19,1,116.0,17.0,54.0,1000,32.0,7.9,1011.7,-9.1,0.0,2.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0
12520,2014,8,4,15,5.0,2.0,17.0,400,56.0,23.7,997.2,19.6,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
18153,2015,3,27,8,156.0,13.0,71.0,1000,26.0,9.7,1015.1,-0.2,0.0,0.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83.0
