No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Dingling,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
34728,2017,2,14,23,220.0,22.0,67.0,3200,30.0,-1.7,1020.2,-6.8,0.0,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,220.0
9989,2014,4,21,4,13.0,2.0,9.0,100,73.0,9.7,1007.7,-1.1,0.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0
31022,2016,9,13,13,100.0,2.0,16.0,300,115.0,25.5,1008.9,18.2,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100.0
24023,2015,11,26,22,43.0,13.0,31.0,1000,10.0,-7.6,1020.3,-14.0,0.0,1.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43.0
23880,2015,11,20,23,81.0,15.0,46.0,3000,2.0,2.0,1021.1,0.8,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81.0
26173,2016,2,24,12,41.0,11.0,16.0,600,63.0,4.7,1024.2,-17.0,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31.0
11469,2014,6,21,20,5.0,2.0,10.0,100,115.0,18.7,1000.3,16.5,0.1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0
11780,2014,7,4,19,247.0,3.0,27.0,1500,192.0,28.9,996.5,22.4,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.0
2244,2013,6,2,11,282.0,64.0,58.0,2899,71.0,21.6,996.4,15.7,0.0,1.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,258.0
9875,2014,4,16,10,156.0,8.0,47.0,700,15.0,17.0,1006.4,-0.7,0.0,0.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99.0
6785,2013,12,8,16,47.0,10.0,9.0,600,61.0,6.6,1012.4,-11.1,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0
8917,2014,3,7,12,17.0,15.0,3.0,300,71.0,8.2,1019.2,-24.2,0.0,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
9408,2014,3,27,23,226.0,25.0,72.0,1800,2.0,13.1,999.6,5.5,0.0,0.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,167.0
9013,2014,3,11,12,246.0,83.0,100.0,2500,25.0,10.8,1006.8,-3.3,0.0,1.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,227.0
8262,2014,2,8,5,76.0,11.0,39.0,1400,11.0,-6.4,1015.3,-8.1,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,128.0
27040,2016,3,31,15,347.0,59.0,118.0,2100,99.0,20.1,995.2,4.9,0.0,2.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,244.0
3180,2013,7,11,11,34.0,3.0,29.0,500,26.0,26.5,997.8,20.8,0.0,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
27289,2016,4,11,0,106.0,9.0,25.0,700,69.0,9.7,1014.1,-6.6,0.0,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45.0
4332,2013,8,28,11,34.0,6.0,38.0,2300,27.0,23.9,990.7,21.4,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61.0
8465,2014,2,16,16,78.0,29.0,24.0,1000,50.0,5.2,1019.9,-8.3,0.0,2.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,118.0
21026,2015,7,25,1,32.0,2.0,10.0,600,41.0,23.4,993.0,19.8,0.0,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32.0
26840,2016,3,23,7,13.0,3.0,2.0,300,83.0,6.0,1023.6,-11.6,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
18558,2015,4,13,5,10.0,2.0,4.0,200,101.0,7.2,1020.5,-4.3,0.0,2.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0
13090,2014,8,28,9,56.0,2.0,10.0,500,126.0,21.5,1006.8,18.1,0.2,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56.0
26576,2016,3,12,7,108.0,5.0,44.0,1300,9.0,-3.8,1009.3,-13.2,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55.0
9986,2014,4,21,1,26.0,2.0,12.0,100,78.0,11.8,1007.3,-0.7,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.0
23825,2015,11,18,16,99.0,6.0,48.0,1100,3.0,4.0,1016.0,0.5,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0
11452,2014,6,21,3,48.0,2.0,17.0,900,39.0,21.6,999.7,17.4,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0
23199,2015,10,23,14,54.0,10.0,50.0,1100,37.0,18.9,1006.6,8.8,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51.0
31599,2016,10,7,14,22.0,2.0,30.0,1500,13.0,13.1,1007.5,12.2,0.0,1.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.0
18035,2015,3,22,10,41.0,10.0,3.0,300,93.0,10.9,1020.6,-18.5,0.0,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0
2440,2013,6,10,15,11.0,3.0,10.0,300,108.0,25.4,1002.1,9.2,0.0,1.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27.0
2025,2013,5,24,8,99.0,10.0,20.0,600,50.0,28.1,1003.5,6.8,0.0,2.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42.0
9118,2014,3,15,21,147.0,34.0,72.0,1100,45.0,11.6,1003.6,-8.3,0.0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109.0
15443,2014,12,4,10,30.0,4.0,2.0,200,63.0,-2.0,1022.0,-23.9,0.0,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0
20670,2015,7,10,5,76.0,9.0,26.0,200,75.0,24.0,1003.5,15.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
27975,2016,5,9,14,36.0,2.0,13.0,300,68.0,16.5,1004.9,13.2,1.1,1.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.0
10174,2014,4,28,21,100.0,3.0,34.0,600,112.0,18.4,1006.9,3.4,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.0
13158,2014,8,31,5,15.0,2.0,9.0,500,69.0,19.3,1004.1,17.1,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0
33786,2017,1,6,17,193.0,15.0,84.0,3200,30.0,3.1,1015.6,-3.9,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,193.0
38,2013,3,2,13,41.0,27.0,42.0,600,45.0,2.3,1022.6,-17.3,0.0,0.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30.0
14208,2014,10,13,23,18.0,2.0,14.0,300,23.0,7.0,1013.9,-1.4,0.0,1.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.0
32468,2016,11,12,19,132.0,6.0,64.0,1400,16.0,9.1,1010.5,1.5,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0
9195,2014,3,19,2,60.0,12.0,19.0,500,55.0,7.1,1011.7,-8.1,0.0,2.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0
20892,2015,7,19,11,65.0,2.0,15.0,500,61.0,24.7,1000.3,20.8,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65.0
26522,2016,3,10,1,27.0,2.0,2.0,200,74.0,-1.3,1024.6,-22.6,0.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0
10810,2014,5,25,9,492.0,2.0,2.0,100,84.0,25.7,998.2,1.7,0.0,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,159.0
20074,2015,6,15,9,121.0,13.0,37.0,1100,101.0,25.0,999.3,16.2,0.0,1.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82.0
18875,2015,4,26,10,188.0,19.0,46.0,900,117.0,25.4,1002.7,7.0,0.0,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,94.0
33487,2016,12,25,6,101.0,6.0,76.0,1500,3.0,-4.8,1020.1,-9.1,0.0,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,101.0
9178,2014,3,18,9,32.0,5.0,4.0,200,76.0,14.8,1015.0,-8.0,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.0
32205,2016,11,1,20,80.0,3.0,57.0,600,10.0,2.9,1021.7,-7.9,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53.0
12507,2014,8,4,2,32.0,2.0,10.0,500,49.0,26.5,992.8,21.5,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32.0
7490,2014,1,7,1,234.0,23.0,69.0,2800,1.0,-2.4,1015.2,-5.5,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,195.0
6976,2013,12,16,15,152.0,92.0,108.0,2300,6.0,2.5,1019.8,-14.7,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,136.0
21863,2015,8,28,22,23.0,5.0,8.0,500,55.0,23.9,999.1,16.7,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.0
1211,2013,4,20,10,81.0,11.0,41.0,700,41.0,12.2,1012.9,-0.4,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81.0
31534,2016,10,4,21,10.0,2.0,9.0,500,42.0,16.2,1006.9,11.8,0.0,1.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
10584,2014,5,15,23,235.0,4.0,20.0,200,95.0,21.7,992.4,5.1,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,94.0
10992,2014,6,1,23,18.0,2.0,5.0,200,126.0,18.7,1003.8,16.5,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.0
23378,2015,10,31,1,18.0,8.0,22.0,800,44.0,3.0,1023.4,-2.3,0.0,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
24132,2015,12,1,11,448.0,57.0,140.0,7100,2.0,1.0,1010.1,-1.7,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,438.0
27362,2016,4,14,1,148.0,2.0,2.0,200,92.0,15.4,1001.8,-6.9,0.0,1.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.0
33581,2016,12,29,4,23.0,7.0,10.0,300,55.0,-3.2,1027.8,-20.0,0.0,3.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0
15648,2014,12,12,23,77.0,10.0,22.0,500,27.0,-2.2,1020.0,-19.2,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0
9212,2014,3,19,19,26.0,2.0,2.0,200,89.0,11.3,1016.5,-14.5,0.0,4.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0
17823,2015,3,13,14,20.0,8.0,2.0,200,107.0,13.6,1011.5,-23.4,0.0,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0
32159,2016,10,30,22,6.0,2.0,2.0,100,70.0,4.7,1025.3,-15.3,0.0,5.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
4980,2013,9,24,11,8.0,14.0,13.0,300,36.0,18.9,1013.7,0.9,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
3136,2013,7,9,15,41.0,3.0,20.0,400,39.0,24.2,994.9,22.3,0.1,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.0
14373,2014,10,20,20,223.0,2.0,46.0,1400,48.0,17.3,1012.9,12.0,0.0,1.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,223.0
3481,2013,7,24,0,43.0,3.0,8.0,200,56.0,23.7,990.2,20.0,0.0,1.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38.0
32339,2016,11,7,10,7.0,2.0,11.0,100,55.0,10.2,1021.6,-3.2,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0
26507,2016,3,9,10,48.0,2.0,2.0,200,77.0,0.8,1026.2,-22.2,0.0,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
7169,2013,12,24,16,203.0,103.0,116.0,3600,13.0,-0.7,1022.3,-8.4,0.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,218.0
5066,2013,9,28,1,225.0,5.0,26.0,1600,81.0,14.1,1001.4,12.0,0.0,0.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,265.0
19570,2015,5,25,9,194.0,18.0,26.0,1000,117.0,25.6,998.3,13.8,0.0,1.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,98.0
33580,2016,12,29,3,27.0,7.0,14.0,500,52.0,-3.0,1028.1,-20.3,0.0,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0
25053,2016,1,8,20,33.0,8.0,8.0,300,61.0,-1.9,1017.4,-17.6,0.0,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0
11104,2014,6,6,15,9.0,2.0,2.0,200,84.0,19.5,996.0,15.8,0.3,2.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
30379,2016,8,17,18,49.0,2.0,9.0,800,72.0,25.0,994.4,22.5,0.0,0.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0
10145,2014,4,27,16,40.0,2.0,9.0,200,145.0,23.8,1008.8,-2.0,0.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0
23596,2015,11,9,3,76.0,9.0,32.0,1900,2.0,1.5,1017.2,0.9,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76.0
25018,2016,1,7,9,27.0,10.0,9.0,100,54.0,-5.2,1025.4,-18.6,0.0,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0
6235,2013,11,15,18,192.0,28.0,120.0,1200,2.142,8.1,1006.3,-6.8,0.0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120.0
29679,2016,7,19,14,37.0,2.0,21.0,800,53.0,23.1,998.5,22.4,0.9,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37.0
33896,2017,1,11,7,16.0,5.0,17.0,500,33.0,-6.525,1017.0,-15.7,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0
11742,2014,7,3,5,123.0,2.0,23.0,1000,34.0,23.3,993.0,21.4,0.0,1.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,161.0
6419,2013,11,23,10,87.0,62.0,43.0,700,27.0,13.8,1011.4,-6.5,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0
32104,2016,10,28,15,6.0,2.0,5.0,100,68.0,11.9,1020.6,-11.7,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0
29845,2016,7,26,12,37.0,3.0,14.0,600,111.0,31.0,995.0,21.8,0.0,2.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.0
10159,2014,4,28,6,70.0,2.0,26.0,1100,23.0,13.1,1013.0,7.3,0.0,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92.0
28885,2016,6,16,12,13.0,3.0,6.0,100,120.0,33.4,989.3,10.7,0.0,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.0
32747,2016,11,24,10,36.0,14.0,21.0,700,35.0,0.1,1021.8,-13.2,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23.0
25855,2016,2,11,6,173.0,50.0,41.0,2700,20.0,3.0,1007.1,-6.2,0.0,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,170.0
15838,2014,12,20,21,7.0,3.0,2.0,300,56.0,-1.9,1025.0,-21.9,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
19394,2015,5,18,1,21.0,2.0,8.0,400,65.0,19.8,989.0,12.3,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.0
1431,2013,4,29,14,37.0,3.0,3.0,200,110.0,28.8,999.8,-7.3,0.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0
4305,2013,8,27,8,62.0,9.0,15.0,900,41.0,22.8,1000.4,18.8,0.0,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0
34578,2017,2,8,17,27.0,2.0,2.0,200,96.0,1.1,1021.1,-22.7,0.0,3.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0
11713,2014,7,2,0,43.0,2.0,10.0,700,124.0,21.6,995.8,20.4,0.9,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33.0
10465,2014,5,11,0,160.0,6.0,33.0,700,65.0,11.9,1006.6,9.6,1.8,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.0
21430,2015,8,10,21,15.0,3.0,10.0,400,95.0,27.9,1000.1,18.3,0.0,1.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.0
21008,2015,7,24,7,44.0,2.0,11.0,600,39.0,23.8,993.8,18.7,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0
31852,2016,10,18,3,79.0,2.0,33.0,1300,14.0,12.2,1012.4,9.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79.0
8492,2014,2,17,19,112.0,47.0,53.0,2100,53.0,2.4,1025.3,-13.9,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,106.0
11316,2014,6,15,11,108.0,13.0,31.0,1000,184.0,30.9,995.3,17.2,0.0,1.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,121.0
21906,2015,8,30,17,17.0,5.0,6.0,600,117.0,22.7,1002.3,16.9,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0
12321,2014,7,27,8,121.0,5.0,28.0,800,69.0,28.4,1001.6,17.6,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82.0
7920,2014,1,24,23,6.0,5.0,4.0,200,77.0,5.6,1013.5,-20.7,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
22774,2015,10,5,21,192.0,9.0,27.0,1600,131.0,17.8,1008.1,13.9,0.0,0.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,192.0
21394,2015,8,9,9,44.0,19.0,15.0,700,86.0,29.4,1002.5,19.7,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
32118,2016,10,29,5,14.0,2.0,7.0,200,32.0,1.9,1024.2,-6.7,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
30455,2016,8,20,22,40.0,2.0,4.0,600,79.0,26.0,999.3,20.8,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34.0
29623,2016,7,17,6,56.0,2.0,15.0,800,56.0,21.7,998.0,17.5,0.0,1.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56.0
909,2013,4,7,20,131.0,37.0,45.0,900,64.0,10.0,999.9,2.3,0.0,2.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0
8361,2014,2,12,8,38.0,29.0,17.0,600,1.0,-4.8,1024.4,-12.2,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.0
14897,2014,11,11,16,24.0,2.0,2.0,200,63.0,12.1,1020.0,-7.9,0.0,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
18918,2015,4,28,5,50.0,2.0,16.0,500,42.0,15.1,999.1,12.0,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37.0
25860,2016,2,11,11,220.0,30.0,68.0,3500,8.0,4.1,1008.5,-3.2,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,220.0
10759,2014,5,23,6,93.0,5.0,23.0,300,66.0,23.2,1002.0,13.7,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64.0
10161,2014,4,28,8,108.0,8.0,22.0,1100,37.0,18.3,1012.5,8.3,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93.0
11610,2014,6,27,17,9.0,2.0,6.0,200,108.0,33.7,996.1,5.3,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
23303,2015,10,27,22,14.0,2.0,3.0,500,64.0,10.2,1010.2,-6.6,0.0,1.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0
3610,2013,7,29,9,48.0,3.0,17.0,600,35.0,29.5,992.0,22.2,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29.0
14677,2014,11,2,12,17.0,5.0,3.0,200,60.0,12.6,1017.0,-11.9,0.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0
18081,2015,3,24,8,168.0,21.0,53.0,2500,26.0,4.9,1025.0,-7.9,0.0,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,136.0
8211,2014,2,6,2,119.0,27.0,31.0,1500,20.0,-6.2,1019.8,-12.9,0.0,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,136.0
2972,2013,7,2,19,39.0,3.0,5.0,800,79.0,31.6,986.1,18.2,0.0,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.0
30735,2016,9,1,14,181.0,2.0,2.0,200,64.0,27.0,986.8,6.9,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
6316,2013,11,19,3,6.0,3.0,11.0,200,41.5548,0.4,1017.6,-13.7,0.0,2.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0
34960,2017,2,24,15,24.0,6.0,7.0,300,88.0,11.3,1013.9,-12.2,0.0,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.0
15230,2014,11,25,13,134.0,40.0,67.0,1500,23.0,6.3,1021.0,-1.8,0.0,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.0
1260,2013,4,22,11,176.0,28.0,55.0,1000,48.0,13.3,1006.1,4.7,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,176.0
22188,2015,9,11,11,12.0,3.0,17.0,200,65.0,19.8,1007.7,9.9,0.0,2.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0
21245,2015,8,3,4,89.0,3.0,12.0,500,84.0,25.2,993.2,22.5,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89.0
25684,2016,2,4,3,25.0,7.0,2.0,400,74.0,-0.4,1022.3,-18.1,0.0,2.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0
4247,2013,8,24,22,37.0,1.0,6.0,100,67.0,24.1,1000.1,13.6,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.0
21803,2015,8,26,10,12.0,5.0,7.0,400,63.0,27.3,1002.3,16.9,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0
2445,2013,6,10,20,63.0,3.0,13.0,300,40.0,20.5,1002.6,14.2,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.0
25245,2016,1,16,20,153.0,43.0,79.0,2200,2.0,-2.0,1013.9,-10.6,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136.0
30468,2016,8,21,11,57.0,2.0,18.0,800,123.0,30.9,1000.8,22.8,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50.0
8488,2014,2,17,15,98.0,75.0,57.0,2100,57.0,4.4,1024.0,-15.5,0.0,2.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91.0
26193,2016,2,25,8,62.0,11.0,26.0,1000,31.0,-3.2,1025.3,-16.2,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46.0
24914,2016,1,3,1,304.0,21.0,109.0,5300,2.0,-2.6,1011.7,-6.4,0.0,0.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,304.0
23519,2015,11,5,22,16.0,8.0,16.0,900,32.0,4.0,1023.8,2.2,0.1,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
15033,2014,11,17,8,20.0,18.0,22.0,400,39.0,4.1,1017.0,-9.7,0.0,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0
33270,2016,12,16,5,26.0,8.0,38.0,900,12.0,-5.4,1021.1,-13.3,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.0
19219,2015,5,10,18,22.0,2.0,24.0,1200,52.0,9.1,1004.9,8.3,2.5,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.0
23742,2015,11,15,5,114.0,2.0,45.0,2500,2.0,4.6,1009.5,3.6,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,114.0
22312,2015,9,16,15,127.0,10.0,23.0,900,241.0,26.4,1007.8,12.5,0.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114.0
10550,2014,5,14,13,15.0,11.0,12.0,100,82.0,20.5,997.0,-2.6,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0
27923,2016,5,7,10,18.0,3.0,6.0,300,84.0,22.5,1010.2,-7.3,0.0,2.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0
6404,2013,11,22,19,171.0,53.0,121.0,2200,6.0,5.1,1013.2,-6.5,0.0,1.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,134.0
