No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Gucheng,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
20485,2015,7,2,12,5.0,3.0,11.0,200,90.0,31.6,994.4,8.6,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
5121,2013,9,30,8,223.0,8.0,84.0,2000,1.0,18.2,1012.6,16.2,0.0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,186.0
29732,2016,7,21,19,51.0,2.0,34.0,900,96.0,26.2,993.2,22.9,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43.0
23672,2015,11,12,7,81.0,2.0,55.0,2100,2.0,6.0,1023.1,5.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.0
32035,2016,10,25,18,150.0,2.0,101.0,1400,3.0,13.75,1001.75,9.5,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,128.0
11172,2014,6,9,11,60.0,4.0,47.0,800,78.0,27.8,997.3,13.0,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35.0
17925,2015,3,17,20,237.0,27.0,48.0,1600,90.0,12.1,1011.9,-3.7,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,124.0
5052,2013,9,27,11,151.0,22.0,90.0,1600,24.0,22.4,1003.8,8.9,0.0,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109.0
7302,2013,12,30,5,30.0,28.0,27.0,700,59.0,4.5,1007.8,-17.2,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.0
2597,2013,6,17,4,99.0,16.0,42.0,1700,32.0,21.5,995.4,19.6,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85.0
11016,2014,6,2,23,83.0,2.0,59.0,600,89.0,21.3,1002.0,11.6,0.0,0.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.0
17548,2015,3,2,3,34.0,9.0,47.0,1200,19.0,-0.3,1005.8,-9.5,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31.0
20368,2015,6,27,15,126.0,2.0,39.0,1100,163.0,29.0,997.6,22.2,0.0,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,126.0
28093,2016,5,14,12,37.0,2.0,28.0,500,83.0,12.9,1009.5,11.0,0.8,2.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37.0
11078,2014,6,5,13,54.0,10.0,21.0,700,188.0,33.3,996.1,13.4,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0
14034,2014,10,6,17,95.0,2.0,29.0,400,104.0,18.6,1012.7,4.4,0.0,0.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28.0
14095,2014,10,9,6,295.0,2.0,53.0,2300,4.0,12.6,1012.2,12.3,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,295.0
12871,2014,8,19,6,89.0,2.0,25.0,1000,100.0,22.2,1005.0,20.7,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75.0
8757,2014,2,28,20,158.0,55.0,93.0,1700,25.0,2.7,1016.8,-4.3,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.0
23702,2015,11,13,13,270.0,16.0,78.0,3200,3.0,7.7,1013.4,4.6,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,270.0
19444,2015,5,20,3,20.0,2.0,9.0,200,66.0,20.7,1007.1,0.5,0.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0
7069,2013,12,20,12,20.0,35.0,36.0,1200,34.0,3.0,1025.7,-17.3,0.0,2.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.0
14896,2014,11,11,15,25.0,2.0,12.0,300,67.0,12.4,1013.0,-6.6,0.0,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0
16258,2015,1,7,9,42.0,26.0,62.0,1500,11.0,1.0,1025.0,-18.4,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.0
13274,2014,9,5,1,235.0,2.0,117.0,1200,4.0,20.2,998.9,18.7,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,74.0
34786,2017,2,17,9,19.0,6.0,33.0,600,42.0,1.2,1026.0,-23.4,0.0,2.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
13928,2014,10,2,7,53.0,2.0,39.0,1100,3.0,11.3,1005.7,11.1,0.0,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53.0
30421,2016,8,19,12,12.0,2.0,13.0,600,92.0,31.0,998.4,20.0,0.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
4479,2013,9,3,14,103.0,11.0,34.0,1200,206.0,28.1,1006.7,17.0,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0
19818,2015,6,4,17,62.0,5.0,28.0,8000,95.0,21.2,993.3,16.6,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62.0
32461,2016,11,12,12,161.0,12.0,53.0,1000,25.0,11.8,1012.7,-1.4,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58.0
31163,2016,9,19,10,6.0,2.0,12.0,300,56.0,20.8,1016.3,8.4,0.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0
31104,2016,9,16,23,79.0,2.0,37.0,800,63.0,21.3,1007.2,17.5,0.0,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79.0
16059,2014,12,30,2,37.0,27.0,80.0,2200,3.0,1.5,1010.0,-13.4,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31.0
11187,2014,6,10,2,96.0,4.0,54.0,900,50.0,19.3,1000.6,14.8,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59.0
2310,2013,6,5,5,60.0,3.0,36.0,1200,39.0,18.6,1004.5,17.6,0.0,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92.0
666,2013,3,28,17,17.0,7.0,15.0,400,107.0,11.7,1011.3,-7.7,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0
31444,2016,10,1,3,174.0,2.0,120.0,1100,4.0,16.5,1007.5,10.1,0.0,1.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,149.0
436,2013,3,19,3,23.0,12.0,45.0,800,32.0,1.0,1003.8,-3.5,0.0,1.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.0
21190,2015,7,31,21,70.0,2.0,36.0,1000,109.0,26.5,1000.2,21.7,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52.0
29086,2016,6,24,21,48.0,2.0,15.0,200,98.0,28.3,999.4,3.2,0.0,6.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0
430,2013,3,18,21,88.0,13.0,33.0,700,58.0,3.4,1002.1,-4.3,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44.0
6080,2013,11,9,7,177.0,22.0,107.0,4000,5.7834,5.5,1014.5,1.6,0.0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,167.0
10196,2014,4,29,19,180.0,18.0,44.0,1000,168.0,22.3,1002.2,7.3,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97.0
10882,2014,5,28,9,87.0,4.0,84.0,700,25.0,31.5,995.0,4.3,0.0,1.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.0
28590,2016,6,4,5,166.0,13.0,62.0,900,48.0,21.4,998.2,12.8,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87.0
8643,2014,2,24,2,294.0,150.0,120.0,5200,10.0,2.4,1020.6,-3.1,0.0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.0
14732,2014,11,4,19,244.0,31.0,105.0,1800,24.0,9.1,1006.0,1.7,0.0,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,163.0
10899,2014,5,29,2,207.0,16.0,81.0,900,42.0,22.4,989.4,10.5,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53.0
26452,2016,3,7,3,194.0,25.0,43.0,1300,22.0,1.1,1010.7,-6.5,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83.0
22286,2015,9,15,13,121.0,28.0,28.0,1100,189.0,25.7,1011.7,12.2,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,121.0
13498,2014,9,14,9,16.0,2.0,19.0,300,60.0,23.4,1010.5,0.5,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.0
5699,2013,10,24,10,21.0,7.0,21.0,500,68.0,13.7,1019.7,-4.5,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.0
15871,2014,12,22,6,145.0,51.0,70.0,2800,2.0,-3.6,1014.0,-15.9,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,73.0
24579,2015,12,20,2,171.0,25.0,71.0,3600,2.0,-2.2,1021.8,-4.2,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,171.0
31040,2016,9,14,7,99.0,2.0,42.0,1000,27.0,18.5,1010.1,17.8,0.0,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85.0
30044,2016,8,3,19,103.0,2.0,26.0,900,252.0,32.3,1000.6,23.5,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,67.0
34013,2017,1,16,4,107.0,22.0,79.0,1700,13.0,-3.166666667,1020.333333,-8.0,0.0,1.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,94.0
280,2013,3,12,15,92.0,25.0,85.0,1600,43.0,6.6,1005.7,3.0,0.0,1.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0
4589,2013,9,8,4,78.0,2.0,106.0,1000,8.0,20.0,1009.8,15.6,0.0,0.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66.0
25235,2016,1,16,10,181.0,67.0,68.0,2800,8.0,-2.2,1016.5,-12.3,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,134.0
19482,2015,5,21,17,216.0,8.0,22.0,400,157.0,28.0,1000.9,8.3,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34.0
24086,2015,11,29,13,249.0,55.0,92.0,3500,14.0,5.2,1017.2,-3.1,0.0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,249.0
14146,2014,10,11,9,298.0,4.0,105.0,2900,2.0,16.8,1013.9,16.0,0.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,298.0
10632,2014,5,17,23,163.0,16.0,63.0,800,105.0,20.7,1003.6,10.2,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.0
15787,2014,12,18,18,240.0,81.0,117.0,4300,2.0,0.4,1019.0,-7.6,0.0,0.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,152.0
14826,2014,11,8,17,81.0,9.0,35.0,900,95.0,10.2,1019.0,-0.9,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61.0
10931,2014,5,30,10,199.0,71.0,86.0,3000,167.0,33.4,999.4,10.1,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97.0
34555,2017,2,7,18,127.0,23.0,89.0,2000,41.0,0.2,1021.9,-7.6,0.0,2.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96.0
23171,2015,10,22,10,17.0,2.0,33.0,500,34.0,9.1,1018.9,7.4,0.1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.0
11055,2014,6,4,14,86.0,6.0,19.0,600,181.0,28.9,997.1,14.3,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37.0
2296,2013,6,4,15,206.0,22.0,77.0,2399,48.0,20.0,1004.9,16.0,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,149.0
22211,2015,9,12,10,21.0,2.0,18.0,200,59.0,22.3,1012.1,3.4,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
27476,2016,4,18,19,74.0,2.0,29.0,300,95.0,17.7,1005.3,-8.5,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.0
14459,2014,10,24,10,246.0,12.0,87.0,1800,7.0,16.4,1004.6,10.5,0.0,1.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,182.0
29629,2016,7,17,12,110.0,4.0,25.0,1000,187.0,28.2,999.7,18.3,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92.0
29481,2016,7,11,8,169.0,5.0,61.0,800,48.0,28.4,993.7,22.2,0.0,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0
1556,2013,5,4,19,132.0,22.0,33.0,800,167.0,20.8,1007.5,6.3,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82.0
18675,2015,4,18,2,332.0,21.0,114.0,2100,3.0,15.3,1002.1,6.6,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,135.0
1337,2013,4,25,16,83.0,3.0,8.0,300,95.0,22.4,1003.1,-10.8,0.0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.0
14737,2014,11,5,0,174.0,12.0,94.0,2400,5.0,5.7,1008.0,1.2,0.0,0.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,158.0
3881,2013,8,9,16,90.0,4.0,29.0,600,246.0,34.7,992.2,20.3,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41.0
11551,2014,6,25,6,131.0,2.0,70.0,1200,17.0,24.1,995.6,18.7,0.0,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0
10018,2014,4,22,9,111.0,11.0,82.0,800,15.0,22.4,1007.8,1.4,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.0
30977,2016,9,11,16,31.0,2.0,18.0,600,130.0,25.6,1005.4,14.7,0.0,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24.0
22978,2015,10,14,9,178.0,21.0,94.0,2200,5.0,16.3,1010.6,8.8,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,101.0
10934,2014,5,30,13,268.0,58.0,58.0,2600,321.0,34.5,997.8,13.9,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,129.0
33344,2016,12,19,7,144.0,10.0,62.0,2800,5.0,-4.9,1017.3,-6.3,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,144.0
16311,2015,1,9,14,7.0,5.0,16.0,300,70.0,7.0,1021.0,-17.9,0.0,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
35055,2017,2,28,14,16.0,2.0,2.0,300,67.0,14.8,1009.5,-17.9,0.0,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
24895,2016,1,2,6,138.0,14.0,70.0,3300,2.0,-5.7,1012.2,-7.4,0.0,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,138.0
26091,2016,2,21,2,40.0,16.0,30.0,1400,31.0,-5.9,1019.3,-15.4,0.0,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0
27752,2016,4,30,7,165.0,5.0,79.0,1700,40.0,15.2,996.7,11.6,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.0
2166,2013,5,30,5,59.0,8.0,94.0,900,2.0,15.8,1001.6,8.8,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38.0
27577,2016,4,23,0,56.0,2.0,30.0,300,70.0,17.7,1004.8,-12.1,0.0,1.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
808,2013,4,3,15,323.0,88.0,80.0,3200,140.0,16.6,1004.4,1.1,0.0,4.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,203.0
29451,2016,7,10,2,105.0,2.0,46.0,700,54.0,27.5,995.9,23.1,0.0,1.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,95.0
7267,2013,12,28,18,38.0,16.0,55.0,700,38.0,-0.4,1017.1,-20.1,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.0
12810,2014,8,16,17,211.0,15.0,28.0,1500,297.0,31.1,998.3,19.4,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97.0
10379,2014,5,7,10,89.0,11.0,16.0,400,88.0,22.5,998.9,7.1,0.0,2.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48.0
26957,2016,3,28,4,232.0,12.0,80.0,1000,5.0,7.1,1004.9,-5.3,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52.0
16321,2015,1,10,0,210.0,75.0,110.0,3600,4.0,-1.0,1016.0,-12.0,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,182.0
7989,2014,1,27,20,50.0,1.0,12.0,400,91.0,5.2,1017.7,-20.2,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0
23128,2015,10,20,15,88.0,2.0,69.0,1900,2.0,11.1,1009.6,9.2,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81.0
22651,2015,9,30,18,48.0,2.0,52.0,700,18.0,15.7,1006.6,13.7,0.1,1.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.0
7289,2013,12,29,16,54.0,43.0,61.0,1000,48.0,3.9,1008.5,-17.7,0.0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43.0
4693,2013,9,12,12,164.0,16.0,100.0,1700,74.0,24.4,1004.0,16.6,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,151.0
27053,2016,4,1,4,194.0,11.0,62.0,600,39.0,15.7,995.3,8.0,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67.0
27317,2016,4,12,4,94.0,2.0,78.0,500,4.0,7.3,1001.5,3.9,0.0,1.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0
28963,2016,6,19,18,79.0,2.0,27.0,400,198.0,33.2,995.1,9.9,0.0,3.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.0
321,2013,3,14,8,91.0,18.0,81.0,2399,86.0,0.8,1022.9,-4.4,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0
30029,2016,8,3,4,43.0,2.0,25.0,800,69.0,24.4,1002.1,22.5,0.0,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.0
2223,2013,6,1,14,8.0,3.0,18.0,300,107.0,31.8,997.6,2.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0
3682,2013,8,1,9,37.0,3.0,28.0,700,94.0,23.6,996.8,21.5,1.8,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23.0
30757,2016,9,2,12,22.0,2.0,15.0,300,60.0,27.3,994.7,12.5,0.0,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0
17688,2015,3,7,23,300.0,48.0,133.0,2800,3.0,5.0,1011.6,-1.9,0.0,0.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,261.0
33016,2016,12,5,15,134.0,2.0,9.0,300,57.0,5.5,1022.7,-23.8,0.0,4.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0
14037,2014,10,6,20,153.0,3.0,89.0,700,34.0,14.2,1013.4,6.3,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72.0
31335,2016,9,26,14,58.0,2.0,39.0,1100,53.0,21.65,1001.25,18.0,0.0,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58.0
28716,2016,6,9,11,170.0,8.0,50.0,1400,187.0,28.6,998.6,16.8,0.0,3.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,170.0
24638,2015,12,22,13,248.0,41.0,86.0,3500,6.0,1.4,1019.4,-4.3,0.0,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.0
2488,2013,6,12,15,61.0,17.0,23.0,900,178.0,27.0,998.4,14.1,0.0,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52.0
3603,2013,7,29,2,109.0,3.0,73.0,900,2.0,26.7,992.5,22.3,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.0
27177,2016,4,6,8,147.0,26.0,89.0,1900,15.0,11.5,1004.1,-1.3,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72.0
12788,2014,8,15,19,136.0,3.0,35.0,600,141.0,27.7,998.2,17.5,0.0,1.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38.0
16579,2015,1,20,18,131.0,51.0,95.0,1900,8.0,3.0,1014.0,-8.7,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0
3804,2013,8,6,11,130.0,3.0,52.0,1100,135.0,32.1,992.1,23.9,0.0,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,129.0
34837,2017,2,19,12,214.0,50.0,85.0,200,68.0,9.2,998.9,-7.1,0.0,3.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.0
26348,2016,3,2,19,276.0,58.0,133.0,2500,19.0,13.0,1006.5,-4.6,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,169.0
10910,2014,5,29,13,50.0,5.0,30.0,400,199.0,40.9,989.1,3.3,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0
16550,2015,1,19,13,102.0,42.0,57.0,1900,37.0,5.0,1019.0,-14.5,0.0,2.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53.0
26015,2016,2,17,22,108.0,29.0,73.0,1800,9.0,2.8,1010.9,-7.4,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93.0
8007,2014,1,28,14,129.0,36.0,27.0,1000,79.0,5.4,1018.5,-9.2,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65.0
4059,2013,8,17,2,39.0,51.0,17.0,500,44.0,27.5,990.9,25.7,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0
15252,2014,11,26,11,218.0,54.0,116.0,3200,4.0,6.1,1011.0,0.8,0.0,1.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,178.0
32338,2016,11,7,9,47.0,2.0,43.0,1200,15.0,9.6,1022.2,-3.4,0.0,3.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47.0
10365,2014,5,6,20,195.2,26.2,83.7,1300,92.9,17.8,995.8,13.1,0.0,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110.9
8704,2014,2,26,15,434.0,174.0,148.0,5200,29.0,8.3,1012.3,1.9,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
33455,2016,12,23,22,137.0,16.0,85.0,2000,5.0,-3.0,1023.2,-10.3,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.0
19397,2015,5,18,4,152.0,2.0,91.0,700,6.0,18.8,991.8,16.4,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,132.0
9383,2014,3,26,22,474.0,33.0,181.0,2700,8.0,14.0,1003.2,9.2,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,378.0
5828,2013,10,29,19,63.0,6.0,54.0,600,23.0,8.0,1020.5,-0.8,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.0
1461,2013,4,30,20,149.0,12.0,81.0,900,80.0,21.5,1006.1,-8.1,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57.0
3883,2013,8,9,18,161.0,5.0,34.0,600,198.0,31.9,992.9,22.3,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0
25846,2016,2,10,21,148.0,64.0,92.0,3700,8.0,1.9,1010.0,-9.7,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,148.0
7918,2014,1,24,21,49.0,42.0,86.0,1500,13.0,4.8,1014.0,-15.7,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0
27539,2016,4,21,10,160.0,14.0,93.0,1100,62.0,20.0,995.4,6.0,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.0
7047,2013,12,19,14,41.0,32.0,51.0,1100,33.0,1.8,1021.6,-15.7,0.0,2.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.0
34051,2017,1,17,18,195.0,32.0,90.0,1900,19.0,-0.1,1019.0,-8.1,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,164.0
21130,2015,7,29,9,68.0,2.0,24.0,700,111.0,29.0,994.7,23.0,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0
12973,2014,8,23,12,194.0,2.0,52.0,1100,176.0,31.9,996.8,20.8,0.0,1.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,119.0
17472,2015,2,26,23,32.0,6.0,20.0,500,57.0,2.0,1019.0,-18.7,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
10961,2014,5,31,16,280.0,30.0,51.0,2100,301.0,33.2,997.4,14.8,0.0,1.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,132.0
19292,2015,5,13,19,162.0,7.0,121.0,1100,130.0,26.9,986.6,12.2,0.0,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68.0
