No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Shunyi,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
5050,2013,9,27,9,160.0,13.0,46.0,1700,9.0,17.6,1009.8,10.0,0.0,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0
30584,2016,8,26,7,54.0,2.0,42.0,400,5.0,19.2,1015.1,10.7,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0
12255,2014,7,24,14,54.0,6.0,25.0,600,100.0,29.6,1002.3,19.3,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0
18482,2015,4,10,1,215.0,7.0,89.0,1100,4.0,9.6,1016.5,5.9,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,215.0
5044,2013,9,27,3,109.0,2.0,34.0,1400,1.0,10.5,1009.4,9.3,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75.0
15780,2014,12,18,11,182.0,56.0,90.0,3700,11.0,-0.8,1008.0,-12.4,0.0,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114.0
33989,2017,1,15,4,61.0,36.0,66.0,1200,72.0,-3.775,1033.25,-9.0,0.0,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49.0
17524,2015,3,1,3,286.0,3.0,79.0,1900,4.0,-4.2,1020.4,-6.3,0.0,0.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,134.0
20526,2015,7,4,5,69.0,2.0,58.0,500,3.0,20.9,1008.0,14.1,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39.0
15590,2014,12,10,13,172.0,2.0,50.0,1000,43.0,5.1,1013.0,-19.5,0.0,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91.0
8697,2014,2,26,8,434.0,56.0,108.0,5400,3.0,3.6,1020.0,-0.6,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,495.0
1207,2013,4,20,6,67.0,3.0,54.0,1000,2.0,2.9,1020.1,0.9,0.0,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63.0
17122,2015,2,12,9,18.0,17.0,29.0,700,56.0,1.0,1021.0,-12.4,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.0
11490,2014,6,22,17,58.0,2.0,17.0,500,194.0,25.7,1004.4,13.2,0.0,4.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0
22164,2015,9,10,11,29.0,2.0,23.0,400,5.0,17.6,1019.5,14.9,0.3,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.0
34941,2017,2,23,20,45.0,13.0,67.0,700,34.0,2.7,1022.6,-12.8,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.0
12260,2014,7,24,19,36.0,6.0,37.0,500,120.0,26.8,1003.1,16.7,0.0,2.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.0
29564,2016,7,14,19,84.0,2.0,29.0,900,146.0,28.2,1002.2,17.7,0.0,1.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34.0
15612,2014,12,11,11,15.0,3.0,21.0,600,42.0,0.3,1017.0,-17.0,0.0,2.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0
11581,2014,6,26,12,120.0,2.0,15.0,900,205.0,31.7,998.7,19.7,0.0,1.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120.0
23315,2015,10,28,10,20.0,2.0,26.0,300,34.0,11.4,1021.4,-7.5,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.0
14182,2014,10,12,21,13.0,2.0,23.0,200,45.0,12.2,1027.5,-3.2,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0
30769,2016,9,3,0,8.0,2.0,19.0,300,2.0,21.0,1002.7,17.4,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
12967,2014,8,23,6,111.0,2.0,54.0,1300,9.0,23.3,1002.8,20.1,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.0
8216,2014,2,6,7,101.0,26.0,39.0,1500,13.0,-5.3,1027.4,-11.2,0.0,1.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,119.0
14283,2014,10,17,2,148.0,6.0,45.0,500,2.0,6.4,1013.5,3.4,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,87.0
20200,2015,6,20,15,13.0,2.0,7.0,300,142.0,30.6,1006.5,14.2,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.0
7033,2013,12,19,0,23.0,6.0,21.0,300,37.0,-5.9,1026.9,-16.8,0.0,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.0
2888,2013,6,29,7,13.0,3.0,32.0,900,66.0,22.4,1001.5,22.4,0.0,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57.0
1131,2013,4,17,2,64.0,17.0,34.0,600,63.0,8.3,1010.0,0.3,0.0,1.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38.0
4757,2013,9,15,4,13.0,4.0,9.0,200,41.0,15.6,1011.2,7.1,0.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
29403,2016,7,8,2,43.0,4.0,12.0,400,34.0,25.3,1006.5,20.8,0.0,2.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39.0
28051,2016,5,12,18,30.0,2.0,15.0,100,85.0,20.9,1011.5,-3.6,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0
2326,2013,6,5,21,126.0,3.0,32.0,2000,23.0,19.1,1009.0,17.1,0.0,0.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,161.0
9403,2014,3,27,18,165.0,45.0,84.0,1700,14.0,14.0,1005.9,5.4,0.0,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97.0
7283,2013,12,29,10,74.0,42.0,54.0,1800,8.0,3.5,1016.6,-18.0,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58.0
24053,2015,11,28,4,321.0,24.0,88.0,3200,7.0,-3.5,1024.1,-7.3,0.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,321.0
33783,2017,1,6,14,181.0,43.0,82.0,3400,28.0,4.5,1022.0,-4.3,0.0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,181.0
32577,2016,11,17,8,193.0,50.0,76.0,3500,3.0,5.4,1022.2,-1.8,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146.0
8869,2014,3,5,12,19.0,17.0,53.0,700,44.0,7.8,1023.7,-19.0,0.0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.0
13666,2014,9,21,9,129.0,13.0,68.0,1700,13.0,18.9,1015.2,12.6,0.0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69.0
3002,2013,7,4,1,16.0,3.0,72.0,600,2.0,24.9,991.5,19.9,0.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.0
15117,2014,11,20,20,428.0,6.0,134.0,3500,16.0,2.8,1018.0,0.2,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,352.0
15624,2014,12,11,23,59.0,2.0,11.0,300,54.0,-1.0,1013.0,-20.1,0.0,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
16548,2015,1,19,11,32.0,11.0,43.0,600,44.0,2.0,1025.0,-16.0,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.0
15335,2014,11,29,22,409.0,7.0,78.0,3800,6.0,3.7,1023.0,1.7,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,265.0
1058,2013,4,14,1,12.0,3.0,10.0,1000,83.0,10.7,1009.9,-14.9,0.0,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
30615,2016,8,27,14,6.0,2.0,25.0,200,86.0,31.0,1007.3,7.4,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0
26143,2016,2,23,6,5.0,2.0,5.0,100,77.0,-1.4,1034.4,-20.4,0.0,3.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
22182,2015,9,11,5,7.0,2.0,44.0,400,2.0,13.9,1013.8,12.6,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0
22110,2015,9,8,5,54.0,2.0,57.0,500,2.0,18.1,1011.2,16.4,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46.0
16131,2015,1,2,2,65.0,20.0,43.0,900,16.0,-5.0,1026.0,-21.6,0.0,2.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36.0
29726,2016,7,21,13,15.0,2.0,12.0,1200,47.0,25.3,997.9,22.6,0.0,1.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.0
4054,2013,8,16,21,204.0,3.0,25.4572,200,33.0,28.4,995.1,26.8,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,151.0
5122,2013,9,30,9,138.0,8.0,37.0,1600,4.0,20.0,1016.7,16.2,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98.0
19645,2015,5,28,12,164.0,24.0,43.0,1300,165.0,28.4,1000.1,17.0,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,156.0
7296,2013,12,29,23,166.0,103.0,130.0,2800,3.0,-5.1,1013.4,-13.9,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,130.0
10146,2014,4,27,17,51.0,2.0,18.0,400,153.0,22.5,1014.7,3.6,0.0,2.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.0
131,2013,3,6,10,156.0,97.0,79.0,2100,61.0,8.4,1011.4,-5.5,0.0,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,143.0
16033,2014,12,29,0,169.0,53.0,82.0,2900,20.0,-1.8,1012.0,-11.4,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83.0
26719,2016,3,18,6,318.0,12.0,98.0,2400,6.0,6.3,1007.4,1.6,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,318.0
6650,2013,12,3,1,50.0,39.0,49.0,2500,3.0,0.8,1017.4,-9.5,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59.0
15162,2014,11,22,17,80.0,8.0,62.0,500,30.0,8.8,1028.0,-12.4,0.0,0.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40.0
4766,2013,9,15,13,38.0,22.0,17.0,500,71.0,25.6,1010.1,5.7,0.0,1.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0
31815,2016,10,16,14,116.0,8.0,65.0,1000,53.0,18.2,1012.9,12.6,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,116.0
12383,2014,7,29,22,185.0,16.0,22.0,1300,195.0,24.2,1000.3,22.5,7.9,4.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,185.0
11391,2014,6,18,14,21.0,2.0,13.0,100,156.0,30.9,997.5,13.7,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.0
5005,2013,9,25,12,6.0,7.0,16.0,300,52.0,23.3,1016.8,-0.9,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
22154,2015,9,10,1,5.0,2.0,4.0,300,32.0,19.8,1019.0,11.0,0.0,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0
26600,2016,3,13,7,54.0,12.0,61.0,1000,21.0,1.9,1022.0,-14.3,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54.0
9424,2014,3,28,15,72.0,9.0,87.0,500,42.0,22.3,1002.3,5.7,0.0,2.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54.0
12434,2014,8,1,1,142.0,4.0,26.0,1100,72.0,25.6,1003.3,22.3,0.0,1.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,142.0
6393,2013,11,22,8,59.0,22.0,46.0,1400,3.213,2.9,1023.2,-6.3,0.0,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43.0
6041,2013,11,7,16,54.0,8.0,37.0,400,42.6258,11.8,1015.1,-6.6,0.0,1.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28.0
14657,2014,11,1,16,40.0,4.0,46.0,200,21.0,14.6,1009.0,-8.2,0.0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0
33205,2016,12,13,12,6.0,6.0,7.0,200,71.0,3.5,1027.5,-14.7,0.0,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0
25628,2016,2,1,19,21.0,3.0,29.0,300,60.0,0.8,1030.9,-20.3,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0
22024,2015,9,4,15,24.0,2.0,10.0,1400,84.0,20.8,1008.1,18.4,0.7,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0
22001,2015,9,3,16,23.0,2.0,5.0,400,111.0,30.5,1009.1,15.8,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.0
5374,2013,10,10,21,11.0,2.0,27.0,200,50.0,15.7,1012.2,-1.4,0.0,1.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0
4955,2013,9,23,10,6.0,1.0,25.0,500,15.0,15.9,1016.0,9.3,0.2,1.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
34688,2017,2,13,7,77.0,33.0,73.0,2200,2.0,-2.5,1027.7,-11.8,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71.0
6096,2013,11,9,23,6.0,1.0,6.0,100,52.6932,5.0,1028.6,-20.4,0.0,5.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
11114,2014,6,7,1,5.0,2.0,13.0,300,57.0,15.7,1001.3,13.7,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
29510,2016,7,12,13,10.0,2.0,26.0,400,45.0,25.0,997.6,22.1,0.3,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0
33075,2016,12,8,2,171.0,23.0,74.0,2500,2.0,1.4,1014.8,-2.2,0.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140.0
9969,2014,4,20,8,78.0,9.0,31.0,600,46.0,13.0,1015.1,3.9,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66.0
2220,2013,6,1,11,48.0,3.0,10.0,300,114.0,30.0,1003.5,-0.4,0.0,0.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.0
2975,2013,7,2,22,57.0,3.0,75.0,600,33.0,28.4,992.2,18.8,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31.0
17423,2015,2,24,22,289.0,9.0,47.0,2100,26.0,3.3,1012.4,-1.5,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.0
18041,2015,3,22,16,19.0,2.0,15.0,300,92.0,14.1,1023.4,-23.1,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.0
32721,2016,11,23,8,23.0,4.0,46.0,800,18.0,-5.3,1034.2,-14.9,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.0
331,2013,3,14,18,114.0,80.0,72.0,1300,60.0,6.3,1021.0,-4.5,0.0,1.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92.0
20335,2015,6,26,6,85.0,2.0,14.0,700,100.0,20.6,996.8,19.8,4.1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85.0
21270,2015,8,4,5,7.0,2.0,11.0,300,47.0,18.9,997.7,15.0,0.0,1.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0
25133,2016,1,12,4,7.0,4.0,8.0,200,35.0,-10.5,1032.6,-22.4,0.0,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0
28081,2016,5,14,0,60.0,6.0,49.0,500,63.0,18.8,1015.2,4.5,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35.0
13795,2014,9,26,18,170.0,2.0,56.0,2200,21.0,18.5,1007.3,16.7,0.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,170.0
1582,2013,5,5,21,241.0,55.0,53.0,1500,155.0,20.2,1012.1,14.1,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,216.0
23414,2015,11,1,13,41.0,8.0,38.0,500,35.0,17.7,1018.7,-2.6,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.0
16127,2015,1,1,22,162.0,43.0,78.0,2500,10.0,-6.0,1024.0,-20.8,0.0,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91.0
6405,2013,11,22,20,235.0,35.0,119.0,2700,5.0,2.8,1018.9,-2.5,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,215.0
27017,2016,3,30,16,53.0,10.0,21.0,700,107.0,22.0,1009.5,-6.8,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.0
8185,2014,2,5,0,142.0,57.0,52.0,2900,14.0,-4.4,1026.1,-22.0,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,145.0
32364,2016,11,8,11,19.0,8.0,41.0,500,29.0,8.6,1031.8,-6.0,0.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.0
11962,2014,7,12,9,20.0,2.0,11.0,300,74.0,29.6,1001.0,10.7,0.0,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0
5900,2013,11,1,19,215.0,19.0,131.0,2300,3.213,10.2,1021.3,6.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,202.0
9430,2014,3,28,21,195.0,48.0,118.0,3400,14.0,13.7,1007.6,9.3,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,154.0
26374,2016,3,3,21,384.0,32.0,168.0,4000,2.0,6.1,1010.9,2.2,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,384.0
16574,2015,1,20,13,96.0,46.0,57.0,1600,36.0,3.0,1020.0,-9.0,0.0,1.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.0
5027,2013,9,26,10,42.0,7.0,19.0,500,36.0,20.4,1016.0,6.3,0.0,2.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.0
12487,2014,8,3,6,154.0,2.0,16.0,1000,94.0,27.7,998.4,24.1,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,154.0
31802,2016,10,16,1,148.0,4.0,81.0,1600,2.0,14.4,1017.9,12.9,0.0,1.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,148.0
6798,2013,12,9,5,6.0,9.0,22.0,1000,34.0,-0.2,1021.8,-12.8,0.0,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
31988,2016,10,23,19,99.0,3.0,73.0,400,2.0,12.92,1017.8,1.7,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.0
27991,2016,5,10,6,17.0,2.0,26.0,300,31.0,13.4,1008.1,9.4,0.0,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0
7868,2014,1,22,19,204.0,89.0,112.0,2300,5.0,-2.0,1018.3,-11.3,0.0,0.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,178.0
10038,2014,4,23,5,130.0,13.0,59.0,800,30.0,13.8,1007.9,9.4,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0
19879,2015,6,7,6,16.0,2.0,30.0,4000,17.0,17.9,1006.0,12.8,0.0,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.0
17738,2015,3,10,1,7.0,2.0,12.0,600,56.0,-3.1,1033.8,-22.4,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0
18386,2015,4,6,1,17.0,2.0,6.0,300,60.0,6.4,1024.5,-12.2,0.0,3.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0
25475,2016,1,26,10,59.0,3.0,16.0,500,62.0,-1.7,1026.8,-23.0,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.0
11554,2014,6,25,9,115.0,16.0,44.0,1000,59.0,27.0,1000.5,16.9,0.0,1.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67.0
4247,2013,8,24,22,142.0,1.0,76.0,1000,9.0,22.9,1005.5,19.5,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.0
20297,2015,6,24,16,131.0,2.0,66.0,1400,40.0,25.2,1001.3,18.6,0.0,1.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,131.0
11256,2014,6,12,23,129.0,9.0,35.0,800,80.0,25.8,1003.6,16.9,0.0,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44.0
1561,2013,5,5,0,173.0,33.0,55.0,1200,70.0,17.0,1013.1,7.6,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0
10580,2014,5,15,19,368.0,6.0,46.0,500,111.0,25.2,995.6,4.9,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,148.0
33973,2017,1,14,12,5.0,5.0,11.0,400,76.0,-0.04,1030.2,-21.7,0.0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0
22397,2015,9,20,4,40.0,2.0,42.0,300,2.0,16.4,1011.3,12.4,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.0
33343,2016,12,19,6,120.0,13.0,63.0,3800,2.0,-3.6,1021.2,-7.2,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120.0
27913,2016,5,7,0,34.0,2.0,15.0,200,76.0,18.6,1012.2,-7.0,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.0
29703,2016,7,20,14,14.0,2.0,7.0,400,61.0,21.9,996.0,21.2,18.1,6.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.0
1846,2013,5,16,21,81.0,16.0,22.0,700,148.0,20.4,1011.7,11.1,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70.0
17708,2015,3,8,19,8.0,2.0,21.0,300,67.0,8.5,1021.6,-21.5,0.0,4.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0
15536,2014,12,8,7,20.0,33.0,20.0,400,31.0,-4.6,1015.0,-15.0,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0
19394,2015,5,18,1,179.0,2.0,50.0,1400,20.0,19.5,994.5,18.0,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,179.0
17934,2015,3,18,5,82.0,12.0,67.0,800,2.0,5.4,1014.6,-6.5,0.0,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57.0
537,2013,3,23,8,73.0,4.0,54.0,1800,13.0,2.5,1008.5,-5.2,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65.0
24739,2015,12,26,18,257.0,2.0,88.0,4900,3.0,-1.9,1027.6,-5.6,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,252.0
20937,2015,7,21,8,107.0,2.0,42.0,800,9.0,24.0,1003.1,22.1,0.0,1.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,107.0
16310,2015,1,9,13,23.0,6.0,21.0,400,62.0,5.0,1025.0,-18.1,0.0,1.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.0
19861,2015,6,6,12,17.0,3.0,11.0,200,105.0,28.4,997.8,9.6,0.0,2.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.0
22887,2015,10,10,14,19.0,2.0,8.0,200,46.0,15.0,1013.5,-6.6,0.0,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
9522,2014,4,1,17,20.0,8.0,35.0,500,139.0,22.5,1005.2,0.9,0.0,2.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56.0
31679,2016,10,10,22,184.0,6.0,102.0,1500,2.0,11.5,1014.0,9.4,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,154.0
10147,2014,4,27,18,163.0,5.0,20.0,500,142.0,20.9,1015.5,4.0,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45.0
34711,2017,2,14,6,141.0,14.0,86.0,2900,2.0,-3.1,1032.6,-5.7,0.0,0.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,141.0
934,2013,4,8,21,118.0,3.0,24.0,600,73.0,7.7,1012.5,-12.7,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25.0
15852,2014,12,21,11,18.0,9.0,29.0,600,32.0,-1.9,1021.0,-21.4,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0
7783,2014,1,19,6,92.0,61.0,69.0,2400,1.0,-2.0,1022.6,-5.7,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77.0
19522,2015,5,23,9,142.0,26.0,73.0,1100,68.0,23.4,1006.1,11.8,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0
8250,2014,2,7,17,75.0,19.0,30.0,1000,48.0,-3.3,1021.3,-5.6,0.0,1.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100.0
