No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Tiantan,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
14477,2014,10,25,4,219.0,8.0,53.0,2800,2.0,9.3,1006.9,9.2,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,211.0
29568,2016,7,14,23,59.0,3.0,26.0,800,51.0,22.9,1002.8,21.5,0.3,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0
20592,2015,7,6,23,99.0,17.0,33.0,1400,125.0,25.4,1005.9,16.5,0.0,1.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64.0
12554,2014,8,6,1,60.0,2.0,49.0,700,33.0,23.1,1002.7,21.4,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38.0
23068,2015,10,18,3,154.0,13.0,66.0,1100,56.0,16.1,1018.2,8.1,0.0,1.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,154.0
26954,2016,3,28,1,95.0,16.0,80.0,700,13.0,14.9,1009.7,-8.6,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57.0
15172,2014,11,23,3,87.0,3.0,64.0,1700,3.0,2.0,1023.0,0.1,0.0,1.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,73.0
13307,2014,9,6,10,162.0,22.0,34.0,2300,68.0,25.8,1008.2,19.4,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,155.0
3440,2013,7,22,7,138.0,6.0,65.0,1300,11.0,27.2,1001.2,22.2,0.0,1.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,108.0
11780,2014,7,4,19,168.0,3.0,28.0,1400,138.0,27.7,1001.5,23.3,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,168.0
21974,2015,9,2,13,10.0,3.0,18.0,400,93.0,29.4,1008.7,15.1,0.0,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0
10316,2014,5,4,19,57.0,2.0,28.0,200,70.0,14.4,1014.1,-10.4,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0
14916,2014,11,12,11,41.0,2.0,12.0,200,64.0,5.0,1026.0,-18.8,0.0,6.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
19001,2015,5,1,16,44.0,2.0,28.0,500,73.0,16.9,1005.7,10.5,0.0,4.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33.0
17663,2015,3,6,22,262.0,30.0,114.0,2500,7.0,2.6,1012.5,-6.8,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,261.0
30296,2016,8,14,7,42.0,8.0,58.0,700,7.0,25.3,1002.1,18.5,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.0
20023,2015,6,13,6,32.0,2.0,18.0,500,86.0,18.9,999.0,15.6,0.4,2.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
32928,2016,12,1,23,153.0,2.0,99.0,2000,2.0,4.5,1028.6,-6.7,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,116.0
32475,2016,11,13,2,51.0,3.0,58.0,800,4.0,7.7,1016.9,3.4,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0
28753,2016,6,11,0,10.0,3.0,9.0,300,51.0,21.0,1002.5,9.3,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
23797,2015,11,17,12,37.0,7.0,26.0,500,23.0,8.0,1023.2,-4.8,0.0,2.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
4680,2013,9,11,23,152.0,8.0,90.0,1300,33.0,21.7,1010.2,15.8,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,95.0
26859,2016,3,24,2,5.0,2.0,23.0,300,64.0,5.5,1030.2,-13.5,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
17197,2015,2,15,12,340.0,110.0,151.0,5800,10.0,6.0,1015.0,-11.2,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,320.0
4418,2013,9,1,1,182.0,5.0,69.0,1100,17.0,19.0,1009.2,16.2,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60.0
3718,2013,8,2,21,68.0,3.0,67.0,900,65.0,25.0,1000.7,19.1,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48.0
32318,2016,11,6,13,48.0,18.0,34.0,1100,53.0,9.7,1022.5,-5.1,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48.0
1370,2013,4,27,1,77.0,40.0,55.0,600,56.0,15.3,1005.6,-1.3,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0
24232,2015,12,5,15,108.0,12.0,33.0,500,53.0,7.6,1025.3,-9.3,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.0
6517,2013,11,27,12,67.0,3.0,10.0,500,50.0,-1.2,1023.7,-26.2,0.0,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.0
12703,2014,8,12,6,25.0,2.0,60.0,500,5.0,23.9,1002.5,11.2,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.0
4062,2013,8,17,5,41.0,10.0,54.0,800,2.0,29.6,995.8,14.2,0.0,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41.0
17506,2015,2,28,9,98.0,2.0,38.0,1100,5.0,-1.0,1022.0,-2.7,0.4,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,98.0
1782,2013,5,14,5,155.0,3.0,27.0,400,56.0,21.1,1002.4,-2.8,0.0,1.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33.0
27172,2016,4,6,3,71.0,33.0,60.0,2000,32.0,10.5,1008.6,-4.3,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0
23876,2015,11,20,19,77.0,10.0,40.0,2300,2.0,1.0,1024.5,-0.2,0.0,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0
25010,2016,1,7,1,32.0,9.0,29.0,400,45.0,-4.5,1031.1,-17.7,0.0,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0
23218,2015,10,24,9,74.0,3.0,66.0,1100,2.0,14.0,1021.4,10.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0
269,2013,3,12,4,143.0,56.0,71.0,1800,61.0,5.6,1008.6,-0.1,0.5,0.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122.0
30058,2016,8,4,9,115.0,2.0,45.0,1600,72.0,29.7,1006.6,23.9,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,115.0
6916,2013,12,14,3,72.0,26.0,65.0,2200,2.0,-4.7,1023.1,-18.9,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61.0
2869,2013,6,28,12,284.0,38.0,49.0,2799,46.0,25.8,997.1,22.7,0.0,3.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,291.0
10171,2014,4,28,18,128.0,7.0,31.0,500,176.0,22.1,1011.0,2.7,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64.0
7301,2013,12,30,4,13.0,20.0,58.0,1100,16.0,2.3,1012.0,-19.7,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.0
21124,2015,7,29,3,112.0,2.0,60.0,1100,35.0,26.9,996.9,23.4,0.0,0.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,112.0
13084,2014,8,28,3,175.1,8.0,84.2,1100,28.4,24.1,1009.7,16.4,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116.9
34415,2017,2,1,22,199.0,43.0,59.0,1400,29.0,0.5,1031.0,-19.9,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,138.0
33854,2017,1,9,13,14.0,7.0,33.0,500,52.0,2.85,1022.75,-14.3,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.0
11033,2014,6,3,16,47.0,17.0,17.0,1000,230.0,30.6,1001.7,12.5,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47.0
34255,2017,1,26,6,338.0,24.0,109.0,5400,2.0,-3.525,1017.25,-6.7,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,307.0
26003,2016,2,17,10,117.0,50.0,60.0,1900,27.0,5.3,1020.5,-10.9,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115.0
28854,2016,6,15,5,19.0,2.0,23.0,500,4.0,15.6,998.7,14.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.0
31040,2016,9,14,7,97.0,2.0,23.0,1100,2.0,19.8,1013.4,19.1,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97.0
29273,2016,7,2,16,17.0,3.0,7.0,300,164.0,33.8,999.4,13.3,0.0,3.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.0
28742,2016,6,10,13,105.0,5.0,13.0,900,221.0,29.5,997.7,20.1,0.0,2.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,105.0
20615,2015,7,7,22,89.0,9.0,28.0,800,189.0,27.1,1004.8,15.5,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57.0
15640,2014,12,12,15,78.0,6.0,14.0,300,55.0,3.0,1021.0,-20.4,0.0,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
19750,2015,6,1,21,144.0,10.0,84.0,1100,123.0,28.6,997.3,19.5,0.0,2.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71.0
22262,2015,9,14,13,128.0,33.0,39.0,900,161.0,25.0,1014.5,12.6,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,109.0
26387,2016,3,4,10,282.0,63.0,100.0,4800,10.0,6.7,1014.4,0.4,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,282.0
31130,2016,9,18,1,27.0,2.0,39.0,700,20.0,18.0,1015.7,16.8,0.7,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0
24052,2015,11,28,3,260.0,50.0,129.0,3200,4.0,-3.1,1023.9,-7.1,0.0,1.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.0
567,2013,3,24,14,9.0,8.0,20.0,400,90.0,9.9,1015.3,-17.3,0.0,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0
3730,2013,8,3,9,43.0,3.0,85.0,500,47.0,29.0,1000.6,17.2,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.0
20859,2015,7,18,2,92.0,2.0,40.0,1300,57.0,20.5,1001.2,19.7,29.3,2.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92.0
26102,2016,2,21,13,99.0,30.0,43.0,1200,67.0,4.4,1022.4,-12.6,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97.0
2020,2013,5,24,3,582.0,9.0,124.0,3000,2.0,19.2,1005.6,16.4,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.0
900,2013,4,7,11,86.0,36.0,50.0,1399,76.0,11.5,1003.8,0.0,0.0,1.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.0
15496,2014,12,6,15,45.0,22.0,70.0,900,26.0,3.0,1022.0,-18.4,0.0,2.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31.0
25631,2016,2,1,22,15.0,8.0,45.0,500,45.0,-0.6,1030.5,-18.2,0.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0
24985,2016,1,6,0,124.0,7.0,71.0,2100,3.0,-6.5,1025.8,-13.2,0.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105.0
34612,2017,2,10,3,28.0,2.0,10.0,300,75.0,-2.0,1024.6,-22.0,0.0,4.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
29815,2016,7,25,6,53.0,2.0,18.0,900,33.0,25.2,998.7,24.5,1.5,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0
17103,2015,2,11,14,27.0,23.0,29.0,500,80.0,8.0,1013.0,-16.4,0.0,3.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
1303,2013,4,24,6,73.0,3.0,17.0,1399,2.0,10.1,1008.2,7.0,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0
3991,2013,8,14,6,115.0,3.0,21.0,800,38.0,25.2,1001.0,23.1,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74.0
5570,2013,10,19,1,324.0,23.0,132.0,2500,1.0,13.2,1020.4,9.3,0.0,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,270.0
22976,2015,10,14,7,144.0,8.0,90.0,3300,2.0,11.9,1014.5,8.4,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,109.0
20291,2015,6,24,10,129.0,17.0,33.0,1400,90.0,25.8,1001.9,17.7,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129.0
31859,2016,10,18,10,212.0,4.0,66.0,1900,2.0,15.7,1018.0,12.8,0.0,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0
31659,2016,10,10,2,68.0,2.0,32.0,1100,2.0,7.2,1016.2,5.2,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56.0
21848,2015,8,28,7,13.0,2.0,33.0,500,25.0,22.4,1004.7,16.7,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
14803,2014,11,7,18,58.0,9.0,37.0,700,36.0,7.0,1026.0,-3.0,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33.0
23133,2015,10,20,20,112.0,8.0,76.0,1400,6.0,12.2,1013.9,7.9,0.0,1.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73.0
31581,2016,10,6,20,81.0,2.0,62.0,2100,2.0,14.6,1020.8,13.6,1.3,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0
24371,2015,12,11,10,11.0,7.0,47.0,600,30.0,2.3,1027.3,-9.9,0.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0
26417,2016,3,5,16,224.0,2.0,17.0,300,87.0,11.6,1013.7,-18.0,0.0,4.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53.0
2154,2013,5,29,17,169.0,3.0,20.0,200,114.0,30.7,1003.0,-4.4,0.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
22250,2015,9,14,1,80.0,2.0,60.0,700,26.0,18.7,1012.0,12.4,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.0
12898,2014,8,20,9,158.0,13.0,69.0,1200,32.0,28.7,1006.1,20.2,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,125.0
22423,2015,9,21,6,69.0,7.0,68.0,800,3.0,15.8,1008.1,14.0,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0
15226,2014,11,25,9,125.0,3.0,53.0,1900,4.0,1.0,1018.0,-2.2,0.0,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0
9337,2014,3,25,0,252.0,13.0,126.0,2500,9.0,9.4,1007.5,4.0,0.0,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,215.0
9964,2014,4,20,3,67.0,2.0,66.0,1000,4.0,8.8,1013.5,6.1,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0
8920,2014,3,7,15,14.0,10.0,29.0,400,67.0,7.7,1023.1,-21.0,0.0,1.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
20211,2015,6,21,2,65.0,4.0,46.0,700,86.0,24.9,1005.3,12.5,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45.0
23443,2015,11,2,18,69.0,2.0,64.0,600,32.0,12.6,1016.3,0.3,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54.0
8249,2014,2,7,16,49.0,35.0,40.0,1000,50.0,-3.5,1020.2,-5.4,0.1,1.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0
24293,2015,12,8,4,140.0,2.0,48.0,2300,3.0,-1.3,1027.7,-1.3,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,140.0
7496,2014,1,7,7,183.0,66.0,89.0,2500,1.0,-2.1,1021.8,-4.9,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,170.0
12492,2014,8,3,11,142.0,2.0,48.0,1100,146.0,33.6,996.7,23.3,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,122.0
11714,2014,7,2,1,30.0,2.0,14.0,800,138.0,21.1,1000.3,20.3,0.1,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0
19553,2015,5,24,16,103.0,23.0,19.0,800,247.0,31.7,1000.0,9.8,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58.0
12433,2014,8,1,0,188.0,4.0,30.0,1600,118.0,26.5,1002.6,22.6,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,188.0
19408,2015,5,18,15,66.0,3.0,24.0,200,113.0,26.9,997.5,-3.9,0.0,6.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
23573,2015,11,8,4,27.0,2.0,38.0,500,32.0,3.1,1021.6,-0.9,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27.0
28777,2016,6,12,0,84.0,5.0,106.0,1000,5.0,22.9,1004.5,15.7,0.0,2.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0
10357,2014,5,6,12,146.0,48.0,65.0,900,74.0,20.0,1003.2,4.1,0.0,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0
7488,2014,1,6,23,159.0,26.0,79.0,2300,1.0,-0.7,1019.9,-4.4,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,166.0
16188,2015,1,4,11,215.0,69.0,137.0,5300,14.0,3.0,1011.0,-14.7,0.0,1.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.0
33351,2016,12,19,14,294.0,28.0,192.0,4700,5.0,9.3,1019.2,-5.4,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,242.0
23869,2015,11,20,12,68.0,6.0,36.0,2700,2.0,0.5,1023.6,-0.6,0.1,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0
33430,2016,12,22,21,40.0,5.0,23.0,500,60.0,0.7,1022.7,-14.1,0.0,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0
15368,2014,12,1,7,59.0,4.0,14.0,300,42.0,-7.0,1027.0,-24.2,0.0,2.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0
23231,2015,10,24,22,55.0,5.0,80.0,800,3.0,13.7,1025.1,4.0,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.0
10039,2014,4,23,6,116.0,9.0,49.0,900,32.0,16.6,1007.4,11.1,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,107.0
7237,2013,12,27,12,17.0,22.0,48.0,800,30.0,1.1,1024.6,-20.0,0.0,3.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.0
29436,2016,7,9,11,105.0,9.0,46.0,1000,100.0,31.7,1001.8,23.3,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,105.0
30686,2016,8,30,13,48.0,4.0,28.0,500,201.0,31.0,1001.1,13.3,0.0,1.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31.0
29504,2016,7,12,7,82.0,10.0,41.0,700,39.0,29.4,994.1,21.6,0.0,1.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64.0
16693,2015,1,25,12,125.0,25.0,47.0,1300,27.0,2.0,1021.0,-5.0,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,125.0
15926,2014,12,24,13,40.0,24.0,22.0,400,67.0,3.0,1026.0,-16.2,0.0,3.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0
5302,2013,10,7,21,174.0,7.0,103.0,1100,5.0,19.1,1020.7,11.4,0.0,0.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.0
28181,2016,5,18,4,67.0,4.0,27.0,400,100.0,21.3,1006.9,10.7,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39.0
14300,2014,10,17,19,162.0,7.0,116.0,1200,21.0,13.6,1011.4,8.0,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0
2710,2013,6,21,21,33.0,5.0,35.0,300,86.0,25.7,1004.7,13.9,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.0
17058,2015,2,9,17,172.0,48.0,91.0,1900,46.0,5.0,1021.0,-18.8,0.0,3.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,145.0
14563,2014,10,28,18,79.0,18.0,43.0,600,49.0,12.0,1021.2,2.2,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39.0
28709,2016,6,9,4,133.0,4.0,61.0,1800,29.0,20.1,1003.7,16.7,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0
20480,2015,7,2,7,37.0,5.0,61.0,600,7.0,23.7,998.7,12.3,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.0
16754,2015,1,28,1,48.0,16.0,67.0,1200,4.0,-6.0,1034.0,-19.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0
3286,2013,7,15,21,29.0,3.0,47.0,1200,4.0,24.2,992.8,24.0,0.1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0
8078,2014,1,31,13,90.0,74.0,44.0,1000,41.0,2.4,1013.6,-4.4,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,67.0
6951,2013,12,15,14,28.0,16.0,43.0,600,36.0,4.5,1027.7,-20.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.0
29697,2016,7,20,8,44.0,3.0,24.0,800,44.0,21.9,1000.0,21.1,5.3,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44.0
30438,2016,8,20,5,53.0,2.0,41.0,1300,7.0,23.3,1005.0,21.4,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0
23677,2015,11,12,12,196.0,9.0,59.0,2300,3.0,7.2,1026.7,5.2,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,196.0
34498,2017,2,5,9,18.0,8.0,39.0,600,45.0,4.1,1019.1,-15.8,0.0,1.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.0
7393,2014,1,3,0,216.0,62.0,123.0,4400,2.0,0.1,1014.5,-6.5,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,154.0
2112,2013,5,27,23,73.0,5.0,37.0,1500,31.0,19.4,1001.4,17.4,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97.0
17020,2015,2,8,3,6.0,5.0,19.0,300,69.0,-7.0,1031.0,-27.4,0.0,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
5294,2013,10,7,13,75.0,8.0,34.0,600,73.0,24.7,1017.8,3.3,0.0,3.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.0
25003,2016,1,6,18,53.0,8.0,34.0,400,53.0,0.3,1027.2,-17.5,0.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0
28668,2016,6,7,11,55.0,2.0,19.0,700,80.0,22.8,1008.9,13.8,0.0,2.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.0
5586,2013,10,19,17,21.0,5.0,26.0,400,46.0,15.6,1021.6,-1.1,0.0,2.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0
28363,2016,5,25,18,47.0,2.0,16.0,300,139.0,26.7,1001.2,4.4,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0
27911,2016,5,6,22,48.0,2.0,26.0,400,73.0,21.6,1010.3,-9.1,0.0,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0
32364,2016,11,8,11,35.0,6.0,49.0,500,23.0,9.2,1031.0,-5.9,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.0
12323,2014,7,27,10,184.0,24.0,57.0,1100,114.0,31.5,1005.5,19.2,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,136.0
8264,2014,2,8,7,91.0,21.0,68.0,2100,1.0,-5.0,1022.2,-6.8,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110.0
33855,2017,1,9,14,29.0,8.0,32.0,500,56.0,3.7,1021.6,-14.0,0.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22.0
20175,2015,6,19,14,54.0,4.0,29.0,800,94.0,22.6,1006.7,14.9,0.0,2.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0
5229,2013,10,4,20,209.0,6.0,79.0,2000,13.0,15.7,1010.6,14.6,0.0,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,193.0
