No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Dongsi,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
24378,2015,12,11,17,78.0,24.0,54.0,1300,25.0,3.6,1023.3,-6.7,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.0
5443,2013,10,13,18,41.0,13.0,55.0,900,30.0,14.6,1014.6,11.7,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64.0
10167,2014,4,28,14,57.0,4.0,15.0,400,133.0,25.3,1012.4,1.4,0.0,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0
15785,2014,12,18,16,206.0,82.0,86.0,3800,8.0,1.0,1022.0,-7.5,0.0,1.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,135.0
24394,2015,12,12,9,40.0,23.0,51.0,1200,4.0,-0.3,1022.9,-6.1,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.0
22238,2015,9,13,13,22.0,2.0,32.0,400,83.0,28.6,1011.6,6.6,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.0
13103,2014,8,28,22,98.0,8.0,40.0,1300,116.0,20.0,1011.8,18.0,0.9,2.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0
12919,2014,8,21,6,213.0,15.0,63.0,1300,40.0,24.2,1003.1,20.7,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,155.0
17964,2015,3,19,11,258.0,11.0,85.0,1500,17.0,13.1,1014.8,-7.6,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82.0
11390,2014,6,18,13,28.0,7.0,19.0,500,128.0,29.9,997.3,14.4,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.0
12182,2014,7,21,13,13.0,11.0,13.0,500,86.0,33.4,997.8,15.9,0.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.0
4807,2013,9,17,6,110.0,11.0,65.0,2300,2.0,20.5,1009.9,17.5,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74.0
18758,2015,4,21,13,80.0,12.0,27.0,600,119.0,26.5,1002.3,-0.6,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80.0
25991,2016,2,16,22,25.0,8.0,31.0,400,52.0,3.2,1021.6,-12.7,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0
27618,2016,4,24,17,237.0,41.0,25.0,1000,186.0,24.2,1002.4,8.6,0.0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,168.0
15140,2014,11,21,19,104.0,20.0,98.0,1600,10.0,9.0,1019.0,-14.1,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34.0
15502,2014,12,6,21,180.0,61.0,86.0,3200,6.0,0.0,1024.0,-14.0,0.0,1.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0
19460,2015,5,20,19,74.0,3.0,20.0,400,119.0,26.4,1008.6,3.0,0.0,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.0
32983,2016,12,4,6,586.0,27.0,160.0,5700,2.0,-0.8,1012.2,-1.6,0.0,0.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,480.0
33959,2017,1,13,22,41.0,18.0,35.0,600,45.0,-0.5,1024.75,-23.0,0.0,3.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.0
15150,2014,11,22,5,5.0,8.0,25.0,400,42.0,1.0,1025.0,-9.6,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
24631,2015,12,22,6,163.0,25.0,75.0,2600,2.0,-4.6,1024.1,-5.0,0.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.0
24051,2015,11,28,2,309.0,51.0,119.0,4200,5.0,-2.7,1023.9,-6.7,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,309.0
30080,2016,8,5,7,76.0,3.0,52.0,1200,5.0,26.6,1006.7,24.3,0.0,1.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76.0
26308,2016,3,1,3,102.0,24.0,64.0,1700,3.0,-1.0,1022.7,-11.5,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0
32382,2016,11,9,5,206.0,10.0,97.0,3300,2.0,0.5,1028.5,-1.9,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,146.0
21811,2015,8,26,18,11.0,2.0,18.0,400,117.0,29.6,1002.8,15.7,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
27503,2016,4,19,22,83.0,22.0,56.0,1200,43.0,13.6,1012.1,3.4,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0
9325,2014,3,24,12,289.0,71.0,110.0,2500,54.0,18.1,1008.7,3.2,0.0,1.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,231.0
29472,2016,7,10,23,99.0,2.0,24.0,500,104.0,31.9,997.9,21.1,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.0
23443,2015,11,2,18,98.0,9.0,78.0,900,35.0,12.6,1016.3,0.3,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65.0
34595,2017,2,9,10,18.0,2.0,14.0,200,71.0,-1.1,1025.7,-20.7,0.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0
14717,2014,11,4,4,114.0,10.0,55.0,800,4.0,3.0,1013.0,0.6,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0
30641,2016,8,28,16,6.0,2.0,9.0,200,111.0,32.0,1005.9,6.2,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
17742,2015,3,10,5,13.0,5.0,36.0,700,20.0,-6.8,1031.2,-23.1,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.0
2009,2013,5,23,16,193.0,96.0,63.0,2799,194.0,29.5,1002.7,11.1,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,136.0
30561,2016,8,25,8,21.0,2.0,29.0,500,60.0,27.8,1005.0,15.1,0.0,2.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.0
32467,2016,11,12,18,156.0,14.0,99.0,2100,5.0,7.5,1015.4,3.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0
30820,2016,9,5,3,31.0,2.0,32.0,600,73.0,20.0,1006.9,15.6,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31.0
17636,2015,3,5,19,119.0,70.0,49.0,1100,44.0,5.7,1018.3,-16.8,0.0,1.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99.0
1028,2013,4,12,19,115.0,26.0,57.0,700,80.0,21.3,1004.8,-1.3,0.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56.0
18711,2015,4,19,14,87.0,2.0,10.0,300,102.0,20.4,1010.4,-11.1,0.0,2.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47.0
14216,2014,10,14,7,57.0,3.0,52.0,500,2.0,8.4,1017.7,-0.6,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0
17438,2015,2,25,13,23.0,11.0,9.0,400,75.0,5.0,1016.0,-22.1,0.0,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23.0
16391,2015,1,12,22,209.0,51.0,102.0,3600,5.0,-3.5,1031.3,-10.2,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0
7226,2013,12,27,1,14.0,14.0,44.0,600,27.0,-2.1,1029.8,-20.5,0.0,3.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.0
32617,2016,11,19,0,204.0,14.0,97.0,3100,2.0,7.0,1009.8,6.1,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,199.0
21694,2015,8,21,21,68.0,2.0,32.0,600,125.0,28.9,1000.2,16.1,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.0
1299,2013,4,24,2,248.0,16.0,99.0,3200,2.0,7.9,1008.8,6.8,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,216.0
9113,2014,3,15,16,229.0,51.0,105.0,1600,92.0,21.2,1004.6,-6.5,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,142.0
13958,2014,10,3,13,147.0,13.0,56.0,2300,14.0,17.3,1012.6,12.6,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90.0
13764,2014,9,25,11,133.0,3.0,77.0,1800,13.0,19.4,1013.6,16.6,0.0,1.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0
9246,2014,3,21,5,23.0,20.0,67.0,700,8.0,5.8,1019.2,-10.5,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.0
4373,2013,8,30,4,10.0,1.0,12.0,400,44.0,19.3,1008.0,10.0,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
30455,2016,8,20,22,79.0,2.0,32.0,1100,134.0,27.6,1003.9,22.8,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79.0
27890,2016,5,6,1,830.0,2.0,5.0,200,83.0,18.5,1005.7,-9.5,0.0,4.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,402.0
19586,2015,5,26,1,112.0,23.0,32.0,700,133.0,26.7,1001.9,13.8,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.0
11891,2014,7,9,10,19.0,3.0,52.0,600,22.0,29.6,1001.6,14.2,0.0,2.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.0
5451,2013,10,14,2,73.0,8.0,78.0,1300,3.0,13.4,1016.5,12.6,0.1,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0
17867,2015,3,15,10,181.0,22.0,74.0,2100,18.0,11.9,1015.3,-16.7,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0
2209,2013,6,1,0,129.0,41.0,40.0,1000,115.0,21.6,999.7,16.1,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0
12166,2014,7,20,21,56.0,9.0,30.0,700,114.0,32.8,997.7,23.4,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56.0
10212,2014,4,30,11,278.0,34.0,100.0,1500,84.0,25.3,1005.1,10.7,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,278.0
17516,2015,2,28,19,265.0,13.0,56.0,1800,14.0,1.0,1019.3,-3.1,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,265.0
27191,2016,4,6,22,258.0,21.0,114.0,2400,16.0,15.6,1003.5,8.8,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,258.0
24723,2015,12,26,2,543.0,6.0,138.0,7400,3.0,-3.5,1013.1,-3.5,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,495.0
4366,2013,8,29,21,27.0,5.0,39.0,600,22.0,23.5,1003.8,10.2,0.0,2.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.0
4885,2013,9,20,12,12.0,1.0,14.0,400,90.0,26.8,1010.9,7.8,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0
13391,2014,9,9,22,134.0,9.0,98.0,1200,61.0,23.7,1007.6,13.3,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62.0
14070,2014,10,8,5,237.0,9.0,115.0,1700,3.0,12.2,1015.5,10.3,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,202.0
595,2013,3,25,18,133.0,32.0,52.0,1000,100.0,9.3,1014.6,-8.3,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,109.0
1918,2013,5,19,21,121.0,3.0,13.0,300,80.0,19.6,1000.5,-5.4,0.0,2.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0
26841,2016,3,23,8,46.0,2.0,21.0,300,64.0,8.2,1029.0,-12.9,0.0,3.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0
20627,2015,7,8,10,196.0,11.0,54.0,1700,71.0,27.1,1007.0,19.4,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,196.0
25443,2016,1,25,2,46.0,6.0,26.0,300,50.0,-4.4,1029.7,-23.5,0.0,3.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0
10414,2014,5,8,21,141.0,24.0,56.0,1300,92.0,18.3,1009.7,4.5,0.0,2.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62.0
34341,2017,1,29,20,36.0,2.0,11.0,300,68.0,-1.9,1030.25,-21.1,0.0,2.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0
9996,2014,4,21,11,36.0,3.0,33.0,400,79.0,22.5,1012.8,-5.5,0.0,3.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0
29616,2016,7,16,23,57.0,5.0,68.0,1200,45.0,23.2,1001.3,18.9,0.0,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0
26957,2016,3,28,4,145.0,27.0,72.0,600,5.0,10.0,1008.5,-5.6,0.0,0.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.0
17839,2015,3,14,6,63.0,27.0,68.0,1300,4.0,0.5,1020.2,-5.5,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0
17962,2015,3,19,9,226.0,14.0,92.0,1800,12.0,9.9,1014.6,-6.5,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,93.0
12949,2014,8,22,12,45.4,4.2,70.1,1000,55.4,27.3,1003.4,18.6,0.0,1.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4
28937,2016,6,18,16,68.0,9.0,19.0,600,201.0,32.2,999.4,16.5,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.0
17920,2015,3,17,15,140.0,20.0,31.0,1700,99.0,15.9,1014.3,-6.4,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,115.0
24963,2016,1,5,2,9.0,2.0,22.0,400,48.0,-4.3,1027.5,-20.1,0.0,4.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0
10279,2014,5,3,6,99.0,7.0,67.0,600,5.0,11.7,1009.9,5.8,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0
33379,2016,12,20,18,438.0,8.0,161.0,8800,4.0,-0.4,1024.7,-2.6,0.0,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.0
132,2013,3,6,11,177.0,82.0,130.0,2399,30.0,9.5,1009.5,-6.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.0
19518,2015,5,23,5,125.0,11.0,122.0,1100,18.0,15.9,1004.8,12.3,0.0,0.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86.0
25199,2016,1,14,22,152.0,33.0,94.0,2200,4.0,-0.4,1014.9,-18.6,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,125.0
33912,2017,1,11,23,49.0,20.0,79.0,1100,17.0,-0.175,1020.0,-11.3,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36.0
7702,2014,1,15,21,550.0,143.0,143.0,5300,11.0,-0.5,1024.0,-8.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,531.0
29281,2016,7,3,0,85.0,5.0,59.0,1000,99.0,27.7,1001.7,16.3,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56.0
26788,2016,3,21,3,159.0,23.0,77.0,1200,22.0,5.3,1020.0,-3.3,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.0
4235,2013,8,24,10,61.0,9.0,45.0,800,42.0,30.7,1006.0,13.9,0.0,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.0
21888,2015,8,29,23,98.0,6.0,34.0,1000,96.0,24.1,1006.2,18.3,0.0,1.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0
30723,2016,9,1,2,16.0,2.0,56.0,400,17.0,26.5,990.6,-1.4,0.0,2.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0
21294,2015,8,5,5,108.0,3.0,50.0,1100,25.0,23.8,997.6,21.7,0.0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92.0
30652,2016,8,29,3,96.0,2.0,89.0,700,2.0,19.1,1007.0,13.5,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37.0
16251,2015,1,7,2,156.0,53.0,83.0,2900,3.0,-6.0,1020.0,-17.7,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,111.0
19130,2015,5,7,1,158.0,7.0,48.0,500,40.0,14.6,1007.1,-1.9,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44.0
20339,2015,6,26,10,96.0,2.0,28.0,1000,113.0,23.8,997.3,19.9,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96.0
32841,2016,11,28,8,115.0,28.0,74.0,1800,2.0,-3.7,1028.8,-7.8,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0
7231,2013,12,27,6,11.0,23.0,48.0,700,26.0,-3.4,1028.7,-20.2,0.0,4.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0
25120,2016,1,11,15,16.0,2.0,16.0,300,67.0,-4.3,1030.3,-22.9,0.0,3.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0
19149,2015,5,7,20,124.0,13.0,24.0,600,120.0,21.7,1006.6,5.6,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.0
24438,2015,12,14,5,183.0,18.0,81.0,2900,4.0,0.2,1019.6,0.2,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.0
304,2013,3,13,15,13.0,6.0,22.0,300,84.0,8.2,1023.9,-14.8,0.0,2.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0
27085,2016,4,2,12,25.0,2.0,9.0,300,88.0,17.4,1016.1,-6.5,0.0,3.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
9516,2014,4,1,11,131.0,42.0,83.0,1600,54.0,20.4,1008.7,4.8,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,202.0
18422,2015,4,7,13,17.0,2.0,8.0,300,81.0,11.5,1026.7,-16.0,0.0,1.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0
34633,2017,2,11,0,23.0,7.0,35.0,600,46.0,1.4,1025.5,-21.8,0.0,1.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.0
30180,2016,8,9,11,62.0,12.0,50.0,1300,123.0,30.2,1004.6,17.3,0.0,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0
21583,2015,8,17,6,145.0,18.0,52.0,1100,36.0,25.3,1001.3,19.4,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90.0
513,2013,3,22,8,137.0,12.0,37.0,400,53.0,6.7,1016.6,-12.0,0.0,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
32972,2016,12,3,19,500.0,39.0,171.0,4600,2.0,2.7,1014.6,-1.3,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.0
12755,2014,8,14,10,32.0,12.0,41.0,800,56.0,26.1,1004.2,16.1,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32.0
31193,2016,9,20,16,15.0,2.0,20.0,300,117.0,26.5,1014.0,6.0,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.0
33308,2016,12,17,19,439.0,37.0,125.0,3900,2.0,0.2,1019.2,-3.7,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.0
487,2013,3,21,6,73.0,10.0,50.0,900,7.0,-0.3,1009.5,-3.7,0.0,0.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96.0
28565,2016,6,3,4,78.0,22.0,54.0,1200,55.0,19.0,1002.6,9.2,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64.0
26874,2016,3,24,17,20.0,4.0,10.0,300,95.0,13.6,1023.7,-15.3,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.0
17656,2015,3,6,15,250.0,62.0,62.0,2200,70.0,8.8,1011.9,-10.7,0.0,2.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,250.0
10579,2014,5,15,18,327.0,7.0,34.0,500,129.0,27.3,993.4,2.4,0.0,2.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,95.0
14780,2014,11,6,19,47.0,2.0,66.0,700,11.0,4.0,1026.0,-4.5,0.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0
17178,2015,2,14,17,318.0,71.0,123.0,2900,57.0,9.0,1003.0,-8.6,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.0
31312,2016,9,25,15,168.0,10.0,52.0,2000,102.0,26.825,1009.25,18.1,0.0,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,168.0
33113,2016,12,9,16,54.0,7.0,45.0,700,27.0,4.3,1023.9,-14.5,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0
28497,2016,5,31,8,107.0,10.0,27.0,600,70.0,24.4,1005.7,5.7,0.0,3.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0
27135,2016,4,4,14,93.0,21.0,20.0,600,141.0,20.0,1006.1,1.4,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93.0
4676,2013,9,11,19,118.0,23.0,28.0,1100,176.0,25.5,1009.7,14.6,0.0,2.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101.0
26169,2016,2,24,8,43.0,13.0,71.0,1400,4.0,-5.3,1032.9,-17.7,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
21092,2015,7,27,19,161.0,2.0,20.0,1000,150.0,32.3,997.8,25.1,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,120.0
24171,2015,12,3,2,5.0,2.0,10.0,400,37.0,-0.6,1016.4,-15.3,0.0,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
754,2013,4,1,9,50.0,26.0,16.0,400,80.0,12.8,1011.4,-4.4,0.0,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.0
21437,2015,8,11,4,137.0,2.0,23.0,1500,58.0,26.0,1005.3,22.1,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.0
34476,2017,2,4,11,323.0,54.0,82.0,3300,23.0,4.5,1015.0,-9.3,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.0
1544,2013,5,4,7,134.0,33.0,45.0,900,56.0,16.7,1014.3,8.4,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112.0
25358,2016,1,21,13,155.0,34.0,64.0,2600,14.0,-4.4,1028.6,-9.2,0.0,2.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155.0
22721,2015,10,3,16,75.0,5.0,24.0,700,96.0,24.1,1015.3,8.1,0.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.0
15722,2014,12,16,1,5.0,6.0,16.0,400,52.0,-5.0,1029.0,-22.0,0.0,3.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
9044,2014,3,12,19,15.0,10.0,27.0,500,72.0,6.0,1019.9,-18.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0
7326,2013,12,31,5,147.0,65.0,83.0,3300,8.0,4.2,1006.6,-15.7,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,117.0
10843,2014,5,26,18,44.0,5.0,36.0,400,128.0,32.2,989.9,3.2,0.0,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.0
17505,2015,2,28,8,95.0,5.0,34.0,1100,8.0,-1.0,1024.0,-2.7,0.1,1.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95.0
10346,2014,5,6,1,91.0,20.0,42.0,700,39.0,9.9,1009.3,-0.1,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0
9686,2014,4,8,13,240.0,62.0,74.0,1700,128.0,24.2,1007.9,4.0,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,203.0
33080,2016,12,8,7,306.0,24.0,99.0,4400,2.0,0.0,1011.2,-1.4,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,214.0
27211,2016,4,7,18,67.0,2.0,15.0,100,99.0,22.2,1006.9,-8.6,0.0,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.0
14456,2014,10,24,7,213.0,6.0,89.0,1900,2.0,8.8,1008.5,8.7,0.0,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,141.0
33201,2016,12,13,8,6.0,6.0,40.0,300,35.0,1.7,1027.1,-14.1,0.0,2.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
22200,2015,9,11,23,19.0,2.0,60.0,800,8.0,16.0,1011.7,10.3,0.0,1.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.0
