No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Wanliu,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
15016,2014,11,16,15,16.0,8.0,24.0,400,29.0,12.2,1024.0,-4.5,0.0,2.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0
5730,2013,10,25,17,53.0,6.0,40.6494,400,49.0,9.7,1019.4,4.1,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.0
10275,2014,5,3,2,69.0,7.0,100.0,600,2.0,8.5,1010.1,5.4,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0
20921,2015,7,20,16,106.0,2.0,29.0,900,186.0,29.2,1000.1,21.4,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,106.0
862,2013,4,5,21,16.0,3.0,32.0,300,84.0,6.5,1017.8,-9.0,0.0,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.0
33579,2016,12,29,2,16.0,11.0,53.0,1000,13.0,-7.3,1031.4,-16.2,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.0
33017,2016,12,5,16,32.0,2.0,8.0,300,77.0,5.0,1025.2,-22.1,0.0,4.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
15463,2014,12,5,6,11.0,8.0,50.0,700,11.0,-4.6,1028.0,-21.2,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0
21114,2015,7,28,17,54.0,2.0,37.0,900,228.0,31.8,995.0,22.5,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54.0
17372,2015,2,22,19,90.0,6.0,29.0,400,38.0,0.0,1014.0,-14.8,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0
9296,2014,3,23,7,231.0,31.0,118.0,2200,2.0,9.0,1021.2,-3.2,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,112.0
18191,2015,3,28,22,63.0,5.0,85.0,400,19.0,13.4,1010.4,-0.3,0.0,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
8518,2014,2,18,21,100.0,39.0,140.0,1400,6.0,0.7,1023.4,-7.6,0.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102.0
25320,2016,1,19,23,117.0,41.0,83.0,3400,2.0,-7.3,1028.5,-18.6,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,87.0
10702,2014,5,20,21,189.0,18.0,70.0,1300,151.0,24.7,1000.0,14.8,0.0,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58.0
11721,2014,7,2,8,53.0,3.0,38.0,700,62.0,21.9,998.3,21.9,1.2,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53.0
30624,2016,8,27,23,13.0,2.0,59.0,500,7.0,19.1,1006.8,11.1,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.0
15798,2014,12,19,5,156.0,58.0,93.0,3800,2.0,-2.8,1028.0,-9.5,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,139.0
17430,2015,2,25,5,295.0,21.0,84.0,3300,2.0,2.3,1011.2,-5.6,0.0,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,229.0
19299,2015,5,14,2,105.0,2.0,15.0,300,81.0,18.4,998.0,2.2,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.0
33570,2016,12,28,17,18.0,6.0,22.0,400,58.0,0.7,1027.5,-19.8,0.0,3.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0
20950,2015,7,21,21,56.0,2.0,31.0,700,124.0,25.0,998.6,19.8,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56.0
21639,2015,8,19,14,52.0,2.0,32.0,800,161.0,29.7,1004.6,18.5,0.0,1.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52.0
24694,2015,12,24,21,330.0,25.0,132.0,3300,7.0,-1.7,1020.9,-8.5,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,252.0
13501,2014,9,14,12,20.0,5.0,29.0,200,30.0,21.7,1012.9,9.2,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
28942,2016,6,18,21,80.0,3.0,47.0,800,170.0,28.0,999.2,16.6,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51.0
22609,2015,9,29,0,69.0,2.0,57.0,1500,2.0,16.2,1021.6,15.4,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69.0
20968,2015,7,22,15,96.0,8.0,44.0,900,204.0,32.4,996.6,20.6,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96.0
27178,2016,4,6,9,178.0,35.0,100.0,2100,13.0,13.7,1005.9,1.0,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,84.0
32720,2016,11,23,7,24.0,9.0,53.0,800,12.0,-6.1,1031.5,-15.6,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.0
21063,2015,7,26,14,94.0,7.0,18.0,1000,273.0,35.1,997.4,22.4,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86.0
16787,2015,1,29,10,113.0,39.0,65.0,1400,2.0,-1.0,1022.0,-7.6,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,94.0
25684,2016,2,4,3,12.0,8.0,24.0,300,55.0,0.0,1025.2,-18.2,0.0,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0
4882,2013,9,20,9,34.0,14.5656,50.9144,700,12.0,25.0,1011.9,14.5,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
19283,2015,5,13,10,91.0,4.0,91.0,900,34.0,22.9,989.0,6.2,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0
3043,2013,7,5,18,57.0,5.7120000000000015,36.954,400,179.0,32.4,992.8,18.9,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.0
26862,2016,3,24,5,34.0,2.0,63.0,500,18.0,2.1,1028.0,-7.8,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
8190,2014,2,5,5,120.0,65.0,94.0,3000,1.0,-6.2,1022.9,-21.0,0.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110.0
3995,2013,8,14,10,109.0,63.6888,52.1462,800,45.0,31.3,998.7,25.2,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0
11707,2014,7,1,18,157.0,19.0,41.0,900,170.0,29.3,996.0,20.7,0.0,0.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,136.0
12275,2014,7,25,10,92.0,17.0,56.0,900,98.0,30.8,1000.0,17.8,0.0,0.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92.0
29441,2016,7,9,16,84.0,2.0,27.0,800,211.0,35.7,996.6,22.6,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84.0
3226,2013,7,13,9,176.0,10.5672,57.8946,1400,16.0,27.7,1002.3,23.9,0.0,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,196.0
10174,2014,4,28,21,124.0,8.0,71.0,700,82.0,19.5,1010.3,6.9,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67.0
21162,2015,7,30,17,105.0,2.0,36.0,1300,72.0,25.6,998.3,23.3,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105.0
1271,2013,4,22,22,231.0,75.0,112.0,1700,2.0,13.7,1006.1,7.9,0.0,2.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,230.0
31571,2016,10,6,10,111.0,2.0,52.0,2300,2.0,15.5,1021.3,13.3,0.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104.0
30718,2016,8,31,21,26.0,2.0,29.0,200,63.0,27.9,990.3,-3.1,0.0,2.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
16495,2015,1,17,6,17.0,15.0,53.0,700,5.0,-9.0,1027.0,-17.3,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0
31291,2016,9,24,18,192.0,3.0,52.0,1300,167.0,25.9,1004.5,18.5,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,176.0
15689,2014,12,14,16,113.0,33.0,89.0,1500,6.0,4.9,1030.0,-16.2,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64.0
18822,2015,4,24,5,218.0,8.0,89.0,1000,4.0,7.7,1017.6,2.2,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68.0
29812,2016,7,25,3,132.0,7.0,44.0,900,8.0,25.8,998.5,24.8,2.0,0.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,132.0
34135,2017,1,21,6,42.0,13.0,37.0,700,48.0,-8.225,1023.25,-17.3,0.0,3.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24.0
27638,2016,4,25,13,150.0,40.0,46.0,1200,167.0,26.6,1006.2,11.9,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,150.0
34756,2017,2,16,3,261.0,39.0,136.0,3900,53.0,2.1,1007.2,-5.3,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,261.0
32887,2016,11,30,6,145.0,9.0,88.0,4300,3.0,-2.3,1018.9,-3.9,0.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,120.0
3520,2013,7,25,15,37.0,8.8536,40.8547,400,181.0,35.7,994.3,18.3,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.0
24256,2015,12,6,15,147.0,40.0,95.0,1800,8.0,4.8,1022.3,-4.8,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,132.0
13039,2014,8,26,6,99.0,6.0,95.0,500,2.0,19.3,1008.5,14.5,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27.0
23550,2015,11,7,5,42.0,2.0,53.0,1400,2.0,0.7,1022.9,0.0,0.8,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0
16310,2015,1,9,13,9.0,12.0,22.0,400,42.0,6.0,1025.0,-18.0,0.0,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0
34561,2017,2,8,0,122.0,14.0,88.0,2100,5.0,-3.4,1024.8,-7.0,0.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,115.0
11809,2014,7,6,0,198.0,13.0,68.0,1300,79.0,26.7,999.4,23.6,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,165.0
23806,2015,11,17,21,74.0,8.0,55.0,1000,2.0,6.2,1023.1,1.3,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.0
26979,2016,3,29,2,16.0,2.0,19.0,200,73.0,11.3,1011.3,-0.5,0.0,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
21564,2015,8,16,11,29.0,4.0,35.0,600,160.0,31.4,1000.6,15.4,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0
32130,2016,10,29,17,49.0,6.0,38.0,400,46.0,10.7,1021.4,-5.8,0.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.0
22183,2015,9,11,6,5.0,2.0,2.0,300,31.0,12.9,1011.8,12.3,0.0,0.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
30257,2016,8,12,16,13.0,2.0,35.0,800,53.0,28.8,999.0,23.5,0.0,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.0
14653,2014,11,1,12,38.0,8.0,32.0,300,39.0,15.2,1023.0,-2.7,0.0,2.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0
14155,2014,10,11,18,234.0,6.0,79.0,1500,19.0,18.5,1018.2,9.0,0.0,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,234.0
33407,2016,12,21,22,393.0,27.0,201.0,7200,5.0,3.0,1018.2,-2.7,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,393.0
7958,2014,1,26,13,57.0,61.0,59.0,600,35.0,2.5,1021.0,-8.0,0.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37.0
17462,2015,2,26,13,12.0,8.0,23.0,300,62.0,4.3,1019.7,-21.8,0.0,3.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0
21843,2015,8,28,2,25.0,2.0,51.0,500,2.0,20.7,1003.3,18.5,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.0
4491,2013,9,4,2,165.0,29.7024,41.6759,1500,78.0,20.8,1010.8,19.1,0.0,2.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,139.0
14975,2014,11,14,22,137.0,20.0,91.0,1500,2.0,2.7,1016.0,-4.5,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67.0
15879,2014,12,22,14,113.0,33.0,111.0,2300,5.0,9.6,1014.0,-12.3,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73.0
2500,2013,6,13,3,59.0,20.5632,57.6893,1000,75.0,17.7,1002.8,15.5,0.0,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,115.0
9695,2014,4,8,22,239.0,41.0,92.0,1200,93.0,19.5,1004.9,8.2,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173.0
3770,2013,8,5,1,42.0,9.7104,42.7024,400,60.0,20.6,993.4,19.9,0.0,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42.0
16132,2015,1,2,3,166.0,48.0,92.0,4000,2.0,-8.0,1026.0,-16.4,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99.0
5761,2013,10,27,0,141.0,14.0,93.6168,1600,1.0,5.4,1013.6,2.9,0.0,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0
7056,2013,12,19,23,165.0,29.0,94.0,4200,2.7846,-6.6,1026.8,-12.3,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,156.0
8264,2014,2,8,7,104.0,24.0,90.0,2300,1.0,-4.7,1020.3,-5.5,0.0,0.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,139.0
12116,2014,7,18,19,154.0,9.0,47.0,900,155.0,31.3,1000.4,24.7,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119.0
2181,2013,5,30,20,190.0,29.0,72.0,900,168.0,28.2,998.0,10.8,0.0,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.0
9963,2014,4,20,2,114.0,9.0,114.0,900,2.0,9.3,1012.5,6.4,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112.0
14166,2014,10,12,5,6.0,8.0,26.0,200,30.0,15.3,1024.8,1.8,0.0,2.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.0
14367,2014,10,20,14,296.0,9.0,97.0,1500,56.0,19.4,1011.8,15.3,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,262.0
982,2013,4,10,21,78.0,11.0,124.0,500,2.9988,4.0,1013.1,-4.2,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0
11456,2014,6,21,7,48.0,6.0,46.0,1000,41.0,22.0,1004.0,18.8,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.0
33564,2016,12,28,11,15.0,10.0,24.0,500,57.0,0.8,1027.3,-17.5,0.0,3.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0
25959,2016,2,15,14,21.0,3.0,9.0,300,84.0,4.7,1017.9,-17.7,0.0,3.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
22552,2015,9,26,15,67.0,10.0,21.0,500,143.0,26.6,1005.9,11.1,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.0
3589,2013,7,28,12,19.0,17.7072,49.4773,500,110.0,33.8,994.8,21.6,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27.0
28691,2016,6,8,10,119.0,2.0,46.0,1200,84.0,24.2,1004.2,17.7,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0
23171,2015,10,22,10,15.0,2.0,14.0,400,24.0,8.7,1021.0,6.5,0.1,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.0
29855,2016,7,26,22,56.0,2.0,37.0,800,95.0,28.3,997.5,23.7,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.0
21562,2015,8,16,9,66.0,4.0,46.0,600,72.0,28.1,1000.8,16.4,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0
28538,2016,6,2,1,72.0,7.0,57.0,700,68.0,20.1,1006.0,11.3,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36.0
19773,2015,6,2,20,26.0,2.0,32.0,300,85.0,27.3,1003.7,-5.8,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.0
34909,2017,2,22,12,104.0,18.0,60.0,1500,39.0,0.7,1016.9,-4.0,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.0
33308,2016,12,17,19,274.0,24.0,143.0,4100,3.0,-2.4,1017.5,-5.7,0.0,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,253.0
8418,2014,2,14,17,284.0,85.0,183.0,3000,5.0,-0.7,1018.0,-5.3,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,295.0
20987,2015,7,23,10,51.0,2.0,66.0,900,20.0,25.1,1000.0,21.6,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51.0
18055,2015,3,23,6,156.0,8.0,89.0,1300,2.0,1.3,1024.3,-7.5,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0
34412,2017,2,1,19,114.0,20.0,49.0,1100,54.0,0.3,1030.3,-20.1,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72.0
218,2013,3,10,1,31.0,8.0,48.0,500,69.0,-0.2,1021.1,-11.6,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.0
5112,2013,9,29,23,183.0,16.2792,117.4316,2000,1.0,16.9,1014.2,15.4,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,156.0
28179,2016,5,18,2,62.0,8.0,42.0,400,77.0,20.9,1005.1,11.5,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.0
2618,2013,6,18,1,36.0,24.276,80.067,1399,33.0,22.4,993.6,18.8,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53.0
21765,2015,8,24,20,32.0,2.0,46.0,500,55.0,23.9,1004.8,17.9,0.0,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.0
32828,2016,11,27,19,39.0,13.0,65.0,900,17.0,3.2,1025.7,-16.5,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0
6206,2013,11,14,13,65.0,14.0,14.5763,300,57.834,14.6,1011.7,-8.8,0.0,3.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.0
19170,2015,5,8,17,66.0,7.0,28.0,500,130.0,23.3,1001.5,4.3,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37.0
25491,2016,1,27,2,110.0,37.0,83.0,2900,2.0,-9.9,1022.5,-17.5,0.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94.0
3790,2013,8,5,21,81.0,18.2784,47.6296,600,95.0,27.2,992.9,23.4,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42.0
1028,2013,4,12,19,132.0,37.0,106.0,600,34.0,19.7,1003.4,0.7,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56.0
2747,2013,6,23,10,48.0,19.7064,63.0271,1300,50.0,28.4,998.7,17.6,0.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48.0
27547,2016,4,21,18,166.0,2.0,21.0,300,136.0,27.4,995.2,-5.7,0.0,3.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,141.0
16144,2015,1,2,15,47.0,20.0,63.0,900,14.0,4.0,1024.0,-19.6,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.0
4946,2013,9,23,1,180.0,15.4224,92.1797,2600,1.0,19.8,1008.1,18.1,0.0,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,130.0
31306,2016,9,25,9,148.0,2.0,48.0,1100,46.0,21.975,1011.0,18.2,0.0,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148.0
8437,2014,2,15,12,325.0,145.0,137.0,3500,11.0,2.9,1018.5,-5.8,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.0
15991,2014,12,27,6,202.0,62.0,101.0,5000,2.0,-3.4,1031.0,-8.8,0.0,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,152.0
3989,2013,8,14,4,50.0,65.4024,71.6497,700,6.0,24.5,999.1,22.9,0.0,0.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69.0
2114,2013,5,28,1,46.0,11.0,47.0,1600,16.0,18.5,998.8,17.0,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.0
12434,2014,8,1,1,189.0,9.0,43.0,1500,82.0,26.4,1000.8,23.7,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,189.0
31150,2016,9,18,21,30.0,2.0,41.0,700,2.0,15.5,1016.0,14.7,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.0
25068,2016,1,9,11,42.0,22.0,64.0,2000,10.0,-0.3,1020.1,-14.7,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0
32694,2016,11,22,5,11.0,3.0,4.0,300,62.0,-6.2,1034.2,-21.8,0.0,4.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
27121,2016,4,4,0,92.0,5.0,55.0,500,48.0,12.5,1010.0,-0.8,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0
707,2013,3,30,10,124.0,95.0,75.0,2299,37.0,8.4,1018.2,-5.5,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.0
26174,2016,2,24,13,29.0,14.0,35.0,400,71.0,6.1,1026.7,-18.7,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.0
12669,2014,8,10,20,141.0,9.0,45.0,600,120.0,26.4,996.6,22.5,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41.0
19693,2015,5,30,12,85.0,8.0,31.0,700,156.0,28.2,1002.5,10.8,0.0,1.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.0
16154,2015,1,3,1,154.0,49.0,87.0,2700,2.0,-7.0,1016.0,-12.7,0.0,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0
11290,2014,6,14,9,64.0,9.0,48.0,500,34.0,26.6,1002.3,18.7,0.0,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37.0
24160,2015,12,2,15,5.0,2.0,12.0,200,46.0,3.6,1013.7,-14.6,0.0,4.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
12197,2014,7,22,4,40.0,12.0,42.0,200,19.0,26.2,1000.2,17.0,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0
4576,2013,9,7,15,25.0,11.1384,22.583,600,168.0,29.1,1009.9,14.1,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0
32537,2016,11,15,16,97.0,22.0,70.0,1400,23.0,10.0,1017.2,-8.7,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45.0
1456,2013,4,30,15,46.0,15.0,33.0,400,104.0,29.0,1005.7,-4.5,0.0,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.0
26329,2016,3,2,0,173.0,36.0,162.0,2500,3.0,2.2,1013.3,-8.8,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0
8962,2014,3,9,9,172.0,83.0,100.0,3300,2.0,5.1,1022.3,-6.8,0.0,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0
30108,2016,8,6,11,122.0,2.0,58.0,1100,104.0,31.4,1000.5,24.5,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122.0
16603,2015,1,21,18,27.0,9.0,49.0,500,22.0,3.0,1023.0,-15.2,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0
24325,2015,12,9,12,221.0,58.0,93.0,2900,7.0,4.8,1019.3,-0.2,0.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,221.0
605,2013,3,26,4,202.0,60.0,114.0,1500,2.0,-0.4,1010.5,-2.3,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144.0
29702,2016,7,20,13,19.0,2.0,13.0,400,56.0,21.6,993.7,20.9,28.9,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.0
18169,2015,3,28,0,137.0,28.0,95.0,800,53.0,15.4,1007.3,3.2,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96.0
