No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Aotizhongxin,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
15271,2014,11,27,6,37.0,7.0,47.0,800,20.0,5.8,1018.0,-8.5,0.0,2.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0
13794,2014,9,26,17,181.0,7.0,72.0,1700,33.0,19.3,1004.1,18.8,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,181.0
2934,2013,7,1,5,101.0,10.0,62.0,1100,4.0,24.0,995.3,23.1,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,155.0
33169,2016,12,12,0,225.0,46.0,129.0,3600,2.0,1.6,1018.8,-4.3,0.0,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.0
7851,2014,1,22,2,179.0,127.0,98.0,3600,1.0,-5.0,1020.0,-16.0,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148.0
26150,2016,2,23,13,11.0,5.0,5.0,300,81.0,1.2,1034.7,-22.7,0.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0
20741,2015,7,13,4,55.0,3.0,52.0,600,130.0,26.2,993.0,18.1,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55.0
16982,2015,2,6,13,37.0,31.0,34.0,900,80.0,10.0,1017.0,-14.0,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.0
15206,2014,11,24,13,20.0,6.0,36.0,600,36.0,12.2,1022.2,-11.5,0.0,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.0
10507,2014,5,12,18,146.0,11.0,44.0,400,132.0,27.1,993.2,11.6,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38.0
6251,2013,11,16,10,37.0,7.0,14.0,300,54.4068,11.2,1013.8,-7.1,0.0,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0
10678,2014,5,19,21,271.0,10.0,119.0,1000,49.0,20.2,997.3,16.6,0.0,0.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0
26210,2016,2,26,1,27.0,4.0,11.0,300,70.0,2.1,1028.3,-18.0,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0
12479,2014,8,2,22,140.0,2.0,42.0,800,109.0,27.6,995.9,26.5,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,140.0
18980,2015,4,30,19,134.0,6.0,39.0,600,194.0,27.7,1003.9,10.8,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61.0
24854,2015,12,31,13,47.0,21.0,66.0,1400,29.0,2.9,1028.0,-10.1,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.0
32919,2016,12,1,14,10.0,2.0,11.0,300,77.0,10.0,1028.6,-13.3,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0
19576,2015,5,25,15,219.0,32.0,30.0,1300,292.0,32.8,1000.0,13.4,0.0,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.0
18613,2015,4,15,12,195.0,26.0,153.0,1600,22.0,20.8,994.1,4.8,0.0,1.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,154.0
33624,2016,12,30,23,338.0,16.0,137.0,4700,2.0,-4.6,1023.8,-7.4,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,311.0
2534,2013,6,14,13,188.0,52.0,55.0,900,251.0,30.0,1002.2,14.5,0.0,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,139.0
19370,2015,5,17,1,170.0,19.0,46.0,1000,125.0,22.6,999.1,11.9,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76.0
20097,2015,6,16,8,178.0,17.0,88.0,1800,29.0,24.1,1000.9,17.1,0.0,1.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,152.0
33217,2016,12,14,0,19.0,5.0,40.0,500,38.0,-1.7,1031.2,-17.9,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.0
12381,2014,7,29,20,100.0,5.0,30.0,500,170.0,28.8,995.7,23.2,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0
18842,2015,4,25,1,236.0,8.0,128.0,1100,4.0,14.1,1013.0,4.9,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71.0
19552,2015,5,24,15,146.0,23.0,25.0,900,258.0,31.2,1000.3,8.2,0.0,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73.0
9691,2014,4,8,18,253.0,47.0,44.0,1000,176.0,22.3,1004.3,8.0,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,156.0
6563,2013,11,29,10,88.0,38.0,79.0,2700,1.0,9.9,1015.2,-10.9,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59.0
24650,2015,12,23,1,410.0,25.0,131.0,8500,9.0,-2.4,1022.8,-2.4,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,344.0
13967,2014,10,3,22,175.0,7.0,83.0,2800,2.0,15.4,1011.7,15.2,0.4,0.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,142.0
2077,2013,5,26,12,130.0,13.0,65.0,1899,26.0,23.0,1002.3,18.3,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,102.0
23784,2015,11,16,23,80.0,20.0,74.0,1900,4.0,5.9,1017.7,-0.2,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70.0
20774,2015,7,14,13,38.0,5.0,46.0,700,284.0,34.6,999.2,16.0,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38.0
30247,2016,8,12,6,102.0,2.0,36.0,900,20.0,30.0,1001.2,27.0,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,102.0
23181,2015,10,22,20,30.0,2.0,82.0,1000,3.0,9.7,1018.2,7.8,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.0
30220,2016,8,11,3,72.0,2.0,22.0,700,71.0,29.1,1001.7,24.9,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.0
7098,2013,12,21,17,131.0,40.0,96.0,1500,4.0,-1.6,1027.4,-12.0,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62.0
13320,2014,9,6,23,187.0,2.0,58.0,800,95.0,23.8,1003.1,21.1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,142.0
19725,2015,5,31,20,122.0,19.0,33.0,1000,225.0,30.7,994.2,13.5,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62.0
2134,2013,5,28,21,139.0,3.0,76.0,700,16.0,18.9,1001.9,16.3,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72.0
27758,2016,4,30,13,145.0,16.0,29.0,1300,240.0,28.2,997.7,12.1,0.0,3.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,145.0
4664,2013,9,11,7,53.0,6.0,57.0,300,1.0,18.4,1010.6,12.6,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.0
9383,2014,3,26,22,478.0,42.0,162.0,2900,2.0,13.1,1005.3,10.8,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.0
33389,2016,12,21,4,332.0,5.0,128.0,8100,2.0,-1.2,1023.7,-2.5,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,332.0
688,2013,3,29,15,152.0,53.0,86.0,1899,39.0,9.5,1014.2,-5.2,0.0,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0
20817,2015,7,16,8,41.0,2.0,39.0,1000,143.0,22.0,1003.9,19.0,0.0,2.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41.0
20959,2015,7,22,6,86.0,2.0,55.0,900,28.0,21.5,1000.4,20.8,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0
10191,2014,4,29,14,136.0,21.0,66.0,900,155.0,26.4,1004.7,6.9,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110.0
24010,2015,11,26,9,23.0,17.0,23.0,800,52.0,-8.3,1030.7,-19.5,0.0,2.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.0
22021,2015,9,4,12,90.0,6.0,44.0,3000,60.0,23.3,1008.2,19.5,0.0,2.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0
29865,2016,7,27,8,35.0,2.0,36.0,1500,56.0,26.1,998.6,21.7,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
22220,2015,9,12,19,33.0,2.0,60.0,400,48.0,22.5,1010.4,6.3,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0
23333,2015,10,29,4,5.0,3.0,17.0,300,56.0,6.4,1022.3,-11.8,0.0,1.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
34616,2017,2,10,7,27.0,5.0,16.0,300,84.0,-3.5,1025.9,-22.7,0.0,3.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0
20367,2015,6,27,14,143.0,6.0,39.0,900,144.0,28.0,1001.5,20.6,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143.0
17522,2015,3,1,1,196.0,4.0,20.0,400,61.0,-2.6,1020.8,-5.9,0.0,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0
28901,2016,6,17,4,46.0,2.0,60.0,500,8.0,20.7,990.3,14.3,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
16986,2015,2,6,17,124.0,37.0,102.0,1900,40.0,7.0,1012.0,-14.5,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97.0
20267,2015,6,23,10,285.0,28.0,70.0,2600,105.0,25.5,1003.9,18.4,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.0
13952,2014,10,3,7,54.0,5.0,48.0,1000,2.0,13.6,1013.0,11.6,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54.0
6119,2013,11,10,22,55.0,15.0,53.0,700,7.2828,7.5,1022.9,-12.9,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.0
10631,2014,5,17,22,123.0,14.0,47.0,700,125.0,20.6,1005.7,11.2,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0
18858,2015,4,25,17,162.0,7.0,34.0,500,180.0,30.8,1006.0,0.2,0.0,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0
18569,2015,4,13,16,33.0,4.0,19.0,500,131.0,18.5,1016.1,-2.5,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.0
19400,2015,5,18,7,93.0,5.0,41.0,400,56.0,22.2,998.5,2.3,0.0,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61.0
22507,2015,9,24,18,166.0,9.0,46.0,1900,175.0,24.4,1003.7,18.3,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,166.0
3481,2013,7,24,0,87.0,5.0,51.0,400,53.0,22.8,993.1,21.8,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53.0
34956,2017,2,24,11,29.0,17.0,30.0,600,80.0,8.4,1022.2,-11.6,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.0
8033,2014,1,29,16,178.0,94.0,94.0,2200,5.0,1.8,1005.2,-6.5,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,158.0
2109,2013,5,27,20,108.0,3.0,67.0,900,56.0,19.3,1001.3,17.6,0.0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88.0
31077,2016,9,15,20,173.0,3.0,37.0,1100,170.0,25.4,1009.1,20.2,0.0,1.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,130.0
6545,2013,11,28,16,28.0,9.0,15.0,400,48.0,3.4,1018.3,-18.1,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0
6157,2013,11,12,12,13.0,19.0,19.0,400,49.6944,15.6,1018.3,-4.4,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0
21170,2015,7,31,1,34.0,2.0,41.0,400,72.0,22.8,1002.5,20.7,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
11982,2014,7,13,5,16.0,3.0,65.0,200,8.0,22.8,997.7,13.8,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.0
24478,2015,12,15,21,16.0,17.0,18.0,400,51.0,-1.0,1025.1,-14.9,0.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0
19553,2015,5,24,16,141.0,20.0,31.0,900,263.0,31.7,1000.0,9.8,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71.0
434,2013,3,19,1,46.0,22.0,48.0,800,29.0,2.0,1006.0,-4.5,0.0,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30.0
9944,2014,4,19,7,136.0,18.0,106.0,700,2.0,13.9,1016.3,3.9,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61.0
9112,2014,3,15,15,183.0,48.0,112.0,1500,46.0,22.1,1002.6,-6.7,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,117.0
9230,2014,3,20,13,37.0,4.0,9.0,300,84.0,17.7,1019.3,-9.3,0.0,3.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.0
3618,2013,7,29,17,67.0,5.0,79.0,700,156.0,31.5,992.8,23.6,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.0
29125,2016,6,26,12,45.0,4.0,25.0,500,203.0,34.1,1001.2,13.5,0.0,2.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0
16551,2015,1,19,14,93.0,24.0,43.0,1500,49.0,6.0,1015.0,-14.7,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0
17266,2015,2,18,9,20.0,15.0,28.0,600,58.0,3.0,1026.0,-13.3,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
22999,2015,10,15,6,117.0,3.0,117.0,2000,2.0,10.1,1013.4,8.4,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0
383,2013,3,16,22,204.0,59.0,108.0,2100,94.0,8.3,1013.4,2.1,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,242.0
29311,2016,7,4,6,239.0,2.0,26.0,1400,60.0,24.4,1003.6,22.7,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.0
1529,2013,5,3,16,74.0,24.0,28.0,600,148.0,21.7,1009.5,7.1,0.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,195.0
17053,2015,2,9,12,89.0,45.0,60.0,1500,215.0,2.0,1024.0,-22.0,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75.0
26750,2016,3,19,13,105.0,13.0,23.0,900,78.0,13.3,1018.4,-5.3,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47.0
10049,2014,4,23,16,171.0,39.0,38.0,1000,160.0,23.2,1001.5,13.1,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,159.0
28518,2016,6,1,5,38.0,8.0,66.0,900,2.0,18.7,1008.6,6.5,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0
24421,2015,12,13,12,122.0,34.0,87.0,2800,17.0,2.6,1023.8,-4.2,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0
29755,2016,7,22,18,49.0,2.0,12.0,800,151.0,30.0,995.5,23.9,0.0,1.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49.0
8155,2014,2,3,18,47.0,3.0,8.0,300,68.0,-0.8,1022.0,-27.7,0.0,3.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
19367,2015,5,16,22,146.0,24.0,37.0,1000,169.0,24.2,1000.6,10.8,0.0,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70.0
12274,2014,7,25,9,94.0,5.0,46.0,1200,75.0,28.9,1000.5,19.2,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0
16647,2015,1,23,14,200.0,72.0,114.0,3000,10.0,5.0,1013.0,-13.4,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,183.0
21839,2015,8,27,22,33.0,2.0,58.0,600,74.0,25.3,1004.6,17.0,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.0
23766,2015,11,16,5,41.0,4.0,56.0,1500,5.0,6.1,1017.4,5.5,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0
26780,2016,3,20,19,128.0,5.0,51.0,900,77.0,15.8,1019.9,-7.2,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57.0
12403,2014,7,30,18,161.0,2.0,31.0,1400,137.0,27.6,999.2,23.8,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.0
15440,2014,12,4,7,10.0,6.0,17.0,400,46.0,-2.9,1030.0,-22.2,0.0,4.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
20327,2015,6,25,22,165.0,2.0,77.0,900,52.0,24.4,996.0,18.1,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,140.0
5740,2013,10,26,3,63.0,9.0,60.0,500,1.0,2.7,1019.2,2.3,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42.0
34005,2017,1,15,20,94.0,15.0,82.0,1400,22.0,-4.175,1027.0,-9.3,0.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72.0
31570,2016,10,6,9,87.0,2.0,54.0,2500,2.0,15.6,1023.0,12.7,0.0,1.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0
9519,2014,4,1,14,57.0,22.0,67.0,900,117.0,23.6,1004.0,2.4,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,122.0
31166,2016,9,19,13,6.0,2.0,8.0,100,82.0,23.5,1017.4,8.4,0.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
17936,2015,3,18,7,26.0,15.0,43.0,700,58.0,5.3,1013.7,-6.9,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
811,2013,4,3,18,191.0,52.0,48.0,800,86.0,12.8,1008.3,-2.3,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89.0
6518,2013,11,27,13,51.0,4.0,5.0,300,48.0,-0.7,1021.9,-24.2,0.0,4.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0
29714,2016,7,21,1,5.0,2.0,15.0,500,51.0,22.1,995.7,21.4,0.2,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
9175,2014,3,18,6,75.0,6.0,50.0,300,33.0,6.8,1017.3,-1.4,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.0
24143,2015,12,1,22,410.0,28.0,143.0,8000,10.0,0.1,1015.8,-0.6,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,410.0
9540,2014,4,2,11,78.0,20.0,38.0,600,105.0,22.4,1009.1,0.8,0.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0
21940,2015,9,1,3,14.0,2.0,12.0,600,64.0,18.8,1008.8,17.6,0.3,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.0
3423,2013,7,21,14,89.0,12.0,31.0,800,153.0,30.6,998.5,21.9,0.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81.0
18708,2015,4,19,11,104.0,2.0,16.0,200,97.0,18.6,1012.0,-12.5,0.0,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57.0
31105,2016,9,17,0,71.0,2.0,32.0,700,93.0,21.2,1011.3,18.4,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71.0
13814,2014,9,27,13,20.0,2.0,17.0,200,67.0,25.1,1009.6,9.4,0.0,1.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.0
25966,2016,2,15,21,147.0,15.0,12.0,300,73.0,1.9,1019.9,-16.6,0.0,5.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
25400,2016,1,23,7,6.0,2.0,9.0,500,61.0,-16.3,1039.5,-34.1,0.0,2.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.0
14394,2014,10,21,17,44.0,18.0,67.0,1100,18.0,11.9,1017.4,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0
8735,2014,2,27,22,46.0,15.0,86.0,1100,2.0,-1.8,1022.7,-8.1,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34.0
12719,2014,8,12,22,33.0,4.0,62.0,600,81.0,24.1,1002.9,18.5,0.1,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.0
33498,2016,12,25,17,144.0,39.0,110.0,2600,2.0,0.7,1023.1,-5.3,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.0
7892,2014,1,23,19,288.0,118.0,134.0,4200,1.0,-3.6,1009.6,-8.7,0.0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,231.0
30988,2016,9,12,3,28.0,2.0,31.0,500,46.0,17.6,1013.1,16.6,0.0,0.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.0
13515,2014,9,15,2,65.0,6.0,68.0,700,2.0,14.6,1014.0,11.2,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0
4262,2013,8,25,13,58.0,8.0,41.0,600,205.0,34.9,1000.0,15.8,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35.0
13121,2014,8,29,16,91.0,3.0,44.0,1000,147.0,27.5,1008.4,19.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.0
12839,2014,8,17,22,114.0,6.0,57.0,800,116.0,23.7,1005.5,20.4,0.0,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0
12783,2014,8,15,14,26.0,7.0,21.0,400,140.0,32.7,999.3,16.9,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.0
11756,2014,7,3,19,153.0,2.0,53.0,800,128.0,27.6,995.0,24.0,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153.0
3154,2013,7,10,9,47.0,6.0,43.0,600,8.0,24.8,1000.3,22.7,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25.0
24059,2015,11,28,10,192.0,2.0,95.0,3200,9.0,-2.0,1026.7,-6.4,0.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,192.0
1080,2013,4,14,23,196.0,32.0,75.0,1700,29.0,11.0,1000.3,0.1,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,67.0
26956,2016,3,28,3,144.0,29.0,63.0,700,19.0,13.2,1008.6,-6.4,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63.0
30955,2016,9,10,18,66.0,3.0,67.0,300,105.0,28.2,1004.7,11.7,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.0
33116,2016,12,9,19,84.0,11.0,81.0,1200,2.0,1.5,1025.2,-11.0,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.0
11712,2014,7,1,23,64.0,2.0,26.0,800,126.0,21.8,999.3,21.6,2.5,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64.0
206,2013,3,9,13,628.0,4.0,7.0,300,76.0,10.3,1006.5,-17.0,0.0,7.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0
24409,2015,12,13,0,197.0,49.0,108.0,4700,14.0,-2.4,1023.0,-4.0,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0
25778,2016,2,8,1,637.0,192.0,86.0,1400,7.0,-1.7,1010.5,-15.2,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,494.0
2514,2013,6,13,17,81.0,30.0,43.0,800,232.0,29.1,1000.7,17.0,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80.0
11772,2014,7,4,11,184.0,2.0,29.0,1200,142.0,31.1,999.2,25.2,0.0,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,184.0
22693,2015,10,2,12,49.0,3.0,27.0,500,79.0,24.3,1006.0,5.6,0.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.0
16868,2015,2,1,19,158.0,75.0,107.0,2500,2.0,-1.0,1027.0,-15.3,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120.0
27285,2016,4,10,20,313.0,12.0,30.0,500,81.0,13.5,1015.7,-11.9,0.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,89.0
25928,2016,2,14,7,10.0,2.0,8.0,400,62.0,-6.9,1028.7,-22.0,0.0,3.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0
24800,2015,12,29,7,240.0,47.0,90.0,5800,13.0,-6.0,1025.9,-7.5,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,240.0
